workerid,utteranceType,animalType,alterantive,animal,categoryID,QUD,setNum,featureSet,response
0,fig,alt,dog,panda,5,gen,4,ugly; small,0.62
4,fig,alt,hippo,whale,2,f1,3,small; majestic,0.03
4,fig,alt,hippo,whale,2,f1,4,small; shabby,0.04
4,lit,orig,penguin,penguin,7,f1,4,serious; ugly,0.04
4,lit,orig,penguin,penguin,7,f1,3,serious; cute,0.07
4,lit,orig,penguin,penguin,7,f1,1,funny; cute,0.45
4,lit,orig,penguin,penguin,7,f1,2,funny; ugly,0.46
4,lit,orig,ant,ant,1,f1,1,small; industrious,0.52
4,lit,orig,ant,ant,1,f1,4,big; lazy,0.06
4,lit,orig,ant,ant,1,f1,2,small; lazy,0.51
4,lit,orig,ant,ant,1,f1,3,big; industrious,0.04
4,fig,alt,horse,lion,11,f2,1,fierce; strong,0.68
4,fig,alt,horse,lion,11,f2,4,gentle; weak,0.05
4,fig,alt,horse,lion,11,f2,3,gentle; strong,0.45
4,fig,alt,horse,lion,11,f2,2,fierce; weak,0.04
4,lit,orig,cheetah,cheetah,9,gen,1,fast; agile,0.64
4,lit,orig,cheetah,cheetah,9,gen,2,fast; clumsy,0.1
4,lit,orig,cheetah,cheetah,9,gen,4,slow; clumsy,0.03
4,lit,orig,cheetah,cheetah,9,gen,3,slow; agile,0.1
4,fig,orig,bird,bird,3,f2,4,slow; big,0.03
4,fig,orig,bird,bird,3,f2,1,fast; small,0.43
4,fig,orig,bird,bird,3,f2,2,fast; big,0.03
4,fig,orig,bird,bird,3,f2,3,slow; small,0.56
4,lit,alt,dog,panda,5,gen,4,ugly; small,0.05
4,lit,alt,dog,panda,5,gen,2,cute; small,0.6
4,lit,alt,dog,panda,5,gen,3,ugly; big,0.04
4,lit,alt,dog,panda,5,gen,1,cute; big,0.37
4,lit,alt,horse,giraffe,8,gen,2,tall; short,0.03
4,lit,alt,horse,giraffe,8,gen,4,petite; short,0.02
4,lit,alt,horse,giraffe,8,gen,1,tall; long,0.67
4,lit,alt,horse,giraffe,8,gen,3,petite; long,0.02
4,lit,orig,turtle,turtle,10,f2,1,slow; strong,0.61
4,lit,orig,turtle,turtle,10,f2,4,fast; weak,0.05
4,lit,orig,turtle,turtle,10,f2,2,slow; weak,0.05
4,lit,orig,turtle,turtle,10,f2,3,fast; strong,0.37
4,fig,orig,lion,lion,11,f1,4,gentle; weak,0.03
4,fig,orig,lion,lion,11,f1,2,fierce; weak,0.03
4,fig,orig,lion,lion,11,f1,1,fierce; strong,0.85
4,fig,orig,lion,lion,11,f1,3,gentle; strong,0.06
4,lit,alt,jaguar,cheetah,9,f2,4,slow; clumsy,0.03
4,lit,alt,jaguar,cheetah,9,f2,3,slow; agile,0.08
4,lit,alt,jaguar,cheetah,9,f2,2,fast; clumsy,0.05
4,lit,alt,jaguar,cheetah,9,f2,1,fast; agile,0.81
4,fig,orig,monkey,monkey,6,f1,4,serious; stupid,0.03
4,fig,orig,monkey,monkey,6,f1,2,funny; stupid,0.82
4,fig,orig,monkey,monkey,6,f1,1,funny; smart,0.09
4,fig,orig,monkey,monkey,6,f1,3,serious; smart,0.03
4,fig,orig,giraffe,giraffe,8,f1,3,petite; long,0.11
4,fig,orig,giraffe,giraffe,8,f1,4,petite; short,0
4,fig,orig,giraffe,giraffe,8,f1,2,tall; short,0.02
4,fig,orig,giraffe,giraffe,8,f1,1,tall; long,0.91
4,fig,orig,whale,whale,2,gen,2,big; shabby,0.27
4,fig,orig,whale,whale,2,gen,1,big; majestic,0.51
4,fig,orig,whale,whale,2,gen,4,small; shabby,0
4,fig,orig,whale,whale,2,gen,3,small; majestic,0.02
5,lit,alt,monkey,monkey,6,f2,1,funny; smart,0.87
5,lit,alt,monkey,monkey,6,f2,3,serious; smart,0.89
5,lit,alt,monkey,monkey,6,f2,4,serious; stupid,0.1
5,lit,alt,monkey,monkey,6,f2,2,funny; stupid,0.1
5,lit,orig,elephant,elephant,4,f1,4,small; soft,0.16
5,lit,orig,elephant,elephant,4,f1,3,small; hard,0.15
5,lit,orig,elephant,elephant,4,f1,1,big; hard,0.91
5,lit,orig,elephant,elephant,4,f1,2,big; soft,0.62
5,fig,orig,ant,ant,1,gen,4,big; lazy,0.17
5,fig,orig,ant,ant,1,gen,2,small; lazy,0.76
5,fig,orig,ant,ant,1,gen,3,big; industrious,0.15
5,fig,orig,ant,ant,1,gen,1,small; industrious,0.95
5,lit,orig,turtle,turtle,10,gen,3,fast; strong,0.18
5,lit,orig,turtle,turtle,10,gen,2,slow; weak,0.83
5,lit,orig,turtle,turtle,10,gen,1,slow; strong,0.82
5,lit,orig,turtle,turtle,10,gen,4,fast; weak,0.23
5,lit,alt,horse,giraffe,8,gen,4,petite; short,0.14
5,lit,alt,horse,giraffe,8,gen,1,tall; long,0.84
5,lit,alt,horse,giraffe,8,gen,3,petite; long,0.17
5,lit,alt,horse,giraffe,8,gen,2,tall; short,0.25
5,lit,alt,jaguar,bird,3,f1,4,slow; big,0.16
5,lit,alt,jaguar,bird,3,f1,3,slow; small,0.16
5,lit,alt,jaguar,bird,3,f1,1,fast; small,0.86
5,lit,alt,jaguar,bird,3,f1,2,fast; big,0.88
5,fig,alt,monkey,penguin,7,f1,4,serious; ugly,0.21
5,fig,alt,monkey,penguin,7,f1,3,serious; cute,0.2
5,fig,alt,monkey,penguin,7,f1,2,funny; ugly,0.9
5,fig,alt,monkey,penguin,7,f1,1,funny; cute,0.61
5,lit,orig,giraffe,giraffe,8,f2,1,tall; long,0.8
5,lit,orig,giraffe,giraffe,8,f2,3,petite; long,0.58
5,lit,orig,giraffe,giraffe,8,f2,2,tall; short,0.27
5,lit,orig,giraffe,giraffe,8,f2,4,petite; short,0.26
5,lit,alt,monkey,ant,1,gen,2,small; lazy,0.8
5,lit,alt,monkey,ant,1,gen,3,big; industrious,0.19
5,lit,alt,monkey,ant,1,gen,1,small; industrious,0.81
5,lit,alt,monkey,ant,1,gen,4,big; lazy,0.23
5,fig,alt,jaguar,rabbit,12,gen,3,slow; cute,0.23
5,fig,alt,jaguar,rabbit,12,gen,4,slow; ugly,0.23
5,fig,alt,jaguar,rabbit,12,gen,1,fast; cute,0.79
5,fig,alt,jaguar,rabbit,12,gen,2,fast; ugly,0.71
5,lit,orig,whale,whale,2,gen,4,small; shabby,0.2
5,lit,orig,whale,whale,2,gen,1,big; majestic,0.79
5,lit,orig,whale,whale,2,gen,3,small; majestic,0.23
5,lit,orig,whale,whale,2,gen,2,big; shabby,0.77
5,fig,alt,jaguar,cheetah,9,f1,4,slow; clumsy,0.19
5,fig,alt,jaguar,cheetah,9,f1,2,fast; clumsy,0.57
5,fig,alt,jaguar,cheetah,9,f1,1,fast; agile,0.93
5,fig,alt,jaguar,cheetah,9,f1,3,slow; agile,0.14
5,fig,orig,bird,bird,3,gen,1,fast; small,0.81
5,fig,orig,bird,bird,3,gen,2,fast; big,0.25
5,fig,orig,bird,bird,3,gen,4,slow; big,0.2
5,fig,orig,bird,bird,3,gen,3,slow; small,0.26
5,fig,orig,panda,panda,5,f2,1,cute; big,0.87
5,fig,orig,panda,panda,5,f2,3,ugly; big,0.66
5,fig,orig,panda,panda,5,f2,2,cute; small,0.26
5,fig,orig,panda,panda,5,f2,4,ugly; small,0.24
5,lit,orig,penguin,penguin,7,f1,4,serious; ugly,0.2
5,lit,orig,penguin,penguin,7,f1,3,serious; cute,0.2
5,lit,orig,penguin,penguin,7,f1,1,funny; cute,0.87
5,lit,orig,penguin,penguin,7,f1,2,funny; ugly,0.85
5,fig,alt,hippo,whale,2,f1,2,big; shabby,0.86
5,fig,alt,hippo,whale,2,f1,1,big; majestic,0.85
5,fig,alt,hippo,whale,2,f1,3,small; majestic,0.27
5,fig,alt,hippo,whale,2,f1,4,small; shabby,0.28
5,fig,orig,cheetah,cheetah,9,gen,2,fast; clumsy,0.67
5,fig,orig,cheetah,cheetah,9,gen,1,fast; agile,0.9
5,fig,orig,cheetah,cheetah,9,gen,3,slow; agile,0.15
5,fig,orig,cheetah,cheetah,9,gen,4,slow; clumsy,0.15
5,lit,orig,monkey,monkey,6,f2,4,serious; stupid,0.14
5,lit,orig,monkey,monkey,6,f2,2,funny; stupid,0.13
5,lit,orig,monkey,monkey,6,f2,1,funny; smart,0.67
5,lit,orig,monkey,monkey,6,f2,3,serious; smart,0.9
5,lit,alt,turtle,elephant,4,f2,4,small; soft,0.23
5,lit,alt,turtle,elephant,4,f2,3,small; hard,0.7
5,lit,alt,turtle,elephant,4,f2,1,big; hard,0.86
5,lit,alt,turtle,elephant,4,f2,2,big; soft,0.25
5,fig,alt,dog,panda,5,f2,4,ugly; small,0.69
5,fig,alt,dog,panda,5,f2,3,ugly; big,0.23
5,fig,alt,dog,panda,5,f2,2,cute; small,0.86
5,fig,alt,dog,panda,5,f2,1,cute; big,0.19
5,fig,alt,turtle,turtle,10,f1,3,fast; strong,0.22
5,fig,alt,turtle,turtle,10,f1,2,slow; weak,0.75
5,fig,alt,turtle,turtle,10,f1,1,slow; strong,0.85
5,fig,alt,turtle,turtle,10,f1,4,fast; weak,0.24
5,lit,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.2
5,lit,orig,rabbit,rabbit,12,f1,3,slow; cute,0.2
5,lit,orig,rabbit,rabbit,12,f1,1,fast; cute,0.8
5,lit,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.59
5,fig,alt,horse,lion,11,f2,3,gentle; strong,0.75
5,fig,alt,horse,lion,11,f2,4,gentle; weak,0.14
5,fig,alt,horse,lion,11,f2,2,fierce; weak,0.15
5,fig,alt,horse,lion,11,f2,1,fierce; strong,0.88
5,fig,orig,lion,lion,11,f2,1,fierce; strong,0.83
5,fig,orig,lion,lion,11,f2,3,gentle; strong,0.53
5,fig,orig,lion,lion,11,f2,4,gentle; weak,0.17
5,fig,orig,lion,lion,11,f2,2,fierce; weak,0.22
6,lit,orig,lion,lion,11,f2,1,fierce; strong,0.69
6,lit,orig,lion,lion,11,f2,2,fierce; weak,0.15
6,lit,orig,lion,lion,11,f2,4,gentle; weak,0.33
6,lit,orig,lion,lion,11,f2,3,gentle; strong,0.79
6,fig,orig,ant,ant,1,f1,1,small; industrious,0.51
6,fig,orig,ant,ant,1,f1,2,small; lazy,0.32
6,fig,orig,ant,ant,1,f1,4,big; lazy,0.22
6,fig,orig,ant,ant,1,f1,3,big; industrious,0.23
6,lit,orig,penguin,penguin,7,f2,3,serious; cute,0.56
6,lit,orig,penguin,penguin,7,f2,1,funny; cute,0.4
6,lit,orig,penguin,penguin,7,f2,2,funny; ugly,0.28
6,lit,orig,penguin,penguin,7,f2,4,serious; ugly,0.16
6,fig,alt,monkey,penguin,7,f2,1,funny; cute,0.19
6,fig,alt,monkey,penguin,7,f2,4,serious; ugly,0.68
6,fig,alt,monkey,penguin,7,f2,3,serious; cute,0.19
6,fig,alt,monkey,penguin,7,f2,2,funny; ugly,0.67
6,lit,alt,turtle,elephant,4,gen,3,small; hard,0.13
6,lit,alt,turtle,elephant,4,gen,2,big; soft,0.7
6,lit,alt,turtle,elephant,4,gen,1,big; hard,0.72
6,lit,alt,turtle,elephant,4,gen,4,small; soft,0.22
6,lit,alt,turtle,turtle,10,f1,2,slow; weak,0.64
6,lit,alt,turtle,turtle,10,f1,3,fast; strong,0.27
6,lit,alt,turtle,turtle,10,f1,1,slow; strong,0.59
6,lit,alt,turtle,turtle,10,f1,4,fast; weak,0.25
6,fig,alt,dog,panda,5,gen,4,ugly; small,0.6
6,fig,alt,dog,panda,5,gen,1,cute; big,0.23
6,fig,alt,dog,panda,5,gen,3,ugly; big,0.66
6,fig,alt,dog,panda,5,gen,2,cute; small,0.27
6,fig,alt,horse,lion,11,gen,1,fierce; strong,0.6
6,fig,alt,horse,lion,11,gen,3,gentle; strong,0.34
6,fig,alt,horse,lion,11,gen,2,fierce; weak,0.23
6,fig,alt,horse,lion,11,gen,4,gentle; weak,0.4
6,lit,alt,hippo,whale,2,gen,2,big; shabby,0.5
6,lit,alt,hippo,whale,2,gen,3,small; majestic,0.12
6,lit,alt,hippo,whale,2,gen,1,big; majestic,0.63
6,lit,alt,hippo,whale,2,gen,4,small; shabby,0.13
6,fig,orig,whale,whale,2,f2,1,big; majestic,0.74
6,fig,orig,whale,whale,2,f2,2,big; shabby,0.31
6,fig,orig,whale,whale,2,f2,3,small; majestic,0.14
6,fig,orig,whale,whale,2,f2,4,small; shabby,0.13
6,lit,alt,jaguar,rabbit,12,f2,1,fast; cute,0.62
6,lit,alt,jaguar,rabbit,12,f2,4,slow; ugly,0.08
6,lit,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.12
6,lit,alt,jaguar,rabbit,12,f2,3,slow; cute,0.69
6,lit,orig,turtle,turtle,10,f2,2,slow; weak,0.16
6,lit,orig,turtle,turtle,10,f2,3,fast; strong,0.7
6,lit,orig,turtle,turtle,10,f2,4,fast; weak,0.05
6,lit,orig,turtle,turtle,10,f2,1,slow; strong,0.67
6,fig,orig,monkey,monkey,6,f2,3,serious; smart,0.53
6,fig,orig,monkey,monkey,6,f2,2,funny; stupid,0.45
6,fig,orig,monkey,monkey,6,f2,4,serious; stupid,0.13
6,fig,orig,monkey,monkey,6,f2,1,funny; smart,0.68
6,lit,alt,jaguar,bird,3,gen,1,fast; small,0.64
6,lit,alt,jaguar,bird,3,gen,4,slow; big,0.09
6,lit,alt,jaguar,bird,3,gen,3,slow; small,0.11
6,lit,alt,jaguar,bird,3,gen,2,fast; big,0.57
6,fig,alt,horse,giraffe,8,gen,4,petite; short,0.17
6,fig,alt,horse,giraffe,8,gen,1,tall; long,0.68
6,fig,alt,horse,giraffe,8,gen,2,tall; short,0.21
6,fig,alt,horse,giraffe,8,gen,3,petite; long,0.26
6,lit,alt,monkey,monkey,6,f1,2,funny; stupid,0.67
6,lit,alt,monkey,monkey,6,f1,4,serious; stupid,0.11
6,lit,alt,monkey,monkey,6,f1,3,serious; smart,0.11
6,lit,alt,monkey,monkey,6,f1,1,funny; smart,0.76
6,fig,orig,panda,panda,5,f1,1,cute; big,0.76
6,fig,orig,panda,panda,5,f1,4,ugly; small,0.08
6,fig,orig,panda,panda,5,f1,3,ugly; big,0.09
6,fig,orig,panda,panda,5,f1,2,cute; small,0.48
6,fig,orig,elephant,elephant,4,gen,4,small; soft,0.19
6,fig,orig,elephant,elephant,4,gen,3,small; hard,0.13
6,fig,orig,elephant,elephant,4,gen,1,big; hard,0.8
6,fig,orig,elephant,elephant,4,gen,2,big; soft,0.56
6,lit,alt,monkey,ant,1,f2,4,big; lazy,0.15
6,lit,alt,monkey,ant,1,f2,2,small; lazy,0.14
6,lit,alt,monkey,ant,1,f2,3,big; industrious,0.67
6,lit,alt,monkey,ant,1,f2,1,small; industrious,0.65
6,fig,orig,cheetah,cheetah,9,f1,3,slow; agile,0.09
6,fig,orig,cheetah,cheetah,9,f1,2,fast; clumsy,0.46
6,fig,orig,cheetah,cheetah,9,f1,1,fast; agile,0.9
6,fig,orig,cheetah,cheetah,9,f1,4,slow; clumsy,0.12
6,lit,orig,bird,bird,3,f1,4,slow; big,0.14
6,lit,orig,bird,bird,3,f1,2,fast; big,0.74
6,lit,orig,bird,bird,3,f1,1,fast; small,0.73
6,lit,orig,bird,bird,3,f1,3,slow; small,0.14
6,lit,orig,rabbit,rabbit,12,f1,3,slow; cute,0.07
6,lit,orig,rabbit,rabbit,12,f1,1,fast; cute,0.75
6,lit,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.09
6,lit,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.68
6,fig,alt,jaguar,cheetah,9,gen,4,slow; clumsy,0.09
6,fig,alt,jaguar,cheetah,9,gen,1,fast; agile,0.84
6,fig,alt,jaguar,cheetah,9,gen,3,slow; agile,0.1
6,fig,alt,jaguar,cheetah,9,gen,2,fast; clumsy,0.66
6,fig,orig,giraffe,giraffe,8,f1,2,tall; short,0.07
6,fig,orig,giraffe,giraffe,8,f1,1,tall; long,0.8
6,fig,orig,giraffe,giraffe,8,f1,4,petite; short,0.13
6,fig,orig,giraffe,giraffe,8,f1,3,petite; long,0.61
7,fig,orig,monkey,monkey,6,gen,1,funny; smart,0.59
7,fig,orig,monkey,monkey,6,gen,3,serious; smart,0.26
7,fig,orig,monkey,monkey,6,gen,2,funny; stupid,0.77
7,fig,orig,monkey,monkey,6,gen,4,serious; stupid,0.3
7,fig,alt,monkey,penguin,7,gen,1,funny; cute,0.63
7,fig,alt,monkey,penguin,7,gen,4,serious; ugly,0.16
7,fig,alt,monkey,penguin,7,gen,2,funny; ugly,0.73
7,fig,alt,monkey,penguin,7,gen,3,serious; cute,0.21
7,fig,alt,jaguar,cheetah,9,f2,2,fast; clumsy,0.4
7,fig,alt,jaguar,cheetah,9,f2,1,fast; agile,0.76
7,fig,alt,jaguar,cheetah,9,f2,3,slow; agile,0.23
7,fig,alt,jaguar,cheetah,9,f2,4,slow; clumsy,0.11
7,lit,orig,lion,lion,11,f1,3,gentle; strong,0.53
7,lit,orig,lion,lion,11,f1,4,gentle; weak,0.28
7,lit,orig,lion,lion,11,f1,2,fierce; weak,0.23
7,lit,orig,lion,lion,11,f1,1,fierce; strong,0.78
7,fig,orig,panda,panda,5,f2,2,cute; small,0.27
7,fig,orig,panda,panda,5,f2,4,ugly; small,0.29
7,fig,orig,panda,panda,5,f2,1,cute; big,0.77
7,fig,orig,panda,panda,5,f2,3,ugly; big,0.64
7,fig,alt,horse,lion,11,f1,3,gentle; strong,0.65
7,fig,alt,horse,lion,11,f1,4,gentle; weak,0.27
7,fig,alt,horse,lion,11,f1,2,fierce; weak,0.31
7,fig,alt,horse,lion,11,f1,1,fierce; strong,0.44
7,lit,alt,monkey,ant,1,f1,4,big; lazy,0.27
7,lit,alt,monkey,ant,1,f1,2,small; lazy,0.45
7,lit,alt,monkey,ant,1,f1,1,small; industrious,0.57
7,lit,alt,monkey,ant,1,f1,3,big; industrious,0.24
7,lit,alt,turtle,elephant,4,f2,4,small; soft,0.26
7,lit,alt,turtle,elephant,4,f2,1,big; hard,0.67
7,lit,alt,turtle,elephant,4,f2,3,small; hard,0.5
7,lit,alt,turtle,elephant,4,f2,2,big; soft,0.27
7,lit,orig,turtle,turtle,10,gen,3,fast; strong,0.24
7,lit,orig,turtle,turtle,10,gen,2,slow; weak,0.73
7,lit,orig,turtle,turtle,10,gen,1,slow; strong,0.5
7,lit,orig,turtle,turtle,10,gen,4,fast; weak,0.37
7,lit,alt,jaguar,rabbit,12,f1,4,slow; ugly,0.29
7,lit,alt,jaguar,rabbit,12,f1,3,slow; cute,0.31
7,lit,alt,jaguar,rabbit,12,f1,2,fast; ugly,0.47
7,lit,alt,jaguar,rabbit,12,f1,1,fast; cute,0.58
7,fig,orig,whale,whale,2,f1,2,big; shabby,0.6
7,fig,orig,whale,whale,2,f1,1,big; majestic,0.49
7,fig,orig,whale,whale,2,f1,3,small; majestic,0.22
7,fig,orig,whale,whale,2,f1,4,small; shabby,0.25
7,fig,orig,rabbit,rabbit,12,f1,3,slow; cute,0.3
7,fig,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.39
7,fig,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.41
7,fig,orig,rabbit,rabbit,12,f1,1,fast; cute,0.64
7,lit,orig,ant,ant,1,gen,2,small; lazy,0.37
7,lit,orig,ant,ant,1,gen,4,big; lazy,0.26
7,lit,orig,ant,ant,1,gen,1,small; industrious,0.57
7,lit,orig,ant,ant,1,gen,3,big; industrious,0.41
7,lit,alt,turtle,turtle,10,gen,4,fast; weak,0.29
7,lit,alt,turtle,turtle,10,gen,3,fast; strong,0.32
7,lit,alt,turtle,turtle,10,gen,1,slow; strong,0.55
7,lit,alt,turtle,turtle,10,gen,2,slow; weak,0.7
7,lit,orig,penguin,penguin,7,f2,1,funny; cute,0.44
7,lit,orig,penguin,penguin,7,f2,3,serious; cute,0.62
7,lit,orig,penguin,penguin,7,f2,2,funny; ugly,0.46
7,lit,orig,penguin,penguin,7,f2,4,serious; ugly,0.28
7,fig,alt,monkey,monkey,6,f2,2,funny; stupid,0.32
7,fig,alt,monkey,monkey,6,f2,3,serious; smart,0.65
7,fig,alt,monkey,monkey,6,f2,1,funny; smart,0.58
7,fig,alt,monkey,monkey,6,f2,4,serious; stupid,0.33
7,fig,alt,hippo,whale,2,f2,3,small; majestic,0.28
7,fig,alt,hippo,whale,2,f2,4,small; shabby,0.36
7,fig,alt,hippo,whale,2,f2,1,big; majestic,0.52
7,fig,alt,hippo,whale,2,f2,2,big; shabby,0.67
7,lit,orig,cheetah,cheetah,9,f2,2,fast; clumsy,0.37
7,lit,orig,cheetah,cheetah,9,f2,1,fast; agile,0.67
7,lit,orig,cheetah,cheetah,9,f2,4,slow; clumsy,0.57
7,lit,orig,cheetah,cheetah,9,f2,3,slow; agile,0.45
7,lit,orig,elephant,elephant,4,gen,3,small; hard,0.27
7,lit,orig,elephant,elephant,4,gen,4,small; soft,0.29
7,lit,orig,elephant,elephant,4,gen,2,big; soft,0.66
7,lit,orig,elephant,elephant,4,gen,1,big; hard,0.56
7,fig,orig,bird,bird,3,f2,3,slow; small,0.4
7,fig,orig,bird,bird,3,f2,2,fast; big,0.29
7,fig,orig,bird,bird,3,f2,4,slow; big,0.25
7,fig,orig,bird,bird,3,f2,1,fast; small,0.62
7,fig,alt,jaguar,bird,3,gen,4,slow; big,0.33
7,fig,alt,jaguar,bird,3,gen,3,slow; small,0.37
7,fig,alt,jaguar,bird,3,gen,1,fast; small,0.45
7,fig,alt,jaguar,bird,3,gen,2,fast; big,0.65
7,fig,orig,giraffe,giraffe,8,f1,2,tall; short,0.3
7,fig,orig,giraffe,giraffe,8,f1,3,petite; long,0.37
7,fig,orig,giraffe,giraffe,8,f1,1,tall; long,0.75
7,fig,orig,giraffe,giraffe,8,f1,4,petite; short,0.42
7,lit,alt,horse,giraffe,8,f1,4,petite; short,0.3
7,lit,alt,horse,giraffe,8,f1,3,petite; long,0.48
7,lit,alt,horse,giraffe,8,f1,2,tall; short,0.36
7,lit,alt,horse,giraffe,8,f1,1,tall; long,0.66
7,lit,alt,dog,panda,5,gen,4,ugly; small,0.33
7,lit,alt,dog,panda,5,gen,2,cute; small,0.44
7,lit,alt,dog,panda,5,gen,3,ugly; big,0.41
7,lit,alt,dog,panda,5,gen,1,cute; big,0.58
8,fig,orig,panda,panda,5,f1,4,ugly; small,0.06
8,fig,orig,panda,panda,5,f1,1,cute; big,0.88
8,fig,orig,panda,panda,5,f1,3,ugly; big,0.12
8,fig,orig,panda,panda,5,f1,2,cute; small,0.65
8,lit,alt,jaguar,cheetah,9,f1,1,fast; agile,0.85
8,lit,alt,jaguar,cheetah,9,f1,2,fast; clumsy,0.26
8,lit,alt,jaguar,cheetah,9,f1,3,slow; agile,0.17
8,lit,alt,jaguar,cheetah,9,f1,4,slow; clumsy,0.1
8,fig,orig,giraffe,giraffe,8,f1,2,tall; short,0
8,fig,orig,giraffe,giraffe,8,f1,4,petite; short,0
8,fig,orig,giraffe,giraffe,8,f1,1,tall; long,0.88
8,fig,orig,giraffe,giraffe,8,f1,3,petite; long,0.23
8,fig,orig,lion,lion,11,gen,3,gentle; strong,0.16
8,fig,orig,lion,lion,11,gen,1,fierce; strong,0.85
8,fig,orig,lion,lion,11,gen,4,gentle; weak,0.06
8,fig,orig,lion,lion,11,gen,2,fierce; weak,0.28
8,lit,orig,elephant,elephant,4,f1,4,small; soft,0.12
8,lit,orig,elephant,elephant,4,f1,2,big; soft,0.69
8,lit,orig,elephant,elephant,4,f1,1,big; hard,0.71
8,lit,orig,elephant,elephant,4,f1,3,small; hard,0.12
8,fig,orig,ant,ant,1,f2,1,small; industrious,0.69
8,fig,orig,ant,ant,1,f2,4,big; lazy,0.05
8,fig,orig,ant,ant,1,f2,3,big; industrious,0.49
8,fig,orig,ant,ant,1,f2,2,small; lazy,0.11
8,fig,alt,jaguar,bird,3,gen,3,slow; small,0.03
8,fig,alt,jaguar,bird,3,gen,1,fast; small,0.65
8,fig,alt,jaguar,bird,3,gen,2,fast; big,0.75
8,fig,alt,jaguar,bird,3,gen,4,slow; big,0.04
8,lit,orig,whale,whale,2,gen,1,big; majestic,0.63
8,lit,orig,whale,whale,2,gen,2,big; shabby,0.63
8,lit,orig,whale,whale,2,gen,4,small; shabby,0.04
8,lit,orig,whale,whale,2,gen,3,small; majestic,0.05
8,lit,alt,monkey,penguin,7,gen,4,serious; ugly,0.1
8,lit,alt,monkey,penguin,7,gen,2,funny; ugly,0.78
8,lit,alt,monkey,penguin,7,gen,3,serious; cute,0.06
8,lit,alt,monkey,penguin,7,gen,1,funny; cute,0.82
8,fig,alt,jaguar,rabbit,12,f2,4,slow; ugly,0.09
8,fig,alt,jaguar,rabbit,12,f2,1,fast; cute,0.62
8,fig,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.53
8,fig,alt,jaguar,rabbit,12,f2,3,slow; cute,0.15
8,fig,alt,monkey,ant,1,f2,4,big; lazy,0.61
8,fig,alt,monkey,ant,1,f2,2,small; lazy,0.55
8,fig,alt,monkey,ant,1,f2,1,small; industrious,0.38
8,fig,alt,monkey,ant,1,f2,3,big; industrious,0.44
8,lit,orig,penguin,penguin,7,gen,1,funny; cute,0.73
8,lit,orig,penguin,penguin,7,gen,3,serious; cute,0.08
8,lit,orig,penguin,penguin,7,gen,4,serious; ugly,0.04
8,lit,orig,penguin,penguin,7,gen,2,funny; ugly,0.53
8,lit,alt,monkey,monkey,6,f1,1,funny; smart,0.76
8,lit,alt,monkey,monkey,6,f1,3,serious; smart,0.14
8,lit,alt,monkey,monkey,6,f1,2,funny; stupid,0.58
8,lit,alt,monkey,monkey,6,f1,4,serious; stupid,0.1
8,fig,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.11
8,fig,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.61
8,fig,orig,rabbit,rabbit,12,f1,3,slow; cute,0.19
8,fig,orig,rabbit,rabbit,12,f1,1,fast; cute,0.86
8,lit,orig,bird,bird,3,f2,3,slow; small,0.68
8,lit,orig,bird,bird,3,f2,4,slow; big,0.11
8,lit,orig,bird,bird,3,f2,1,fast; small,0.67
8,lit,orig,bird,bird,3,f2,2,fast; big,0.11
8,fig,alt,dog,panda,5,f1,2,cute; small,0.66
8,fig,alt,dog,panda,5,f1,3,ugly; big,0.17
8,fig,alt,dog,panda,5,f1,4,ugly; small,0.23
8,fig,alt,dog,panda,5,f1,1,cute; big,0.58
8,fig,alt,turtle,elephant,4,gen,3,small; hard,0.68
8,fig,alt,turtle,elephant,4,gen,4,small; soft,0.25
8,fig,alt,turtle,elephant,4,gen,1,big; hard,0.57
8,fig,alt,turtle,elephant,4,gen,2,big; soft,0.17
8,lit,orig,turtle,turtle,10,f1,3,fast; strong,0.07
8,lit,orig,turtle,turtle,10,f1,2,slow; weak,0.78
8,lit,orig,turtle,turtle,10,f1,1,slow; strong,0.69
8,lit,orig,turtle,turtle,10,f1,4,fast; weak,0.07
8,lit,alt,horse,lion,11,gen,4,gentle; weak,0.04
8,lit,alt,horse,lion,11,gen,1,fierce; strong,0.77
8,lit,alt,horse,lion,11,gen,2,fierce; weak,0.29
8,lit,alt,horse,lion,11,gen,3,gentle; strong,0.13
8,lit,orig,monkey,monkey,6,f2,2,funny; stupid,0.16
8,lit,orig,monkey,monkey,6,f2,3,serious; smart,0.75
8,lit,orig,monkey,monkey,6,f2,1,funny; smart,0.63
8,lit,orig,monkey,monkey,6,f2,4,serious; stupid,0.21
8,lit,alt,turtle,turtle,10,gen,4,fast; weak,0.09
8,lit,alt,turtle,turtle,10,gen,1,slow; strong,0.73
8,lit,alt,turtle,turtle,10,gen,2,slow; weak,0.6
