workerid,gender,language,income,age,order,featureID,feature,animal
48,F,English,4,25,1,23,playful,dog
48,F,English,4,25,2,26,slithery,snake
48,F,English,4,25,3,22,friendly,cat
48,F,English,4,25,4,24,loud,lion
48,F,English,4,25,5,16,quiet,wolf
48,F,English,4,25,6,18,proud,lion
48,F,English,4,25,7,27,dumb,dodo
48,F,English,4,25,8,25,happy,monkey
48,F,English,4,25,9,21,loyal,dog
48,F,English,4,25,10,28,hairy,gorilla
48,F,English,4,25,11,29,striped,tiger
48,F,English,4,25,12,17,busy,anteater
48,F,English,4,25,13,19,sleek,dolphin
48,F,English,4,25,14,20,lazy,sloth
49,M,English,6,17,1,19,sleek,snake
49,M,English,6,17,2,28,hairy,dog
49,M,English,6,17,3,23,playful,dog
49,M,English,6,17,4,22,friendly,dog
49,M,English,6,17,5,25,happy,dog
49,M,English,6,17,6,26,slithery,snake
49,M,English,6,17,7,18,proud,dog
49,M,English,6,17,8,21,loyal,dog
49,M,English,6,17,9,16,quiet,cat
49,M,English,6,17,10,27,dumb,cow
49,M,English,6,17,11,20,lazy,cat
49,M,English,6,17,12,17,busy,bird
49,M,English,6,17,13,29,striped,zebra
49,M,English,6,17,14,24,loud,dog
50,F,English,11,65,1,28,hairy,bear
50,F,English,11,65,2,20,lazy,sloth
50,F,English,11,65,3,25,happy,dog
50,F,English,11,65,4,26,slithery,snake
50,F,English,11,65,5,16,quiet,mouse
50,F,English,11,65,6,19,sleek,cat
50,F,English,11,65,7,27,dumb,amoeba
50,F,English,11,65,8,17,busy,bee
50,F,English,11,65,9,22,friendly,dog
50,F,English,11,65,10,21,loyal,dog
50,F,English,11,65,11,24,loud,dog
50,F,English,11,65,12,23,playful,dog
50,F,English,11,65,13,29,striped,tiger
50,F,English,11,65,14,18,proud,lion
