workerID,gender,age,income,language,order,categoryID,animal,condition,set1prob,set2prob,set3prob,set4prob,set1,set2,set3,set4
14,M,25,8,english,11,9,dog,person,0.775,0.425,0.55,0.775,loyal;friendly,loyal;unfriendly,disloyal;friendly,disloyal;unfriendly
14,M,25,8,english,12,32,zebra,animal,0.7,0.625,0.425,0.65,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
14,M,25,8,english,13,21,monkey,animal,0.65,0.675,0.65,0.65,funny;smart,funny;stupid,humorless;smart,humorless;stupid
14,M,25,8,english,14,31,wolf,animal,0.8,0.375,0.4,0.45,scary;mean,scary;nice,unalarming;mean,unalarming;nice
14,M,25,8,english,15,17,goose,person,0.725,0.725,0.725,0.725,loud;mean,loud;nice,quiet;mean,quiet;nice
14,M,25,8,english,16,26,rabbit,animal,0.725,0.75,0.675,0.775,fast;furry,fast;hairless,slow;furry,slow;hairless
15,M,35,6,english,1,12,elephant,animal,1,0.7,0,0,huge;smart,huge;stupid,small;smart,small;stupid
15,M,35,6,english,2,9,dog,person,1,1,1,1,loyal;friendly,loyal;unfriendly,disloyal;friendly,disloyal;unfriendly
15,M,35,6,english,3,28,sheep,person,0,0,0,0.475,wooly;fluffy,wooly;hard,hairless;fluffy,hairless;hard
15,M,35,6,english,4,11,duck,person,1,1,1,1,loud;cute,loud;unattractive,quiet;cute,quiet;unattractive
15,M,35,6,english,5,23,ox,animal,1,0,0.5,0,strong;big,strong;small,weak;big,weak;small
15,M,35,6,english,6,18,horse,animal,1,0,0.5,0.5,fast;strong,fast;weak,slow;strong,slow;weak
15,M,35,6,english,7,4,bee,animal,1,0.225,0.65,0.075,busy;small,busy;large,idle;small,idle;large
15,M,35,6,english,8,7,cat,animal,1,1,1,1,independent;lazy,independent;fast,dependent;lazy,dependent;fast
15,M,35,6,english,9,14,fox,animal,0.775,0.5,0.325,0.325,sly;smart,sly;stupid,artless;smart,artless;stupid
15,M,35,6,english,10,3,bear,person,0.75,0.175,0.175,0.75,scary;big,scary;small,unalarming;big,unalarming;small
15,M,35,6,english,11,32,zebra,animal,0.25,0.8,0.8,0.25,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
15,M,35,6,english,12,30,whale,person,0.7,0.825,0.825,0.825,large;graceful,large;awkward,small;graceful,small;awkward
15,M,35,6,english,13,24,penguin,person,1,1,1,1,cold;cute,cold;unattractive,hot;cute,hot;unattractive
15,M,35,6,english,14,25,pig,person,1,1,1,1,dirty;fat,dirty;thin,clean;fat,clean;thin
15,M,35,6,english,15,5,bird,person,1,1,1,1,free;graceful,free;awkward,unfree;graceful,unfree;awkward
15,M,35,6,english,16,10,dolphin,person,1,1,1,1,smart;friendly,smart;unfriendly,stupid;friendly,stupid;unfriendly
16,M,35,6,English,1,31,wolf,person,0.8,1,1,1,scary;mean,scary;nice,unalarming;mean,unalarming;nice
16,M,35,6,English,2,8,cow,animal,1,1,0,0,fat;dumb,fat;smart,thin;dumb,thin;smart
16,M,35,6,English,3,5,bird,person,1,1,0,0,free;graceful,free;awkward,unfree;graceful,unfree;awkward
16,M,35,6,English,4,10,dolphin,animal,1,1,1,1,smart;friendly,smart;unfriendly,stupid;friendly,stupid;unfriendly
16,M,35,6,English,5,14,fox,animal,1,1,1,1,sly;smart,sly;stupid,artless;smart,artless;stupid
16,M,35,6,English,6,2,bat,animal,1,0,1,0,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
16,M,35,6,English,7,6,buffalo,person,1,1,1,1,big;strong,big;weak,small;strong,small;weak
16,M,35,6,English,8,20,lion,person,1,0.025,1,1,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
16,M,35,6,English,9,29,tiger,person,0,0,1,1,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
16,M,35,6,English,10,17,goose,animal,1,1,1,1,loud;mean,loud;nice,quiet;mean,quiet;nice
16,M,35,6,English,11,25,pig,animal,1,0.1,0.7,0,dirty;fat,dirty;thin,clean;fat,clean;thin
16,M,35,6,English,12,1,ant,animal,0.725,1,0,0.275,small;strong,small;weak,large;strong,large;weak
16,M,35,6,English,13,32,zebra,animal,1,1,0,0,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
16,M,35,6,English,14,11,duck,person,1,1,1,1,loud;cute,loud;unattractive,quiet;cute,quiet;unattractive
16,M,35,6,English,15,23,ox,animal,1,0.7,0,0,strong;big,strong;small,weak;big,weak;small
16,M,35,6,English,16,24,penguin,animal,1,0,0,0,cold;cute,cold;unattractive,hot;cute,hot;unattractive
17,M,35,4,English,1,28,sheep,animal,1,0,0,0,wooly;fluffy,wooly;hard,hairless;fluffy,hairless;hard
17,M,35,4,English,2,30,whale,person,0.375,0.6,0.4,0.625,large;graceful,large;awkward,small;graceful,small;awkward
17,M,35,4,English,3,11,duck,animal,0.9,0.4,0.075,0.125,loud;cute,loud;unattractive,quiet;cute,quiet;unattractive
17,M,35,4,English,4,22,owl,animal,0.225,0.7,0.225,0.225,wise;quiet,wise;loud,foolish;quiet,foolish;loud
17,M,35,4,English,5,19,kangaroo,person,0.375,0.375,0.625,0.625,jumpy;bouncy,jumpy;inelastic,relaxed;bouncy,relaxed;inelastic
17,M,35,4,English,6,10,dolphin,animal,0.975,0,0,0,smart;friendly,smart;unfriendly,stupid;friendly,stupid;unfriendly
17,M,35,4,English,7,1,ant,person,0.5,0.5,0.5,0.5,small;strong,small;weak,large;strong,large;weak
17,M,35,4,English,8,29,tiger,person,0,0,0.15,0.875,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
17,M,35,4,English,9,31,wolf,animal,0.5,0.5,0,0,scary;mean,scary;nice,unalarming;mean,unalarming;nice
17,M,35,4,English,10,12,elephant,animal,0.125,0.875,0,0,huge;smart,huge;stupid,small;smart,small;stupid
17,M,35,4,English,11,7,cat,person,0.325,0.5,0.7,0.5,independent;lazy,independent;fast,dependent;lazy,dependent;fast
17,M,35,4,English,12,4,bee,animal,1,0,0,0,busy;small,busy;large,idle;small,idle;large
17,M,35,4,English,13,17,goose,animal,0.3,0.7,0.125,0.15,loud;mean,loud;nice,quiet;mean,quiet;nice
17,M,35,4,English,14,27,shark,person,0.225,0.3,0.125,0.7,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
17,M,35,4,English,15,18,horse,person,0.625,0.35,0.65,0.425,fast;strong,fast;weak,slow;strong,slow;weak
17,M,35,4,English,16,2,bat,animal,0.875,0,0.125,0,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
18,M,25,11,English,1,31,wolf,animal,1,1,0,0,scary;mean,scary;nice,unalarming;mean,unalarming;nice
18,M,25,11,English,2,28,sheep,animal,1,0,1,0,wooly;fluffy,wooly;hard,hairless;fluffy,hairless;hard
18,M,25,11,English,3,25,pig,person,1,1,1,1,dirty;fat,dirty;thin,clean;fat,clean;thin
18,M,25,11,English,4,23,ox,person,1,1,1,1,strong;big,strong;small,weak;big,weak;small
18,M,25,11,English,5,3,bear,animal,1,0,0,0,scary;big,scary;small,unalarming;big,unalarming;small
18,M,25,11,English,6,22,owl,animal,1,0.5,0,0,wise;quiet,wise;loud,foolish;quiet,foolish;loud
18,M,25,11,English,7,15,frog,animal,0.5,1,0,0,slimy;noisy,slimy;quiet,nonslippery;noisy,nonslippery;quiet
18,M,25,11,English,8,14,fox,animal,1,0,0,0,sly;smart,sly;stupid,artless;smart,artless;stupid
18,M,25,11,English,9,32,zebra,person,0.5,0.5,0.5,1,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
18,M,25,11,English,10,24,penguin,animal,1,0.475,0,0,cold;cute,cold;unattractive,hot;cute,hot;unattractive
18,M,25,11,English,11,16,goat,animal,0,0,1,1,funny;hungry,funny;full,humorless;hungry,humorless;full
18,M,25,11,English,12,17,goose,person,1,1,1,1,loud;mean,loud;nice,quiet;mean,quiet;nice
18,M,25,11,English,13,1,ant,person,1,1,1,1,small;strong,small;weak,large;strong,large;weak
18,M,25,11,English,14,26,rabbit,person,0,1,0,1,fast;furry,fast;hairless,slow;furry,slow;hairless
18,M,25,11,English,15,30,whale,animal,1,1,0,0,large;graceful,large;awkward,small;graceful,small;awkward
18,M,25,11,English,16,27,shark,person,1,1,1,1,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
19,F,45,10,english,1,17,goose,person,0.4,0.5,0.25,0.6,loud;mean,loud;nice,quiet;mean,quiet;nice
19,F,45,10,english,2,26,rabbit,animal,0.825,0.35,0.325,0.175,fast;furry,fast;hairless,slow;furry,slow;hairless
19,F,45,10,english,3,4,bee,animal,0.775,0.575,0.325,0.325,busy;small,busy;large,idle;small,idle;large
19,F,45,10,english,4,9,dog,animal,0.8,0.5,0.35,0.275,loyal;friendly,loyal;unfriendly,disloyal;friendly,disloyal;unfriendly
19,F,45,10,english,5,23,ox,person,0.75,0.55,0.425,0.65,strong;big,strong;small,weak;big,weak;small
19,F,45,10,english,6,32,zebra,animal,0.4,0.8,0.65,0.3,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
19,F,45,10,english,7,11,duck,animal,0.85,0.4,0.45,0.375,loud;cute,loud;unattractive,quiet;cute,quiet;unattractive
19,F,45,10,english,8,22,owl,animal,0.625,0.7,0.3,0.375,wise;quiet,wise;loud,foolish;quiet,foolish;loud
19,F,45,10,english,9,2,bat,person,0.4,0.6,0.45,0.6,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
19,F,45,10,english,10,14,fox,person,0.625,0.4,0.575,0.625,sly;smart,sly;stupid,artless;smart,artless;stupid
19,F,45,10,english,11,29,tiger,person,0.2,0.2,0.4,0.575,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
19,F,45,10,english,12,8,cow,animal,0.775,0.275,0.4,0.275,fat;dumb,fat;smart,thin;dumb,thin;smart
19,F,45,10,english,13,10,dolphin,animal,0.8,0.425,0.4,0.25,smart;friendly,smart;unfriendly,stupid;friendly,stupid;unfriendly
19,F,45,10,english,14,31,wolf,person,0.775,0.35,0.35,0.725,scary;mean,scary;nice,unalarming;mean,unalarming;nice
19,F,45,10,english,15,21,monkey,animal,0.7,0.775,0.5,0.425,funny;smart,funny;stupid,humorless;smart,humorless;stupid
19,F,45,10,english,16,16,goat,animal,0.825,0.325,0.65,0.325,funny;hungry,funny;full,humorless;hungry,humorless;full
20,F,35,4,english,1,20,lion,person,0.25,0.15,0.325,0.8,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
20,F,35,4,english,2,12,elephant,person,0.5,0.25,0.5,0.25,huge;smart,huge;stupid,small;smart,small;stupid
20,F,35,4,english,3,5,bird,animal,0.75,0.5,0.15,0.15,free;graceful,free;awkward,unfree;graceful,unfree;awkward
20,F,35,4,english,4,18,horse,animal,0.75,0.025,0.5,0.2,fast;strong,fast;weak,slow;strong,slow;weak
20,F,35,4,english,5,28,sheep,animal,0.85,0,0,0,wooly;fluffy,wooly;hard,hairless;fluffy,hairless;hard
20,F,35,4,english,6,15,frog,animal,0.825,0.825,0.075,0.075,slimy;noisy,slimy;quiet,nonslippery;noisy,nonslippery;quiet
20,F,35,4,english,7,22,owl,person,0.5,0.225,0.5,0.65,wise;quiet,wise;loud,foolish;quiet,foolish;loud
20,F,35,4,english,8,31,wolf,person,0.225,0.125,0.3,0.75,scary;mean,scary;nice,unalarming;mean,unalarming;nice
20,F,35,4,english,9,32,zebra,animal,0.5,0.5,0,0,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
20,F,35,4,english,10,4,bee,person,0.725,0.5,0.5,0.725,busy;small,busy;large,idle;small,idle;large
20,F,35,4,english,11,14,fox,person,0.725,0,0,0.725,sly;smart,sly;stupid,artless;smart,artless;stupid
20,F,35,4,english,12,24,penguin,person,0.375,0.5,0.25,0,cold;cute,cold;unattractive,hot;cute,hot;unattractive
20,F,35,4,english,13,13,fish,person,0,0,0.5,0.8,scaly;wet,scaly;dry,smooth;wet,smooth;dry
20,F,35,4,english,14,8,cow,person,0.5,0.5,0.5,0.5,fat;dumb,fat;smart,thin;dumb,thin;smart
20,F,35,4,english,15,30,whale,animal,0.75,0.5,0.35,0.15,large;graceful,large;awkward,small;graceful,small;awkward
20,F,35,4,english,16,7,cat,person,0.675,0.5,0.675,0.5,independent;lazy,independent;fast,dependent;lazy,dependent;fast
21,F,45,11,english,1,27,shark,animal,0.9,0.325,0.35,0.05,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
21,F,45,11,english,2,16,goat,person,0.45,0.875,1,0.55,funny;hungry,funny;full,humorless;hungry,humorless;full
21,F,45,11,english,3,13,fish,animal,0.975,0.275,0.4,0.125,scaly;wet,scaly;dry,smooth;wet,smooth;dry
21,F,45,11,english,4,7,cat,person,0.9,0.925,0.925,0.95,independent;lazy,independent;fast,dependent;lazy,dependent;fast
21,F,45,11,english,5,15,frog,person,0.55,0.4,0.75,0.775,slimy;noisy,slimy;quiet,nonslippery;noisy,nonslippery;quiet
21,F,45,11,english,6,21,monkey,person,0.95,0.325,0.675,0.4,funny;smart,funny;stupid,humorless;smart,humorless;stupid
21,F,45,11,english,7,18,horse,animal,0.75,0.75,0.775,0.775,fast;strong,fast;weak,slow;strong,slow;weak
21,F,45,11,english,8,19,kangaroo,person,0.825,0.625,0.8,0.4,jumpy;bouncy,jumpy;inelastic,relaxed;bouncy,relaxed;inelastic
21,F,45,11,english,9,8,cow,person,1,0.975,1,1,fat;dumb,fat;smart,thin;dumb,thin;smart
21,F,45,11,english,10,14,fox,animal,0.85,0.225,0.35,0.175,sly;smart,sly;stupid,artless;smart,artless;stupid
21,F,45,11,english,11,20,lion,person,0.8,0.25,0.225,0.85,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
21,F,45,11,english,12,32,zebra,animal,0.95,0.925,0.225,0.2,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
21,F,45,11,english,13,4,bee,animal,0.925,0.725,0.125,0.1,busy;small,busy;large,idle;small,idle;large
21,F,45,11,english,14,12,elephant,animal,0.975,0.5,0.425,0.125,huge;smart,huge;stupid,small;smart,small;stupid
21,F,45,11,english,15,2,bat,animal,0.325,0.65,0.25,0.675,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
21,F,45,11,english,16,31,wolf,animal,0.75,0.3,0.325,0.3,scary;mean,scary;nice,unalarming;mean,unalarming;nice
22,M,55,6,english,1,2,bat,person,0.3,0.625,0.525,0.75,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
22,M,55,6,english,2,30,whale,animal,0.85,0.875,0.2,0.125,large;graceful,large;awkward,small;graceful,small;awkward
22,M,55,6,english,3,21,monkey,animal,0.825,0.375,0.725,0.35,funny;smart,funny;stupid,humorless;smart,humorless;stupid
22,M,55,6,english,4,5,bird,animal,0.85,0.275,0.575,0.1,free;graceful,free;awkward,unfree;graceful,unfree;awkward
22,M,55,6,english,5,7,cat,person,0.85,0.8,0.85,0.825,independent;lazy,independent;fast,dependent;lazy,dependent;fast
22,M,55,6,english,6,11,duck,person,0.85,0.8,0.85,0.75,loud;cute,loud;unattractive,quiet;cute,quiet;unattractive
22,M,55,6,english,7,20,lion,animal,0.875,0.7,0.6,0.225,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
22,M,55,6,english,8,3,bear,animal,0.825,0.425,0.775,0.6,scary;big,scary;small,unalarming;big,unalarming;small
22,M,55,6,english,9,16,goat,person,0.85,0.85,0.75,0.85,funny;hungry,funny;full,humorless;hungry,humorless;full
22,M,55,6,english,10,25,pig,animal,0.85,0.375,0.775,0.325,dirty;fat,dirty;thin,clean;fat,clean;thin
22,M,55,6,english,11,1,ant,animal,0.875,0.075,0.7,0.575,small;strong,small;weak,large;strong,large;weak
22,M,55,6,english,12,19,kangaroo,animal,0.825,0.375,0.8,0.3,jumpy;bouncy,jumpy;inelastic,relaxed;bouncy,relaxed;inelastic
22,M,55,6,english,13,27,shark,person,0.9,0.725,0.675,0.825,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
22,M,55,6,english,14,4,bee,animal,0.85,0.7,0.375,0.625,busy;small,busy;large,idle;small,idle;large
22,M,55,6,english,15,32,zebra,person,0.275,0.375,0.225,0.625,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
22,M,55,6,english,16,24,penguin,person,0.7,0.65,0.875,0.75,cold;cute,cold;unattractive,hot;cute,hot;unattractive
23,F,35,4,english,1,21,monkey,person,0.225,0.575,0.675,0.7,funny;smart,funny;stupid,humorless;smart,humorless;stupid
23,F,35,4,english,2,18,horse,person,0.15,0.225,0.75,0.225,fast;strong,fast;weak,slow;strong,slow;weak
23,F,35,4,english,3,31,wolf,animal,0.9,0.65,0.75,0.025,scary;mean,scary;nice,unalarming;mean,unalarming;nice
23,F,35,4,english,4,6,buffalo,animal,0.9,0.6,0,0.075,big;strong,big;weak,small;strong,small;weak
23,F,35,4,english,5,32,zebra,person,0.1,0.2,0.075,0.775,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
23,F,35,4,english,6,17,goose,animal,0.15,0.775,0.2,0.8,loud;mean,loud;nice,quiet;mean,quiet;nice
23,F,35,4,english,7,4,bee,person,0.7,0.75,0.7,0.725,busy;small,busy;large,idle;small,idle;large
23,F,35,4,english,8,8,cow,animal,0.725,0.775,0.75,0.75,fat;dumb,fat;smart,thin;dumb,thin;smart
23,F,35,4,english,9,20,lion,animal,0.975,0.75,0.6,0.1,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
23,F,35,4,english,10,28,sheep,person,0.025,0.1,0.05,0.775,wooly;fluffy,wooly;hard,hairless;fluffy,hairless;hard
23,F,35,4,english,11,10,dolphin,person,0.8,0.775,0.75,0.775,smart;friendly,smart;unfriendly,stupid;friendly,stupid;unfriendly
23,F,35,4,english,12,14,fox,animal,0.85,0.85,0.825,0.775,sly;smart,sly;stupid,artless;smart,artless;stupid
23,F,35,4,english,13,7,cat,person,0.925,0.95,0.975,0.95,independent;lazy,independent;fast,dependent;lazy,dependent;fast
23,F,35,4,english,14,11,duck,animal,0.825,0.8,0.8,0.75,loud;cute,loud;unattractive,quiet;cute,quiet;unattractive
23,F,35,4,english,15,23,ox,animal,0.9,0.875,0.85,0.175,strong;big,strong;small,weak;big,weak;small
23,F,35,4,english,16,24,penguin,animal,0.95,0.95,0.025,0.025,cold;cute,cold;unattractive,hot;cute,hot;unattractive
24,F,55,4,English,1,29,tiger,animal,0.9,0.4,0.725,0.2,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
24,F,55,4,English,2,30,whale,animal,0.675,0.8,0.225,0.225,large;graceful,large;awkward,small;graceful,small;awkward
24,F,55,4,English,3,21,monkey,person,0.8,0.7,0.875,0.35,funny;smart,funny;stupid,humorless;smart,humorless;stupid
24,F,55,4,English,4,7,cat,person,0.2,0.85,0.85,0.85,independent;lazy,independent;fast,dependent;lazy,dependent;fast
24,F,55,4,English,5,5,bird,animal,0.825,0.45,0.625,0.275,free;graceful,free;awkward,unfree;graceful,unfree;awkward
24,F,55,4,English,6,27,shark,animal,0.875,0.175,0.075,0.1,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
24,F,55,4,English,7,23,ox,animal,0.925,0.4,0.475,0.125,strong;big,strong;small,weak;big,weak;small
24,F,55,4,English,8,13,fish,animal,0.925,0.05,0.6,0.05,scaly;wet,scaly;dry,smooth;wet,smooth;dry
24,F,55,4,English,9,32,zebra,person,0.075,0.075,0.7,0.7,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
24,F,55,4,English,10,18,horse,person,0.875,0.55,0.55,0.75,fast;strong,fast;weak,slow;strong,slow;weak
24,F,55,4,English,11,22,owl,person,0.9,0.775,0.7,0.9,wise;quiet,wise;loud,foolish;quiet,foolish;loud
24,F,55,4,English,12,2,bat,animal,0.875,0.125,0.425,0.125,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
24,F,55,4,English,13,31,wolf,person,0.85,0.125,0.4,0.85,scary;mean,scary;nice,unalarming;mean,unalarming;nice
24,F,55,4,English,14,3,bear,person,0.875,0.625,0.625,0.875,scary;big,scary;small,unalarming;big,unalarming;small
24,F,55,4,English,15,8,cow,animal,0.725,0.725,0.15,0.15,fat;dumb,fat;smart,thin;dumb,thin;smart
24,F,55,4,English,16,12,elephant,person,0.825,0.825,0.825,0.825,huge;smart,huge;stupid,small;smart,small;stupid
25,F,55,4,english,1,31,wolf,animal,0.775,0.25,0.8,0.3,scary;mean,scary;nice,unalarming;mean,unalarming;nice
25,F,55,4,english,2,9,dog,animal,1,0.5,0.5,0.05,loyal;friendly,loyal;unfriendly,disloyal;friendly,disloyal;unfriendly
25,F,55,4,english,3,15,frog,animal,1,0.475,0.5,0.5,slimy;noisy,slimy;quiet,nonslippery;noisy,nonslippery;quiet
25,F,55,4,english,4,27,shark,animal,0.975,0.5,0.5,0,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
25,F,55,4,english,5,12,elephant,animal,1,0,0,0,huge;smart,huge;stupid,small;smart,small;stupid
25,F,55,4,english,6,18,horse,person,1,1,1,1,fast;strong,fast;weak,slow;strong,slow;weak
25,F,55,4,english,7,23,ox,animal,1,0,0.5,0,strong;big,strong;small,weak;big,weak;small
25,F,55,4,english,8,29,tiger,person,0.5,0.5,0.5,0.5,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
25,F,55,4,english,9,20,lion,animal,0.85,0.5,0.5,0,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
25,F,55,4,english,10,8,cow,animal,1,0,0,0,fat;dumb,fat;smart,thin;dumb,thin;smart
25,F,55,4,english,11,2,bat,person,0,0.675,0,0.675,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
25,F,55,4,english,12,3,bear,person,0.675,0.475,0.5,0.5,scary;big,scary;small,unalarming;big,unalarming;small
25,F,55,4,english,13,1,ant,animal,1,0,0.675,0,small;strong,small;weak,large;strong,large;weak
25,F,55,4,english,14,32,zebra,person,0.65,0.65,0.65,0.625,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
25,F,55,4,english,15,26,rabbit,animal,1,0.025,0.5,0,fast;furry,fast;hairless,slow;furry,slow;hairless
25,F,55,4,english,16,22,owl,person,1,0.65,0.6,1,wise;quiet,wise;loud,foolish;quiet,foolish;loud
26,M,45,8,english,1,23,ox,person,0.775,0.5,0.5,0.775,strong;big,strong;small,weak;big,weak;small
26,M,45,8,english,2,2,bat,animal,0.975,0,0.8,0,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
26,M,45,8,english,3,32,zebra,person,0,0,1,1,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
26,M,45,8,english,4,15,frog,animal,1,0.8,0,0,slimy;noisy,slimy;quiet,nonslippery;noisy,nonslippery;quiet
26,M,45,8,english,5,30,whale,animal,1,0.75,0,0,large;graceful,large;awkward,small;graceful,small;awkward
26,M,45,8,english,6,9,dog,person,1,0.5,0.5,1,loyal;friendly,loyal;unfriendly,disloyal;friendly,disloyal;unfriendly
26,M,45,8,english,7,26,rabbit,animal,1,0,0.7,0,fast;furry,fast;hairless,slow;furry,slow;hairless
26,M,45,8,english,8,18,horse,person,1,0.75,0.75,1,fast;strong,fast;weak,slow;strong,slow;weak
26,M,45,8,english,9,19,kangaroo,animal,1,0.575,0.575,0.575,jumpy;bouncy,jumpy;inelastic,relaxed;bouncy,relaxed;inelastic
26,M,45,8,english,10,27,shark,animal,1,0.725,0.8,0.575,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
26,M,45,8,english,11,21,monkey,animal,0.8,0.8,0.6,0.6,funny;smart,funny;stupid,humorless;smart,humorless;stupid
26,M,45,8,english,12,25,pig,person,1,1,1,1,dirty;fat,dirty;thin,clean;fat,clean;thin
26,M,45,8,english,13,29,tiger,animal,1,0.75,0,0,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
26,M,45,8,english,14,14,fox,animal,1,0.375,0.375,0,sly;smart,sly;stupid,artless;smart,artless;stupid
26,M,45,8,english,15,7,cat,person,0.75,1,1,1,independent;lazy,independent;fast,dependent;lazy,dependent;fast
26,M,45,8,english,16,8,cow,animal,1,1,1,1,fat;dumb,fat;smart,thin;dumb,thin;smart
27,F,45,11,English,1,28,sheep,animal,0.925,0.05,0.925,0.05,wooly;fluffy,wooly;hard,hairless;fluffy,hairless;hard
27,F,45,11,English,2,31,wolf,person,1,0.025,1,1,scary;mean,scary;nice,unalarming;mean,unalarming;nice
27,F,45,11,English,3,15,frog,person,0.75,0.725,1,1,slimy;noisy,slimy;quiet,nonslippery;noisy,nonslippery;quiet
27,F,45,11,English,4,19,kangaroo,person,0.875,0.875,0.65,0.325,jumpy;bouncy,jumpy;inelastic,relaxed;bouncy,relaxed;inelastic
27,F,45,11,English,5,6,buffalo,person,1,1,1,0.975,big;strong,big;weak,small;strong,small;weak
27,F,45,11,English,6,32,zebra,animal,1,0.975,0.05,0.05,striped;exotic,striped;native,unpatterned;exotic,unpatterned;native
27,F,45,11,English,7,10,dolphin,person,0.975,1,1,0.975,smart;friendly,smart;unfriendly,stupid;friendly,stupid;unfriendly
27,F,45,11,English,8,1,ant,animal,0.95,0.125,0,0.025,small;strong,small;weak,large;strong,large;weak
27,F,45,11,English,9,27,shark,person,0.925,0.925,0.925,0.925,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
27,F,45,11,English,10,23,ox,animal,0.95,0.3,0.9,0.05,strong;big,strong;small,weak;big,weak;small
27,F,45,11,English,11,7,cat,animal,0.975,1,1,0.975,independent;lazy,independent;fast,dependent;lazy,dependent;fast
27,F,45,11,English,12,30,whale,person,0.95,0.95,0.95,0.95,large;graceful,large;awkward,small;graceful,small;awkward
27,F,45,11,English,13,24,penguin,person,1,1,1,1,cold;cute,cold;unattractive,hot;cute,hot;unattractive
27,F,45,11,English,14,29,tiger,animal,1,0.05,0.05,0,striped;fierce,striped;nonviolent,unpatterned;fierce,unpatterned;nonviolent
27,F,45,11,English,15,2,bat,person,0.4,0.75,1,0.75,scary;blind,scary;sighted,unalarming;blind,unalarming;sighted
27,F,45,11,English,16,20,lion,person,0.65,0.8,0.65,0.8,ferocious;scary,ferocious;unalarming,nonviolent;scary,nonviolent;unalarming
28,F,25,4,English,1,16,goat,person,1,1,1,1,funny;hungry,funny;full,humorless;hungry,humorless;full
28,F,25,4,English,2,19,kangaroo,person,0.95,0.975,0,1,jumpy;bouncy,jumpy;inelastic,relaxed;bouncy,relaxed;inelastic
28,F,25,4,English,3,7,cat,person,1,0.975,0,1,independent;lazy,independent;fast,dependent;lazy,dependent;fast
28,F,25,4,English,4,25,pig,animal,1,0.975,1,1,dirty;fat,dirty;thin,clean;fat,clean;thin
28,F,25,4,English,5,18,horse,person,0.975,1,1,0.975,fast;strong,fast;weak,slow;strong,slow;weak
28,F,25,4,English,6,24,penguin,person,0.975,1,1,1,cold;cute,cold;unattractive,hot;cute,hot;unattractive
28,F,25,4,English,7,3,bear,person,1,1,1,1,scary;big,scary;small,unalarming;big,unalarming;small
28,F,25,4,English,8,31,wolf,animal,1,0,0,0,scary;mean,scary;nice,unalarming;mean,unalarming;nice
28,F,25,4,English,9,5,bird,animal,1,1,1,1,free;graceful,free;awkward,unfree;graceful,unfree;awkward
28,F,25,4,English,10,27,shark,person,1,0,0,1,scary;dangerous,scary;safe,unalarming;dangerous,unalarming;safe
28,F,25,4,English,11,8,cow,animal,1,1,1,1,fat;dumb,fat;smart,thin;dumb,thin;smart
28,F,25,4,English,12,22,owl,person,1,1,1,0.95,wise;quiet,wise;loud,foolish;quiet,foolish;loud
