workerid	Answer.gender	Answer.language	Answer.income	Answer.age	Answer.orders	Answer.features	Answer.altAnimals
A23I3W03C2R5NM	F	english	0	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	dirty,soft,dumb,graceful,noisy,wild,furry,smart,lazy,busy,nocturnal,exotic,fast,free,big,fierce,annoying,bouncy,blind,majestic,loud,pretty,dangerous,fat,huge,wise,beautiful,small	PIG,chicken,dog,gazelle,dogs,wolf,cats,cats,bears,puppies,bats,birds,gazelle,lions,bears,bears,dogs,cats,mice,lions,dogs,deer,deer,pigs,cows,owls,dolphins,mice
A1OIXGF4N7O93T	F	English	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	hungry,sly,friendly,huge,furry,dumb,smelly,strong,fluffy,nocturnal,beautiful,quiet,scary,slow,heavy,noisy,slimy,fierce,striped,fat,fast,wild,dangerous,small,annoying,pretty,ferocious,big	lion,cat,dog,elephant,cat,dog,dog,dog,dog,cat,cat,snake,snake,turtle,elephant,dog,snake,lion,zebra,elephant,tiger,lion,lion,snail,cat,cat,lion,horse
AVLAKE723KWWD	F	english	4	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	scaly,soft,jumpy,exotic,huge,mean,furry,cold,bouncy,small,smart,wooly,beautiful,hungry,fierce,fat,fluffy,graceful,dirty,striped,nocturnal,cute,happy,majestic,smelly,slimy,slow,busy	alligator,kitten,kangaroo,parrot,elephant,wolverine,kitten,penquin,emu,prairie dog,dog,racoon,bird,lion,tiger,rhinocerous,puppy,egret,buzzard,zebra,snake,koala ,lemur,giraffe,pig,fish,turtle,bee
A2K1H87VA1K67B	M	english	6	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	lazy,scaly,jumpy,annoying,busy,wet,smelly,quiet,pretty,bouncy,wild,fat,quacking,heavy,big,happy,striped,majestic,playful,dangerous,cold,loud,blind,nocturnal,independent,small,furry,cute	cat,fish,kangaroo,bee,beaver,whale,pig,giraffe,whitetail,kangaroo,boar,cat,duck,elephant,bear,dog,zebra,horse,kitten,lion,snake,dog,bat,racoon,hippo,mouse,rabbit,puppy
A2DMI8ISW23DGG	F	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	dirty,annoying,small,beautiful,ferocious,pretty,furry,smelly,wet,happy,slimy,wooly,free,scary,striped,huge,wise,smart,independent,jumpy,fat,graceful,friendly,bouncy,playful,nocturnal,majestic,wild	Pig,Rooster,Mouse,Peacock,Lion,Flamingo,Cat,Skunk,Whale,Dog,Frog,Lamb,Bird,Bear,Zebra,Elephant,Owl,Monkey,Horse,Kangaroo,Cow,Deer,Dog,Rabbit,Cat,Bat,Lion,Cheetah
A34V4OVND0GG8G	M	english	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	mean,striped,small,wild,smelly,quacking,graceful,fluffy,fierce,hungry,dirty,sly,wooly,beautiful,scaly,ferocious,dangerous,jumpy,heavy,loud,independent,majestic,happy,annoying,huge,cold,exotic,free	wolverrine,zebra,mouse,boar,skunk,duck,swan,cat,cougar,rabbit,pig,fox,mammoth,flamingo,fish,tiger,cobra,kangaroo,elephant,howler monkey,wolf,giraffe,cocker spaniel,flea,elephant,cat,cassawary,eagle
A20ASMCESA51U4	M	english	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	annoying,scary,loyal,huge,fast,funny,happy,exotic,fierce,mean,fluffy,graceful,blind,free,cute,dumb,dangerous,big,beautiful,slimy,bouncy,striped,scaly,smelly,ferocious,sly,nocturnal,jumpy	snake,shark,dog,elephant,cheetah,parrot,dog,lizard,lion,rhino,cat,swan,bat,bird,kitten,ox,whale,elephant,peacock,snake,koala,zebra,lizard,skunk,tiger,fox,wombat,kangaroo
AODPVTKUSNBUT	M	english	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	heavy,wild,fast,beautiful,pretty,friendly,slow,mean,graceful,sly,big,fierce,slimy,hungry,scary,furry,strong,quacking,smelly,large,happy,wet,noisy,dirty,majestic,loud,fat,ferocious	elphant ,tiger,cheetah ,horse,dog,cat,turtle,snake,gazelle,fox,giraffe ,lion ,fish,wolf,bat,bunny,ox,duck,skunk,shark,dolphine,eel,bird,rat,swan,monkey,pig,cougar
A16M5476C64J25	F	English	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	cold,slow,independent,small,pretty,busy,fat,happy,strong,quacking,funny,free,scary,heavy,dumb,wooly,loud,fluffy,quiet,striped,dirty,smelly,mean,fierce,wet,smart,hungry,noisy	penguin,sloth,cheetah,rat,peacock,bee,pig,monkey,orangutan,duck,monkey,swan,hippo,gorilla,seagull,sheep,parrot,alpaca,snake,zebra,rat,flamingo,chimp,lion,seal,dolphin,dog,parrot
A1OICNXB30F29F	M	English	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	independent,pretty,funny,heavy,furry,cold,sly,dirty,fat,nocturnal,scary,ferocious,smelly,strong,wet,wooly,free,playful,lazy,busy,hungry,smart,large,graceful,bouncy,wild,beautiful,scaly	cat,peacock,monkey,rhino,gerbil,crocodile,fox,pig,woodtick,bat,cobra,lion,skunk,elephant,hippo,llama,eagle,squirell,sloth,ant,dog,gorilla,elephant,deer,lemur,boar,macaw,lizard
AKUZT1DRRKXRR	M	English	8	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	fluffy,striped,soft,loud,wild,playful,happy,majestic,small,dumb,graceful,friendly,hungry,fat,mean,wet,scary,sly,wooly,wise,annoying,lazy,nocturnal,fierce,free,fast,dirty,huge	goat,moose,ant,insect,bug,giraffe,dolphin,humpback,beluga whale,shark,rat,hamster,gerbil,possum,rat,mouse,hamster,goat,fish,golfish,beta fish,t-rex,dinosaur,owl,feline,cat,dog,hamster
