workerid	Answer.gender	Answer.language	Answer.income	Answer.age	Answer.orders	Answer.features	Answer.altAnimals
A23I3W03C2R5NM	F	english	0	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	dirty,soft,dumb,graceful,noisy,wild,furry,smart,lazy,busy,nocturnal,exotic,fast,free,big,fierce,annoying,bouncy,blind,majestic,loud,pretty,dangerous,fat,huge,wise,beautiful,small	PIG,chicken,dog,gazelle,dogs,wolf,cats,cats,bears,puppies,bats,birds,gazelle,lions,bears,bears,dogs,cats,mice,lions,dogs,deer,deer,pigs,cows,owls,dolphins,mice
A1OIXGF4N7O93T	F	English	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	hungry,sly,friendly,huge,furry,dumb,smelly,strong,fluffy,nocturnal,beautiful,quiet,scary,slow,heavy,noisy,slimy,fierce,striped,fat,fast,wild,dangerous,small,annoying,pretty,ferocious,big	lion,cat,dog,elephant,cat,dog,dog,dog,dog,cat,cat,snake,snake,turtle,elephant,dog,snake,lion,zebra,elephant,tiger,lion,lion,snail,cat,cat,lion,horse
AVLAKE723KWWD	F	english	4	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	scaly,soft,jumpy,exotic,huge,mean,furry,cold,bouncy,small,smart,wooly,beautiful,hungry,fierce,fat,fluffy,graceful,dirty,striped,nocturnal,cute,happy,majestic,smelly,slimy,slow,busy	alligator,kitten,kangaroo,parrot,elephant,wolverine,kitten,penquin,emu,prairie dog,dog,racoon,bird,lion,tiger,rhinocerous,puppy,egret,buzzard,zebra,snake,koala ,lemur,giraffe,pig,fish,turtle,bee
A2K1H87VA1K67B	M	english	6	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	lazy,scaly,jumpy,annoying,busy,wet,smelly,quiet,pretty,bouncy,wild,fat,quacking,heavy,big,happy,striped,majestic,playful,dangerous,cold,loud,blind,nocturnal,independent,small,furry,cute	cat,fish,kangaroo,bee,beaver,whale,pig,giraffe,whitetail,kangaroo,boar,cat,duck,elephant,bear,dog,zebra,horse,kitten,lion,snake,dog,bat,racoon,hippo,mouse,rabbit,puppy
A2DMI8ISW23DGG	F	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	dirty,annoying,small,beautiful,ferocious,pretty,furry,smelly,wet,happy,slimy,wooly,free,scary,striped,huge,wise,smart,independent,jumpy,fat,graceful,friendly,bouncy,playful,nocturnal,majestic,wild	Pig,Rooster,Mouse,Peacock,Lion,Flamingo,Cat,Skunk,Whale,Dog,Frog,Lamb,Bird,Bear,Zebra,Elephant,Owl,Monkey,Horse,Kangaroo,Cow,Deer,Dog,Rabbit,Cat,Bat,Lion,Cheetah
A34V4OVND0GG8G	M	english	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	mean,striped,small,wild,smelly,quacking,graceful,fluffy,fierce,hungry,dirty,sly,wooly,beautiful,scaly,ferocious,dangerous,jumpy,heavy,loud,independent,majestic,happy,annoying,huge,cold,exotic,free	wolverrine,zebra,mouse,boar,skunk,duck,swan,cat,cougar,rabbit,pig,fox,mammoth,flamingo,fish,tiger,cobra,kangaroo,elephant,howler monkey,wolf,giraffe,cocker spaniel,flea,elephant,cat,cassawary,eagle
A20ASMCESA51U4	M	english	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	annoying,scary,loyal,huge,fast,funny,happy,exotic,fierce,mean,fluffy,graceful,blind,free,cute,dumb,dangerous,big,beautiful,slimy,bouncy,striped,scaly,smelly,ferocious,sly,nocturnal,jumpy	snake,shark,dog,elephant,cheetah,parrot,dog,lizard,lion,rhino,cat,swan,bat,bird,kitten,ox,whale,elephant,peacock,snake,koala,zebra,lizard,skunk,tiger,fox,wombat,kangaroo
AODPVTKUSNBUT	M	english	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	heavy,wild,fast,beautiful,pretty,friendly,slow,mean,graceful,sly,big,fierce,slimy,hungry,scary,furry,strong,quacking,smelly,large,happy,wet,noisy,dirty,majestic,loud,fat,ferocious	elphant ,tiger,cheetah ,horse,dog,cat,turtle,snake,gazelle,fox,giraffe ,lion ,fish,wolf,bat,bunny,ox,duck,skunk,shark,dolphine,eel,bird,rat,swan,monkey,pig,cougar
A16M5476C64J25	F	English	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	cold,slow,independent,small,pretty,busy,fat,happy,strong,quacking,funny,free,scary,heavy,dumb,wooly,loud,fluffy,quiet,striped,dirty,smelly,mean,fierce,wet,smart,hungry,noisy	penguin,sloth,cheetah,rat,peacock,bee,pig,monkey,orangutan,duck,monkey,swan,hippo,gorilla,seagull,sheep,parrot,alpaca,snake,zebra,rat,flamingo,chimp,lion,seal,dolphin,dog,parrot
A1OICNXB30F29F	M	English	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	independent,pretty,funny,heavy,furry,cold,sly,dirty,fat,nocturnal,scary,ferocious,smelly,strong,wet,wooly,free,playful,lazy,busy,hungry,smart,large,graceful,bouncy,wild,beautiful,scaly	cat,peacock,monkey,rhino,gerbil,crocodile,fox,pig,woodtick,bat,cobra,lion,skunk,elephant,hippo,llama,eagle,squirell,sloth,ant,dog,gorilla,elephant,deer,lemur,boar,macaw,lizard
AKUZT1DRRKXRR	M	English	8	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	fluffy,striped,soft,loud,wild,playful,happy,majestic,small,dumb,graceful,friendly,hungry,fat,mean,wet,scary,sly,wooly,wise,annoying,lazy,nocturnal,fierce,free,fast,dirty,huge	goat,moose,ant,insect,bug,giraffe,dolphin,humpback,beluga whale,shark,rat,hamster,gerbil,possum,rat,mouse,hamster,goat,fish,golfish,beta fish,t-rex,dinosaur,owl,feline,cat,dog,hamster
A33874R6PLF2SQ	F	English	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	friendly,big,wooly,happy,free,exotic,strong,striped,wet,playful,hungry,independent,slimy,dangerous,annoying,funny,graceful,heavy,beautiful,cute,wild,cold,smelly,fierce,dumb,scaly,fat,ferocious	Dog,Elephant,Mammoth,Parrot,Horse,Monkey,Ox,Zebra,Hippo,Cat,Lion,Leopard,Snake,Scorpion,Chimpanzee,Flamingo,Gazelle,Rhino,Peacock,Marmot,Buffalo,PolarBear,Skunk,Wolf,Fish,Snake,Pig,Tiger
A38YB0WUB8NQDX	F	english	4	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	lazy,huge,graceful,large,jumpy,fast,fluffy,busy,wooly,free,smelly,nocturnal,quacking,pretty,slimy,beautiful,fierce,friendly,hungry,wet,cold,loyal,annoying,dumb,mean,scary,dirty,bouncy	cat,whale,lion,hippopotamus,kangaroo,cheeta,rabbit,bee,sheep,bird,skunk,bat,duck,peacock,snail,butterfly,tiger,dog,fox,fish,snake,dog,bird,dog,racoon,possums,pig,frog
A21Z8ULU15LM1Y	F	English	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	quiet,heavy,small,exotic,busy,large,hungry,scary,lazy,playful,beautiful,mean,smart,striped,loyal,wet,cold,annoying,smelly,dangerous,huge,wise,dumb,strong,jumpy,soft,dirty,big	sloth,rhino,mouse,peacock,bee,elephant,hippo,spider,sloth,cat,parrot,dog,dolphon,zebra,dog,dog,penguin,bird,pig,lion,whale,owl,cow,gorilla,moneky,fox,pig,dog
A3A5HIL1A7707W	F	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	nocturnal,wet,blind,mean,loud,jumpy,fast,happy,fluffy,friendly,cold,wise,lazy,furry,dangerous,beautiful,wooly,pretty,scary,quacking,fat,busy,scaly,quiet,annoying,fierce,dumb,bouncy	bat,dolphin,mice,bear,bird,rabbit,cat,dog,cat,dog,fish,lion,cat,bunny,wolf,horse,bear,kitten,coyote,duck,cat,squirrel,lizard,mouse,bird,lion,dog,rabbit
A9D23OVOEW7WK	M	English	11	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	loyal,strong,fluffy,jumpy,slow,pretty,cold,huge,striped,dirty,quiet,cute,scary,small,fierce,bouncy,hungry,quacking,beautiful,sly,funny,mean,blind,ferocious,exotic,slimy,heavy,graceful	dog,oxen,rabbit,rabbit,turtle,cat,polar bear,elephant,zebra,pig,mouse,deer,ape,mouse,lion,rabbit,alligator,duck,lion,fox,chimpanzee,shark,bat,tiger,leopard,snake,hippo,puma
A2L7ONT5CNAKGF	F	english	4	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	furry,smart,beautiful,fast,hungry,happy,fierce,slow,huge,noisy,large,scary,wooly,small,busy,dangerous,scaly,slimy,big,mean,ferocious,heavy,strong,quiet,smelly,striped,jumpy,fat	bunny,cat,birds,snake,bear,puppy,lion,sloth,elephant ,bees,elephant,shark,sheep,mice,rabbits,tiggers,fish,frogs,bears,tiggers,leporads,graffias ,apes,mice,sunks,zebras,figs,pigs
A3IN97EPPTMT4C	M	english	4	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	dangerous,loyal,big,busy,scaly,nocturnal,dumb,independent,fat,dirty,hungry,loud,funny,fast,ferocious,smart,majestic,quiet,wet,cute,fierce,graceful,playful,wild,soft,pretty,friendly,annoying	lion,dog,elephant,bee,snake,owl,dog,cat,cow,pig,cat,geese,duck,cheeta,lion,parrot,moose,mouse,seal,puppy,tiger,swan,puppy,wolf,kitten,wolf,dog,cat
A1ZVYLYPNGBDID	F	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	sly,annoying,fluffy,funny,scary,fast,friendly,quiet,blind,beautiful,bouncy,exotic,majestic,dirty,lazy,slow,happy,dangerous,striped,cute,dumb,graceful,mean,scaly,loyal,cold,fierce,noisy	Fox,Rat,Puppy,Monkey,Snake,Tiger,Dog,Cat,Bat,Lion,Monkey,Peacock,Lion,Pig,Cat,Turtle,Dolphin,Rhino,Zebra,Puppy,Deer,Gazelle,Badger,Crocodile,Dog,Cat,Tiger,Rooster
A6DI1GFMCXT09	F	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	cold,slimy,busy,dirty,pretty,friendly,fast,loud,independent,smelly,fierce,cute,noisy,dumb,furry,wild,hungry,wooly,playful,fluffy,happy,wise,graceful,quiet,lazy,funny,bouncy,scary	polar bear,salamander,bee,hippo,butterfly,dog,cheetah,elephant,cat,pig,tiger,puppy,bird,dog,hamster,lion,hippo,mammoth,kitten,rabbit,dog,owl,swan,fox,monkey,duckling,rabbit,spider
A206C2W2UFYP2F	M	English	6	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	fierce,striped,ferocious,sly,fluffy,noisy,funny,smart,big,soft,loud,loyal,blind,busy,graceful,happy,exotic,wise,pretty,huge,nocturnal,dangerous,quiet,jumpy,friendly,wild,majestic,wet	lion,tiger,lepoard,fox,qualla,bird,dog,coyote,elephant,cat,dog,dog,worm,beaver,swan,dog,bird,owl,pelican,hippo,wolf,human,cat,kangaroos,dog,cat,eagle,fish
A3PUU1XU4C1A3V	F	english	4	17	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	wild,cute,funny,hungry,huge,small,happy,fast,cold,pretty,blind,wooly,independent,friendly,mean,noisy,heavy,furry,loud,big,scaly,wet,playful,dangerous,busy,free,large,loyal	lion,kitten,monkey,bear,elephant,bird,dog,leopard,pigeon,bird,mole,lamb,cow,horse,tiger,emu,whale,bear,dog,whale,fish,shark,puppy,lion,wolf,horse,elephant,dog
A1EXJK4WXF8T7T	M	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	slow,fast,funny,striped,nocturnal,soft,dumb,quacking,jumpy,pretty,quiet,fluffy,large,playful,loud,wise,wooly,exotic,scaly,sly,mean,happy,wild,furry,smart,fat,bouncy,dangerous	sloth,cheetah,dolphin,bass,owl,rabbit,mole,duck,kangaroo,pheasant,bat,koala,elephant,dog,crow,owl,mammoth,platypus,fish,coyote,tiger,hummingbird,lion,bear,eagle,seal,kangaroo,crocodile
AD368A1RHHRC3	F	English	4	66	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	heavy,striped,slow,exotic,pretty,dumb,furry,cold,huge,funny,cute,playful,ferocious,fierce,quacking,dirty,lazy,smelly,scary,wet,mean,loud,sly,noisy,scaly,strong,big,blind	hippo,zebra,elephant,peacock,penguin,donkey,dog,polar bear,elephant,monkey,panda bear,chimpanzee,lion,tiger,duck,pig,sloth,skunk,bear,alligator,coyote,rooster,fox,parrot,lizard,ox,moose,bat
A2M77CJYJNMZ96	M	English	0	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	soft,fat,mean,large,blind,quiet,quacking,wooly,loyal,dirty,wet,noisy,small,happy,cute,scary,dangerous,scaly,big,cold,independent,slimy,beautiful,funny,striped,fierce,heavy,free	bunny,pig,lion,elephant,bat,mouse,duck,sheep,dog,sow,dolphin,goose,chipmunk,canary,rabbit,cheeda,bear,aligator,buffalo,snake,cat,snake,peakcot,hampster,zebra,tiger,rinho,sparrow
A34PRE69RT7C4G	F	English	6	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	loud,small,quacking,playful,soft,slimy,mean,slow,huge,wild,happy,cute,lazy,sly,graceful,smart,loyal,big,fast,heavy,scary,dirty,annoying,dumb,funny,busy,beautiful,large	Crow,mouse,duck,kitten,kitten,fish,dog,turtle,elephant,tiger,dog,kitten,cat,rat,bird,rat,dog,elephant,gazelle,elephant,crocodile,pig,crow,rabbit,cat,bee,peacock,elephant
AAWGZXXKFAMWR	M	English	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	smelly,cold,dangerous,wise,slimy,strong,bouncy,scary,pretty,wild,furry,small,quiet,jumpy,busy,wet,cute,mean,big,scaly,hungry,striped,friendly,independent,sly,wooly,funny,slow	skunk,fish,rhino,owl,snail,tiger,kangaroo,snake,leopard,lion,bear,bird,sloth,wallaby,ants,beaver,puppy,monkey,elephant,fish,shark,tiger,dog,cat,snake,mammoth,orangutan,turtle
A7ALZ0RWUSOYC	F	English	4	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	jumpy,slow,funny,smelly,graceful,scaly,big,slimy,wild,hungry,independent,annoying,dumb,striped,wise,lazy,sly,heavy,pretty,quacking,dangerous,wooly,bouncy,playful,noisy,nocturnal,fluffy,strong	Kangaroo,snail,Clown Fish,Skunk,Gazelle ,Rattlesnake,Elephant,Salamander,Buffalo,Hyena,Shark,Gnat,Turkey,Zebra,Raven,Kola,Coyote,Rhino,Dolphin,Duck,Orca,Mammoth,Kangaroo,Puppy,Howling Monkeys,Bat,Rabbit,Elephant
AP73LGTAB3ENJ	F	english	6	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	blind,mean,big,large,noisy,slow,funny,quacking,huge,bouncy,quiet,hungry,dirty,fast,ferocious,loud,fat,small,nocturnal,fluffy,smelly,beautiful,furry,exotic,jumpy,annoying,fierce,strong	bat,wart hog,elephant,whale,monkey,turtle,chimpanzee,duck,elephant,kangaroo,rabbit,bear,pig,cheetah,lion,lion,pig,hamster,bat,rabbit,pig,peacock,kitten,bird,cat,mouse,tiger,bear
A6XENL9EKXQFI	F	English	6	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	quacking,nocturnal,loyal,funny,slimy,pretty,busy,large,wild,cold,slow,beautiful,wooly,scary,small,hungry,loud,cute,quiet,lazy,annoying,wise,wet,bouncy,friendly,smart,dirty,ferocious	duck,owl,wolf,bunny,slug,peacock,bee,elephant,tiger,seal,sloth,wolf,mammoth,fox,mouse,crocodile,bear,kitten,snake,sloth,squirrel,fox,dog,frog,dog,parrot,horse,lion
A2Q4THVAJWHDEG	F	english	11	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	dirty,striped,friendly,majestic,nocturnal,large,wild,furry,hungry,happy,bouncy,soft,dumb,smart,beautiful,annoying,quiet,fierce,fast,graceful,free,mean,funny,loud,dangerous,playful,loyal,cute	pig,zebra,cat,eagle,raccoon,elephant,wildebeast,kitten,lion,clam,kangaroo,puppy,snake,dolphin,horse,gnat,mouse,tiger,antelope,gizelle,bison,rat,chimp,rooster,crocodile,otter,dog,squirel
A11EF6L798V32H	F	English	4	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	wet,cold,dirty,loyal,beautiful,happy,ferocious,graceful,huge,annoying,quiet,strong,funny,wise,slow,wooly,big,blind,sly,fierce,fat,scary,heavy,exotic,independent,dumb,smart,cute	duck,polar bear,pig,dog,swan,cat,lion,tiger,elephant,hyena,mouse,lion,hyena,owl,turtle,sheep,giraffe,mouse,fox,tiger,pig,bat,boar,peacock,cat,dog,cat,puppy
A1YLO7PEM46X48	F	English	0	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	majestic,fat,lazy,fluffy,sly,blind,scaly,loyal,quacking,playful,smelly,dumb,wooly,big,strong,wild,bouncy,small,funny,graceful,large,free,independent,furry,annoying,noisy,ferocious,wise	tiger,elephant,rhino,dog,cat,bat,snake,dog,duck,puppy,bear,mouse,mammoth,elephant,lion,cheeta,cheeta,mouse,kitten,cat,elephant,horse,cat,kitten,dog,monkey,tiger,elephant
A14X36W5M4A8O4	F	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	striped,playful,huge,pretty,lazy,cute,happy,graceful,sly,jumpy,busy,wild,wise,exotic,beautiful,scaly,friendly,scary,fierce,wet,annoying,hungry,large,big,smelly,loyal,bouncy,mean	Zebra,Kitten,Elephant,Peacock ,Sloth,Puppy,Hyena,Swan,Fox,Kangaroo,Beaver,Lion,Baboon,Flamingo,Tiger,Alligator ,Monkey,Wolf,Bear,Seal,Opossum ,Hippo,Bear,Bear,Skunk,Dog,Rabbit,Coyote
A1DP6NBQ1IKMHE	F	English	4	55	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	wooly,wet,noisy,wild,majestic,huge,hungry,pretty,scaly,small,lazy,striped,dangerous,smart,annoying,jumpy,heavy,quacking,wise,funny,free,mean,slow,dirty,quiet,loud,exotic,fast	mammoth,seal,crow,leopard,eagle,elephant,wolf,peacock,fish,hamster,sloth,tiger,lion,cat,skunk,cat,hippopotamus,duck,owl,hyena,bird,coyote,sloth,pig,mouse,elephant,zebra,cheetah
A1L2T6S3WLN692	F	English	11	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	smart,majestic,big,quacking,heavy,playful,graceful,wet,cute,blind,quiet,fluffy,hungry,wild,noisy,independent,scary,ferocious,cold,large,bouncy,happy,smelly,huge,free,friendly,exotic,furry	owl,lion,elephant,duck,elephant,cat,swan,fish,bunny,bat,squirrel,puppy,lion,bear,hyena,flea,tiger,tiger,penguin,dinosaur,frog,puppy,skunk,giraffe,bird,dog,parrot,dog
A1CH1PHXP9V5BL	F	English	4	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	large,striped,wet,smelly,loud,huge,fast,wooly,friendly,wild,cute,fluffy,sly,smart,soft,dumb,ferocious,quacking,dirty,blind,scary,graceful,loyal,beautiful,wise,noisy,free,playful	elephant,zebra,seal,skunk,lion,whale,cheetah,sheep,dolphin,lion,panda,cat,racoon,dolphin,cat,dog,lion,duck,rat,bat,snake,swan,dog,flamingo,owl,parrot,eagle,dog
A3KJLIECERAOAD	M	English	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	scary,smart,graceful,ferocious,loud,quiet,loyal,wild,furry,dirty,fierce,beautiful,nocturnal,slow,fat,cute,sly,funny,dangerous,free,lazy,annoying,jumpy,friendly,cold,fast,playful,wise	hyena,dog,swan,lion,dog,cat,cat,tiger,panther,hog,lioness,peacock,owl,sloth,pig,koala,fox,ostrich,Hippopotamus,pigeon,sloth,rooster,puppy,rabbit,frog,cheetah,kitten,elephant
A35BQPABKN4Q8C	M	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	blind,wooly,wild,wet,lazy,pretty,smart,soft,nocturnal,quiet,busy,graceful,large,funny,huge,small,ferocious,strong,fluffy,slow,dirty,fierce,hungry,free,slimy,fast,scaly,sly	bat,lamb,wolf,seal,sloth,peacock,elephant,bird,owl,cat,beaver,swan,hippo,ferret,elephant,mouse,bear,ox,dog,turtle,pig,wolverine,bear,bird,snake,cheetah,snake,alligator
A3JSKHBZSNAGF9	F	english	6	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	annoying,pretty,mean,wooly,jumpy,dangerous,dumb,beautiful,graceful,soft,smelly,striped,strong,quacking,independent,fast,small,smart,busy,fierce,slow,dirty,furry,exotic,blind,ferocious,sly,huge	parrot,dog,cat,sheep,monkey,lion,dog,bird,peacock,hamster,rat,zebra,lion,duck,cat,cheetah,mouse,monkey,dog,cat,turtle,aligator,monkey,parrot,shark,cat,cat,elephant
ANCWAWJKJ20VS	F	English	10	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	scaly,beautiful,dirty,cold,soft,quiet,graceful,sly,bouncy,slow,nocturnal,striped,exotic,blind,fluffy,friendly,scary,wet,loud,loyal,hungry,funny,wild,independent,large,busy,wooly,furry	snake,dog,pig,lizard,dolphin,sloth,horse,opossum,kangaroo,sloth,wolf,zebra,rino,bat,sheep,cat,lion,fish,elephant,dog,hippo,monkey,turkey,giraffe,walrus,mole,lamb,bear
A5X2VLAR40JIF	F	english	4	25	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	cute,beautiful,busy,sly,fierce,ferocious,loud,fluffy,noisy,scary,quiet,loyal,cold,lazy,jumpy,quacking,pretty,playful,dangerous,independent,funny,hungry,wild,fat,graceful,large,friendly,annoying	kitten,peacock,bee,fox,tiger,lion,monkey,puppy,bird,bear,mouse,dog,polar bear,sea lion,kangaroo,duck,elephant,otter,bear,lioness,monkey,pig,zebra,pig,deer,elephant,dog,crow
A9PTL5PPQOGER	F	english	8	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	slow,slimy,big,jumpy,sly,huge,cold,loyal,strong,smart,heavy,noisy,wise,loud,playful,wild,fast,ferocious,hungry,cute,wet,large,happy,fluffy,dumb,exotic,lazy,dirty	turtle,slug,elephant,kangaroo,fox,mammoth,mink,peacock,bear,wolf,manatee,monkey,owl,elephant,kitten,boar,cheetah,lion,raccoon,koala,manatee,hippo,dog,cat,ox,coatimundi,sloth,pig
A3AIX82WZQZB5A	M	english	10	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	playful,huge,free,ferocious,wet,nocturnal,dumb,jumpy,bouncy,quacking,cute,smelly,furry,hungry,sly,smart,pretty,dangerous,independent,striped,strong,cold,happy,busy,quiet,scaly,exotic,beautiful	cat,elephant,dog,lion,fish,bird,bird,frog,rabbit,duck,panda,skuk,hamster,lio,snake,monkehy,bear,tiger,leopard,zebra,lion,penguin,dog,beaver,fish,fis,panther,bars
AZYO712QAF8HI	M	English	4	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	soft,heavy,slimy,cute,small,mean,fast,loud,ferocious,dirty,scary,wild,hungry,independent,quiet,dumb,smelly,slow,wooly,huge,annoying,loyal,fluffy,large,cold,graceful,happy,quacking	Cat,Elephant,Snake,Hamster,Lizard,Alligator,Gazelle,Lion,Bear,Hippopatamus,Shark,Wolf,Crow,Eagle,Mouse,Squirrel,Gorilla,Whale,Sheep,Giraffe,Coyote,Dog,Rabbit,Zeebra,Walrus,Cheetah,Robin,Duck
A3HNPSPTA0NIR6	F	english	4	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	wild,noisy,loud,quacking,jumpy,quiet,wet,slow,furry,wooly,scary,fat,huge,fast,smart,lazy,annoying,dumb,heavy,nocturnal,beautiful,bouncy,majestic,loyal,sly,strong,cold,fluffy	lion,peacock,bull,duck,frog,mouse,seal,turtle,kitten,lamb,gorilla,hippo,elephant,jaguar,crow,snail,cat,goose,rhino,armadillo,zebra,kangaroo,giraffe,dog,coyote,elephant,penguin,panda
A2DTTNGUXTEGHQ	M	English	4	35	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	friendly,fat,playful,soft,beautiful,wild,smelly,busy,loud,mean,small,blind,dirty,annoying,bouncy,furry,funny,fierce,cute,big,wooly,noisy,fluffy,exotic,dumb,graceful,slow,slimy	dog,pig,dog,cat,bunny,wolf,skunk,beaver,elephant,cat,mouse,bat,rat,rat,kangaroo,squirrel,parrot,tiger,rabbit,hippo,mammoth,dog,rabbit,snake,ox,bird,sloth,frog
A1NJTQASJ0O7KZ	M	English	4	45	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	lazy,dumb,wooly,free,sly,nocturnal,majestic,soft,jumpy,fat,bouncy,strong,furry,friendly,funny,graceful,small,huge,slimy,smart,quiet,noisy,playful,busy,hungry,exotic,big,beautiful	Sloth,dog,mammoth,eagle,snake,owl,tiger,kitten,poodle,elephant,kangaroo,gorilla,cat,cat,parrot,gazelle,hamster,hippo,eel,dolphin,rabbit,dog,kitten,beaver,lion,leopard,walrus,flamingo
