workerid,gender,language,income,age,order,categoryID,animal,adjective,synonym
48,F,English,0,25,2,4,elephant,round,round
48,F,English,0,25,3,2,whale,slick,sleek
48,F,English,0,25,4,6,monkey,furry,furry
48,F,English,0,25,5,9,cheetah,cheetos,cheetos
48,F,English,0,25,6,1,ant,tiny,tiny
48,F,English,0,25,7,11,lion,yellow,yellow
48,F,English,0,25,8,10,turtle,cute,cute
48,F,English,0,25,9,12,rabbit,creepy,creepy
48,F,English,0,25,10,3,bird,blue,blue
48,F,English,0,25,11,5,panda,fluffy,fluffy
48,F,English,0,25,12,8,giraffe,tall,tall
49,F,English,4,35,1,3,bird,chirp,chirp
49,F,English,4,35,2,1,ant,crawling,crawling
49,F,English,4,35,3,12,rabbit,jumper,jumper
49,F,English,4,35,4,7,penguin,waddles,waddle
49,F,English,4,35,5,9,cheetah,roar,roar
49,F,English,4,35,6,8,giraffe,tall,tall
49,F,English,4,35,7,11,lion,mean,mean
49,F,English,4,35,8,4,elephant,big,big
49,F,English,4,35,9,10,turtle,slow,slow
49,F,English,4,35,10,6,monkey,ape,ape
49,F,English,4,35,11,2,whale,ocean,ocean
49,F,English,4,35,12,5,panda,spotted,spotted
50,M,Chinese,4,25,1,11,lion,strong,strong
50,M,Chinese,4,25,2,8,giraffe,tall,tall
50,M,Chinese,4,25,3,6,monkey,quick,fast
50,M,Chinese,4,25,4,10,turtle,slow,slow
50,M,Chinese,4,25,5,4,elephant,big,big
50,M,Chinese,4,25,6,12,rabbit,cute,cute
50,M,Chinese,4,25,7,3,bird,free,free
50,M,Chinese,4,25,8,1,ant,tiny,tiny
50,M,Chinese,4,25,9,7,penguin,adorable,adorable
50,M,Chinese,4,25,10,9,cheetah,fast,fast
50,M,Chinese,4,25,11,5,panda,lazy,lazy
50,M,Chinese,4,25,12,2,whale,huge,huge
