"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.orders"	"Answer.items"	"Answer.desTypes"	"Answer.qualities"	"Answer.dimensions"	"Answer.speakerGenders"	"Answer.describedGenders"	"Answer.responses"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"34Q075JO1XE1Y1IEFX5V1WMQD1E10P"	22	"Submitted"	"Wed Feb 10 03:12:24 PST 2016"	"Tue Feb 09 10:27:07 PST 2016"	"Tue Feb 09 10:32:24 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,bird,elephant,cheetah,turtle,penguin]"	"[fig,lit,lit,fig,lit,fig]"	"[tall,light,heavy,fast,slow,short]"	"[height,weight,weight,speed,speed,height]"	"[man,man,woman,woman,man,woman]"	"[woman,man,woman,man,man,woman]"	"[75,150,200,5,2,56]"	"F"	35	4	"English"	""
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"34S9DKFK73Q193LOSSE2QVTDSFXYNU"	23	"Submitted"	"Wed Feb 10 03:15:34 PST 2016"	"Tue Feb 09 10:27:14 PST 2016"	"Tue Feb 09 10:35:34 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[bird,elephant,giraffe,turtle,penguin,cheetah]"	"[lit,fig,lit,fig,lit,fig]"	"[light,heavy,tall,slow,short,fast]"	"[weight,weight,height,speed,height,speed]"	"[woman,man,woman,woman,man,woman]"	"[man,woman,woman,woman,man,man]"	"[150,300,72,0.5,64,5]"	"M"	17	0	"English"	""
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3GGAI1SQEVZIOIZJKZHDGPCUK16MCB"	24	"Submitted"	"Wed Feb 10 03:23:21 PST 2016"	"Tue Feb 09 10:30:39 PST 2016"	"Tue Feb 09 10:43:21 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[cheetah,giraffe,turtle,penguin,elephant,bird]"	"[fig,lit,lit,fig,fig,lit]"	"[fast,tall,slow,short,heavy,light]"	"[speed,height,speed,height,weight,weight]"	"[woman,man,man,man,woman,woman]"	"[man,woman,man,man,woman,woman]"	"[5,66,3,64,200,115]"	"M"	55	4	"english"	""
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3HUTX6F6VUOTQ3ST0M7KWGSD3A9O2K"	25	"Submitted"	"Wed Feb 10 03:45:11 PST 2016"	"Tue Feb 09 10:58:14 PST 2016"	"Tue Feb 09 11:05:11 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[cheetah,bird,turtle,elephant,giraffe,penguin]"	"[fig,lit,lit,fig,lit,fig]"	"[fast,light,slow,heavy,tall,short]"	"[speed,weight,speed,weight,height,height]"	"[man,woman,man,man,woman,man]"	"[man,woman,woman,man,man,woman]"	"[10,100,2,300,77,60]"	"M"	25	4	"English"	""
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"37U1UTWH9VN79VMY8VXP02AL0XJR8X"	26	"Submitted"	"Wed Feb 10 04:12:50 PST 2016"	"Tue Feb 09 11:28:00 PST 2016"	"Tue Feb 09 11:32:50 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[elephant,penguin,bird,giraffe,cheetah,turtle]"	"[lit,fig,fig,lit,lit,fig]"	"[heavy,short,light,tall,fast,slow]"	"[weight,height,weight,height,speed,speed]"	"[man,man,man,woman,man,woman]"	"[man,man,woman,man,woman,woman]"	"[250,65,90,78,3,0.51]"	"F"	35	4	"english"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3FK0YFF9PZHXDEZSP8D9TDJWW1XVVZ"	27	"Submitted"	"Wed Feb 10 03:08:21 PST 2016"	"Tue Feb 09 10:27:14 PST 2016"	"Tue Feb 09 10:28:21 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,cheetah,bird,elephant,turtle,penguin]"	"[fig,lit,fig,fig,lit,lit]"	"[tall,fast,light,heavy,slow,short]"	"[height,speed,weight,weight,speed,height]"	"[man,woman,man,man,man,woman]"	"[man,man,woman,woman,woman,man]"	"[77,35,95,450,5,60]"	"F"	35	6	"english"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3JV9LGBJWTFJ5X00Z1S9YKMEDTCOG1"	28	"Submitted"	"Wed Feb 10 03:09:01 PST 2016"	"Tue Feb 09 10:27:11 PST 2016"	"Tue Feb 09 10:29:01 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[cheetah,giraffe,elephant,turtle,bird,penguin]"	"[lit,fig,lit,lit,fig,fig]"	"[fast,tall,heavy,slow,light,short]"	"[speed,height,weight,speed,weight,height]"	"[man,woman,woman,man,man,man]"	"[man,man,woman,woman,woman,man]"	"[10,80,400,4,125,65]"	"F"	45	6	"english"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3TDXMTX3CBV7CI0RPT6I2WD376B6IN"	29	"Submitted"	"Wed Feb 10 03:09:23 PST 2016"	"Tue Feb 09 10:27:14 PST 2016"	"Tue Feb 09 10:29:23 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[elephant,turtle,penguin,giraffe,cheetah,bird]"	"[lit,fig,fig,lit,lit,fig]"	"[heavy,slow,short,tall,fast,light]"	"[weight,speed,height,height,speed,weight]"	"[man,man,man,man,woman,woman]"	"[woman,man,woman,man,woman,man]"	"[170,5,61,79,12,150]"	"M"	25	4	"English"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3OONKJ5DKCKNEGSPJF0VX9VHXGLBO8"	30	"Submitted"	"Wed Feb 10 03:11:48 PST 2016"	"Tue Feb 09 10:27:09 PST 2016"	"Tue Feb 09 10:31:48 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[turtle,bird,cheetah,penguin,giraffe,elephant]"	"[fig,lit,fig,fig,lit,lit]"	"[slow,light,fast,short,tall,heavy]"	"[speed,weight,speed,height,height,weight]"	"[woman,woman,man,man,woman,man]"	"[man,woman,man,man,woman,woman]"	"[5,100,8,60,72,200]"	"M"	35	4	"English"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3A1PQ49WVHIC91OAD5CG7OL7ZIGH17"	31	"Submitted"	"Wed Feb 10 03:12:16 PST 2016"	"Tue Feb 09 10:27:09 PST 2016"	"Tue Feb 09 10:32:16 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,bird,turtle,elephant,penguin,cheetah]"	"[lit,fig,lit,fig,fig,lit]"	"[tall,light,slow,heavy,short,fast]"	"[height,weight,speed,weight,height,speed]"	"[man,man,woman,woman,man,man]"	"[man,man,woman,man,woman,woman]"	"[74,115,4,285,61,7]"	"M"	45	6	"English"	"thank you"
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3NXNZ5RS1AYX5HLT495XVHEWJR8976"	32	"Submitted"	"Wed Feb 10 03:13:18 PST 2016"	"Tue Feb 09 10:27:07 PST 2016"	"Tue Feb 09 10:33:18 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[bird,cheetah,giraffe,turtle,elephant,penguin]"	"[fig,lit,fig,lit,lit,fig]"	"[light,fast,tall,slow,heavy,short]"	"[weight,speed,height,speed,weight,height]"	"[woman,woman,woman,woman,man,man]"	"[man,woman,woman,man,woman,man]"	"[5,10,82,1,300,59]"	"F"	35	6	"English"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3PJUZCGDJ6H15VQCEEX39HARUBE98T"	33	"Submitted"	"Wed Feb 10 03:14:37 PST 2016"	"Tue Feb 09 10:27:09 PST 2016"	"Tue Feb 09 10:34:37 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[turtle,cheetah,bird,elephant,penguin,giraffe]"	"[lit,lit,fig,lit,fig,fig]"	"[slow,fast,light,heavy,short,tall]"	"[speed,speed,weight,weight,height,height]"	"[woman,woman,woman,woman,man,man]"	"[woman,man,man,man,woman,woman]"	"[4,4,5,185,71,71]"	"M"	25	8	"english"	"fun !"
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3GU1KF0O4I25ZG4QYFDAM9077LHBPP"	34	"Submitted"	"Wed Feb 10 03:19:02 PST 2016"	"Tue Feb 09 10:27:09 PST 2016"	"Tue Feb 09 10:39:02 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,bird,turtle,elephant,penguin,cheetah]"	"[fig,fig,lit,lit,lit,fig]"	"[tall,light,slow,heavy,short,fast]"	"[height,weight,speed,weight,height,speed]"	"[man,woman,man,woman,man,man]"	"[man,woman,man,woman,woman,man]"	"[79,100,3,220,57,8]"	"M"	35	4	"english"	""
"3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:41 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:41 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3PN6H8C9R4RO4PYFWQHI2K4P629DAG"	"3L0KT67Y8EHYPGDT0OVOPP3JFE7SY2"	35	"Submitted"	"Wed Feb 10 03:45:09 PST 2016"	"Tue Feb 09 10:58:40 PST 2016"	"Tue Feb 09 11:05:09 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,turtle,elephant,penguin,bird,cheetah]"	"[lit,fig,lit,lit,fig,fig]"	"[tall,slow,heavy,short,light,fast]"	"[height,speed,weight,height,weight,speed]"	"[woman,man,man,woman,woman,woman]"	"[man,man,man,woman,woman,woman]"	"[74,6,240,65,110,12]"	"M"	65	6	"English"	"none"
