workerid,questionType,trial_type,featureType,animalID,question,feature,animal,response
8,general,multi_slider,expanded,5,general,majestic,panda,0.23
8,general,multi_slider,expanded,5,general,playful,panda,0.33
8,general,multi_slider,expanded,5,general,loyal,panda,0.75
8,general,multi_slider,expanded,5,general,hard,panda,0.21
8,general,multi_slider,core,5,general,cute,panda,0.19
8,general,multi_slider,expanded,5,general,lazy,panda,0.83
8,general,multi_slider,core,5,general,big,panda,0.73
8,specific,multi_slider,expanded,10,strong,majestic,turtle,0.12
8,specific,multi_slider,expanded,10,strong,hard,turtle,0.26
8,specific,multi_slider,expanded,10,strong,fast,turtle,0.22
8,specific,multi_slider,expanded,10,strong,hairy,turtle,0.14
8,specific,multi_slider,expanded,10,strong,lazy,turtle,0.36
8,specific,multi_slider,core,10,strong,slow,turtle,0.69
8,specific,multi_slider,expanded,10,strong,big,turtle,0.51
8,specific,multi_slider,core,10,strong,strong,turtle,0.23
8,specific,multi_slider,expanded,9,agile,sleek,cheetah,0.13
8,specific,multi_slider,expanded,9,agile,dumb,cheetah,0.15
8,specific,multi_slider,expanded,9,agile,lazy,cheetah,0.34
8,specific,multi_slider,expanded,9,agile,friendly,cheetah,0.52
8,specific,multi_slider,core,9,agile,fast,cheetah,0.84
8,specific,multi_slider,expanded,9,agile,smart,cheetah,0.83
8,specific,multi_slider,expanded,9,agile,small,cheetah,0.29
8,specific,multi_slider,expanded,9,agile,playful,cheetah,0.23
8,specific,multi_slider,expanded,9,agile,cute,cheetah,0.13
8,specific,multi_slider,expanded,9,agile,funny,cheetah,0.57
8,specific,multi_slider,expanded,9,agile,industrious,cheetah,0.28
8,specific,multi_slider,expanded,9,agile,loyal,cheetah,0.55
8,specific,multi_slider,expanded,9,agile,quiet,cheetah,0.64
8,specific,multi_slider,core,9,agile,agile,cheetah,0.83
8,specific,multi_slider,expanded,12,fast,loyal,rabbit,0.58
8,specific,multi_slider,expanded,12,fast,friendly,rabbit,0.69
8,specific,multi_slider,core,12,fast,fast,rabbit,0.83
8,specific,multi_slider,expanded,12,fast,lazy,rabbit,0.22
8,specific,multi_slider,expanded,12,fast,playful,rabbit,0.3
8,specific,multi_slider,expanded,12,fast,agile,rabbit,0.77
8,specific,multi_slider,expanded,12,fast,sleek,rabbit,0.16
8,specific,multi_slider,core,12,fast,cute,rabbit,0.29
8,specific,multi_slider,expanded,4,big,playful,elephant,0.52
8,specific,multi_slider,expanded,4,big,hairy,elephant,0.46
8,specific,multi_slider,expanded,4,big,lazy,elephant,0.36
8,specific,multi_slider,expanded,4,big,fast,elephant,0.33
8,specific,multi_slider,expanded,4,big,slow,elephant,0.64
8,specific,multi_slider,expanded,4,big,proud,elephant,0.51
8,specific,multi_slider,expanded,4,big,cute,elephant,0.15
8,specific,multi_slider,expanded,4,big,strong,elephant,0.58
8,specific,multi_slider,expanded,4,big,fierce,elephant,0.25
8,specific,multi_slider,expanded,4,big,striped,elephant,0
8,specific,multi_slider,expanded,4,big,majestic,elephant,0.04
8,specific,multi_slider,core,4,big,big,elephant,0.71
8,specific,multi_slider,core,4,big,hard,elephant,0.3
8,specific,multi_slider,expanded,4,big,loyal,elephant,0.74
8,specific,multi_slider,expanded,4,big,friendly,elephant,0.66
8,general,multi_slider,expanded,8,general,fast,giraffe,0.42
8,general,multi_slider,core,8,general,long,giraffe,0.59
8,general,multi_slider,expanded,8,general,strong,giraffe,0.7
8,general,multi_slider,expanded,8,general,slithery,giraffe,0
8,general,multi_slider,core,8,general,tall,giraffe,0.77
9,general,multi_slider,expanded,11,general,proud,lion,0.63
9,general,multi_slider,core,11,general,strong,lion,0.67
9,general,multi_slider,core,11,general,fierce,lion,0.79
9,general,multi_slider,expanded,11,general,hard,lion,0.66
9,general,multi_slider,expanded,11,general,big,lion,0.77
9,general,multi_slider,expanded,11,general,hairy,lion,0.65
9,general,multi_slider,expanded,11,general,majestic,lion,0.66
9,general,multi_slider,expanded,11,general,fast,lion,0.66
9,general,multi_slider,expanded,11,general,striped,lion,0
9,general,multi_slider,expanded,4,general,loyal,elephant,0.8
9,general,multi_slider,expanded,4,general,fast,elephant,0.13
9,general,multi_slider,expanded,4,general,fierce,elephant,0.13
9,general,multi_slider,expanded,4,general,playful,elephant,0.53
9,general,multi_slider,expanded,4,general,lazy,elephant,0.8
9,general,multi_slider,expanded,4,general,friendly,elephant,0.5
9,general,multi_slider,expanded,4,general,slow,elephant,0.84
9,general,multi_slider,expanded,4,general,striped,elephant,0
9,general,multi_slider,core,4,general,big,elephant,0.98
9,general,multi_slider,expanded,4,general,cute,elephant,0.59
9,general,multi_slider,expanded,4,general,proud,elephant,0.19
9,general,multi_slider,core,4,general,hard,elephant,0.14
9,general,multi_slider,expanded,4,general,hairy,elephant,0.13
9,general,multi_slider,expanded,4,general,majestic,elephant,0.14
9,general,multi_slider,expanded,4,general,strong,elephant,0.8
9,specific,multi_slider,expanded,1,industrious,fast,ant,0.62
9,specific,multi_slider,expanded,1,industrious,sleek,ant,0.54
9,specific,multi_slider,expanded,1,industrious,agile,ant,0.59
9,specific,multi_slider,core,1,industrious,small,ant,0.79
9,specific,multi_slider,expanded,1,industrious,quiet,ant,0.78
9,specific,multi_slider,expanded,1,industrious,smart,ant,0.02
9,specific,multi_slider,expanded,1,industrious,funny,ant,0.05
9,specific,multi_slider,core,1,industrious,industrious,ant,0.98
9,specific,multi_slider,expanded,1,industrious,busy,ant,1
9,general,multi_slider,core,8,general,long,giraffe,0.94
9,general,multi_slider,expanded,8,general,slithery,giraffe,0.09
9,general,multi_slider,expanded,8,general,fast,giraffe,0.66
9,general,multi_slider,core,8,general,tall,giraffe,0.93
9,general,multi_slider,expanded,8,general,strong,giraffe,0.49
9,general,multi_slider,expanded,10,general,lazy,turtle,0.88
9,general,multi_slider,expanded,10,general,big,turtle,0.4
9,general,multi_slider,core,10,general,strong,turtle,0.39
9,general,multi_slider,expanded,10,general,hairy,turtle,0.05
9,general,multi_slider,expanded,10,general,majestic,turtle,0.07
9,general,multi_slider,core,10,general,slow,turtle,0.94
9,general,multi_slider,expanded,10,general,hard,turtle,0.68
9,general,multi_slider,expanded,10,general,fast,turtle,0.05
9,general,multi_slider,expanded,12,general,sleek,rabbit,0.61
9,general,multi_slider,expanded,12,general,loyal,rabbit,0.16
9,general,multi_slider,expanded,12,general,friendly,rabbit,0.48
9,general,multi_slider,core,12,general,cute,rabbit,0.86
9,general,multi_slider,expanded,12,general,lazy,rabbit,0.33
9,general,multi_slider,core,12,general,fast,rabbit,0.78
9,general,multi_slider,expanded,12,general,playful,rabbit,0.67
9,general,multi_slider,expanded,12,general,agile,rabbit,0.91
10,general,multi_slider,expanded,2,general,fierce,whale,0.14
10,general,multi_slider,expanded,2,general,loyal,whale,0.15
10,general,multi_slider,expanded,2,general,fast,whale,0.15
10,general,multi_slider,expanded,2,general,friendly,whale,0.3
10,general,multi_slider,expanded,2,general,cute,whale,0.17
10,general,multi_slider,expanded,2,general,proud,whale,0.16
10,general,multi_slider,core,2,general,majestic,whale,0.15
10,general,multi_slider,expanded,2,general,lazy,whale,0.07
10,general,multi_slider,expanded,2,general,hard,whale,0.06
10,general,multi_slider,core,2,general,big,whale,0.06
10,general,multi_slider,expanded,2,general,playful,whale,0.06
10,general,multi_slider,expanded,2,general,strong,whale,0.06
10,general,multi_slider,expanded,2,general,slow,whale,0.07
10,general,multi_slider,expanded,9,general,cute,cheetah,0.09
10,general,multi_slider,expanded,9,general,quiet,cheetah,0.04
10,general,multi_slider,expanded,9,general,lazy,cheetah,0.06
10,general,multi_slider,expanded,9,general,smart,cheetah,0.06
10,general,multi_slider,expanded,9,general,loyal,cheetah,0.08
10,general,multi_slider,expanded,9,general,funny,cheetah,0.1
10,general,multi_slider,core,9,general,fast,cheetah,0.06
10,general,multi_slider,core,9,general,agile,cheetah,0.08
10,general,multi_slider,expanded,9,general,small,cheetah,0.1
10,general,multi_slider,expanded,9,general,playful,cheetah,0.1
10,general,multi_slider,expanded,9,general,friendly,cheetah,0.09
10,general,multi_slider,expanded,9,general,dumb,cheetah,0.06
10,general,multi_slider,expanded,9,general,industrious,cheetah,0.07
10,general,multi_slider,expanded,9,general,sleek,cheetah,0.06
10,general,multi_slider,expanded,4,general,slow,elephant,0.1
10,general,multi_slider,expanded,4,general,proud,elephant,0.09
10,general,multi_slider,expanded,4,general,playful,elephant,0.08
10,general,multi_slider,expanded,4,general,cute,elephant,0.08
10,general,multi_slider,expanded,4,general,fast,elephant,0.08
10,general,multi_slider,core,4,general,hard,elephant,0.07
10,general,multi_slider,expanded,4,general,lazy,elephant,0.07
10,general,multi_slider,expanded,4,general,majestic,elephant,0.08
10,general,multi_slider,expanded,4,general,hairy,elephant,0.07
10,general,multi_slider,expanded,4,general,loyal,elephant,0.07
10,general,multi_slider,expanded,4,general,fierce,elephant,0.08
10,general,multi_slider,expanded,4,general,friendly,elephant,0.05
10,general,multi_slider,core,4,general,big,elephant,0.06
10,general,multi_slider,expanded,4,general,striped,elephant,0.05
10,general,multi_slider,expanded,4,general,strong,elephant,0.04
10,specific,multi_slider,expanded,3,fast,sleek,bird,0.07
10,specific,multi_slider,expanded,3,fast,quiet,bird,0.07
10,specific,multi_slider,core,3,fast,fast,bird,0.08
10,specific,multi_slider,expanded,3,fast,industrious,bird,0.06
10,specific,multi_slider,expanded,3,fast,agile,bird,0.07
10,specific,multi_slider,core,3,fast,small,bird,0.05
10,specific,multi_slider,expanded,10,strong,hairy,turtle,0.08
10,specific,multi_slider,expanded,10,strong,big,turtle,0.06
10,specific,multi_slider,core,10,strong,slow,turtle,0.08
10,specific,multi_slider,core,10,strong,strong,turtle,0.07
10,specific,multi_slider,expanded,10,strong,majestic,turtle,0.05
10,specific,multi_slider,expanded,10,strong,fast,turtle,0.06
10,specific,multi_slider,expanded,10,strong,hard,turtle,0.06
10,specific,multi_slider,expanded,10,strong,lazy,turtle,0.04
10,general,multi_slider,expanded,1,general,fast,ant,0.14
10,general,multi_slider,expanded,1,general,agile,ant,0.08
10,general,multi_slider,core,1,general,small,ant,0.08
10,general,multi_slider,expanded,1,general,smart,ant,0.07
10,general,multi_slider,expanded,1,general,quiet,ant,0.04
10,general,multi_slider,expanded,1,general,busy,ant,0.04
10,general,multi_slider,core,1,general,industrious,ant,0.06
10,general,multi_slider,expanded,1,general,funny,ant,0.04
10,general,multi_slider,expanded,1,general,sleek,ant,0.05
11,general,multi_slider,expanded,12,general,sleek,rabbit,0.53
11,general,multi_slider,core,12,general,cute,rabbit,0.77
11,general,multi_slider,expanded,12,general,playful,rabbit,0.85
11,general,multi_slider,expanded,12,general,friendly,rabbit,0.63
11,general,multi_slider,expanded,12,general,agile,rabbit,0.67
11,general,multi_slider,expanded,12,general,loyal,rabbit,0.5
11,general,multi_slider,core,12,general,fast,rabbit,0.9
11,general,multi_slider,expanded,12,general,lazy,rabbit,0.37
11,general,multi_slider,core,8,general,tall,giraffe,0.91
11,general,multi_slider,expanded,8,general,slithery,giraffe,0.44
11,general,multi_slider,expanded,8,general,strong,giraffe,0.52
11,general,multi_slider,expanded,8,general,fast,giraffe,0.38
11,general,multi_slider,core,8,general,long,giraffe,0.75
11,general,multi_slider,expanded,4,general,majestic,elephant,0.48
11,general,multi_slider,expanded,4,general,strong,elephant,0.81
11,general,multi_slider,expanded,4,general,striped,elephant,0.22
11,general,multi_slider,expanded,4,general,cute,elephant,0.43
11,general,multi_slider,core,4,general,big,elephant,0.86
11,general,multi_slider,expanded,4,general,friendly,elephant,0.52
11,general,multi_slider,expanded,4,general,playful,elephant,0.63
11,general,multi_slider,expanded,4,general,slow,elephant,0.43
11,general,multi_slider,expanded,4,general,hairy,elephant,0.61
11,general,multi_slider,expanded,4,general,fast,elephant,0.69
11,general,multi_slider,expanded,4,general,loyal,elephant,0.46
11,general,multi_slider,expanded,4,general,proud,elephant,0.72
11,general,multi_slider,expanded,4,general,lazy,elephant,0.53
11,general,multi_slider,core,4,general,hard,elephant,0.51
11,general,multi_slider,expanded,4,general,fierce,elephant,0.59
11,general,multi_slider,core,11,general,fierce,lion,0.86
11,general,multi_slider,expanded,11,general,hard,lion,0.44
11,general,multi_slider,expanded,11,general,hairy,lion,0.47
11,general,multi_slider,expanded,11,general,majestic,lion,0.55
11,general,multi_slider,core,11,general,strong,lion,0.5
11,general,multi_slider,expanded,11,general,striped,lion,0.02
11,general,multi_slider,expanded,11,general,proud,lion,0.73
11,general,multi_slider,expanded,11,general,big,lion,0.81
11,general,multi_slider,expanded,11,general,fast,lion,0.63
11,specific,multi_slider,core,10,slow,slow,turtle,0.83
11,specific,multi_slider,expanded,10,slow,majestic,turtle,0.24
11,specific,multi_slider,expanded,10,slow,hard,turtle,0.52
11,specific,multi_slider,expanded,10,slow,big,turtle,0.4
11,specific,multi_slider,expanded,10,slow,lazy,turtle,0.6
11,specific,multi_slider,expanded,10,slow,hairy,turtle,0.35
11,specific,multi_slider,expanded,10,slow,fast,turtle,0.25
11,specific,multi_slider,core,10,slow,strong,turtle,0.48
11,general,multi_slider,expanded,3,general,quiet,bird,0.16
11,general,multi_slider,expanded,3,general,sleek,bird,0.75
11,general,multi_slider,core,3,general,small,bird,0.41
11,general,multi_slider,expanded,3,general,agile,bird,0.69
11,general,multi_slider,core,3,general,fast,bird,0.56
11,general,multi_slider,expanded,3,general,industrious,bird,0.44
12,general,multi_slider,expanded,6,general,small,monkey,0.71
12,general,multi_slider,expanded,6,general,agile,monkey,0.7
12,general,multi_slider,expanded,6,general,cute,monkey,0.14
12,general,multi_slider,core,6,general,smart,monkey,0.08
12,general,multi_slider,core,6,general,funny,monkey,0.15
12,general,multi_slider,expanded,6,general,lazy,monkey,0.82
12,general,multi_slider,expanded,6,general,dumb,monkey,0.83
12,general,multi_slider,expanded,6,general,sleek,monkey,0.79
12,general,multi_slider,expanded,6,general,fast,monkey,0.83
12,general,multi_slider,expanded,6,general,industrious,monkey,0.06
12,general,multi_slider,expanded,6,general,playful,monkey,0.54
12,general,multi_slider,expanded,6,general,loud,monkey,0.54
12,general,multi_slider,expanded,6,general,happy,monkey,0.58
12,general,multi_slider,expanded,6,general,quiet,monkey,0.21
12,general,multi_slider,expanded,6,general,loyal,monkey,0.22
12,general,multi_slider,expanded,6,general,friendly,monkey,0.47
12,general,multi_slider,expanded,6,general,busy,monkey,0.49
12,general,multi_slider,expanded,12,general,friendly,rabbit,0.48
12,general,multi_slider,core,12,general,fast,rabbit,0.78
12,general,multi_slider,expanded,12,general,lazy,rabbit,0.27
12,general,multi_slider,core,12,general,cute,rabbit,0.61
12,general,multi_slider,expanded,12,general,agile,rabbit,0.73
12,general,multi_slider,expanded,12,general,loyal,rabbit,0.45
12,general,multi_slider,expanded,12,general,playful,rabbit,0.79
12,general,multi_slider,expanded,12,general,sleek,rabbit,0.6
12,general,multi_slider,expanded,4,general,loyal,elephant,0.71
12,general,multi_slider,core,4,general,hard,elephant,0.36
12,general,multi_slider,expanded,4,general,majestic,elephant,0.5
12,general,multi_slider,expanded,4,general,cute,elephant,0.51
12,general,multi_slider,expanded,4,general,slow,elephant,0.86
12,general,multi_slider,expanded,4,general,fast,elephant,0.1
12,general,multi_slider,expanded,4,general,playful,elephant,0.52
12,general,multi_slider,expanded,4,general,friendly,elephant,0.52
12,general,multi_slider,expanded,4,general,lazy,elephant,0.67
12,general,multi_slider,expanded,4,general,striped,elephant,0.06
12,general,multi_slider,expanded,4,general,proud,elephant,0.54
12,general,multi_slider,expanded,4,general,strong,elephant,0.9
12,general,multi_slider,core,4,general,big,elephant,0.9
12,general,multi_slider,expanded,4,general,hairy,elephant,0.34
12,general,multi_slider,expanded,4,general,fierce,elephant,0.44
12,general,multi_slider,core,10,general,strong,turtle,0.24
12,general,multi_slider,core,10,general,slow,turtle,0.96
12,general,multi_slider,expanded,10,general,hard,turtle,0.5
12,general,multi_slider,expanded,10,general,big,turtle,0.38
12,general,multi_slider,expanded,10,general,hairy,turtle,0.08
12,general,multi_slider,expanded,10,general,lazy,turtle,0.84
12,general,multi_slider,expanded,10,general,majestic,turtle,0.38
12,general,multi_slider,expanded,10,general,fast,turtle,0.06
12,general,multi_slider,expanded,5,general,loyal,panda,0.65
12,general,multi_slider,expanded,5,general,lazy,panda,0.8
12,general,multi_slider,expanded,5,general,hard,panda,0.27
12,general,multi_slider,core,5,general,cute,panda,0.79
12,general,multi_slider,expanded,5,general,playful,panda,0.82
12,general,multi_slider,core,5,general,big,panda,0.66
12,general,multi_slider,expanded,5,general,friendly,panda,0.82
12,general,multi_slider,expanded,5,general,majestic,panda,0.75
12,general,multi_slider,expanded,9,general,sleek,cheetah,0.9
12,general,multi_slider,expanded,9,general,loyal,cheetah,0.18
12,general,multi_slider,expanded,9,general,funny,cheetah,0.22
12,general,multi_slider,expanded,9,general,cute,cheetah,0.68
12,general,multi_slider,expanded,9,general,playful,cheetah,0.44
12,general,multi_slider,expanded,9,general,friendly,cheetah,0.38
12,general,multi_slider,core,9,general,agile,cheetah,0.93
12,general,multi_slider,expanded,9,general,dumb,cheetah,0.53
12,general,multi_slider,expanded,9,general,small,cheetah,0.53
12,general,multi_slider,expanded,9,general,quiet,cheetah,0.54
12,general,multi_slider,expanded,9,general,lazy,cheetah,0.23
12,general,multi_slider,core,9,general,fast,cheetah,0.96
12,general,multi_slider,expanded,9,general,industrious,cheetah,0.74
12,general,multi_slider,expanded,9,general,smart,cheetah,0.72
13,specific,multi_slider,expanded,12,cute,agile,rabbit,0.67
13,specific,multi_slider,expanded,12,cute,friendly,rabbit,0.47
13,specific,multi_slider,expanded,12,cute,sleek,rabbit,0.58
13,specific,multi_slider,expanded,12,cute,loyal,rabbit,0.47
13,specific,multi_slider,core,12,cute,fast,rabbit,0.78
13,specific,multi_slider,expanded,12,cute,lazy,rabbit,0.4
13,specific,multi_slider,expanded,12,cute,playful,rabbit,0.47
13,specific,multi_slider,core,12,cute,cute,rabbit,0.32
13,general,multi_slider,expanded,8,general,slithery,giraffe,0.34
13,general,multi_slider,core,8,general,tall,giraffe,0.82
13,general,multi_slider,expanded,8,general,fast,giraffe,0.45
13,general,multi_slider,expanded,8,general,strong,giraffe,0.47
13,general,multi_slider,core,8,general,long,giraffe,0.67
13,specific,multi_slider,expanded,9,fast,funny,cheetah,0.37
13,specific,multi_slider,expanded,9,fast,loyal,cheetah,0.38
13,specific,multi_slider,expanded,9,fast,quiet,cheetah,0.35
13,specific,multi_slider,expanded,9,fast,lazy,cheetah,0.29
13,specific,multi_slider,expanded,9,fast,friendly,cheetah,0.33
13,specific,multi_slider,expanded,9,fast,cute,cheetah,0.35
13,specific,multi_slider,core,9,fast,fast,cheetah,0.81
13,specific,multi_slider,expanded,9,fast,playful,cheetah,0.52
13,specific,multi_slider,expanded,9,fast,small,cheetah,0.36
13,specific,multi_slider,expanded,9,fast,dumb,cheetah,0.27
13,specific,multi_slider,expanded,9,fast,industrious,cheetah,0.43
13,specific,multi_slider,expanded,9,fast,smart,cheetah,0.34
13,specific,multi_slider,core,9,fast,agile,cheetah,0.75
13,specific,multi_slider,expanded,9,fast,sleek,cheetah,0.65
13,specific,multi_slider,expanded,2,majestic,lazy,whale,0.32
13,specific,multi_slider,expanded,2,majestic,playful,whale,0.45
13,specific,multi_slider,expanded,2,majestic,slow,whale,0.57
13,specific,multi_slider,expanded,2,majestic,friendly,whale,0.33
13,specific,multi_slider,expanded,2,majestic,strong,whale,0.36
13,specific,multi_slider,expanded,2,majestic,cute,whale,0.33
13,specific,multi_slider,expanded,2,majestic,fierce,whale,0.36
13,specific,multi_slider,core,2,majestic,majestic,whale,0.22
13,specific,multi_slider,expanded,2,majestic,proud,whale,0.43
13,specific,multi_slider,expanded,2,majestic,loyal,whale,0.49
13,specific,multi_slider,expanded,2,majestic,fast,whale,0.33
13,specific,multi_slider,core,2,majestic,big,whale,0.8
13,specific,multi_slider,expanded,2,majestic,hard,whale,0.51
13,specific,multi_slider,expanded,5,big,playful,panda,0.68
13,specific,multi_slider,expanded,5,big,friendly,panda,0.73
13,specific,multi_slider,core,5,big,big,panda,0.66
13,specific,multi_slider,core,5,big,cute,panda,0.62
13,specific,multi_slider,expanded,5,big,majestic,panda,0.47
13,specific,multi_slider,expanded,5,big,hard,panda,0.29
13,specific,multi_slider,expanded,5,big,loyal,panda,0.49
13,specific,multi_slider,expanded,5,big,lazy,panda,0.45
13,specific,multi_slider,expanded,4,hard,fierce,elephant,0.5
13,specific,multi_slider,expanded,4,hard,lazy,elephant,0.38
13,specific,multi_slider,core,4,hard,hard,elephant,0.45
13,specific,multi_slider,expanded,4,hard,hairy,elephant,0.46
13,specific,multi_slider,expanded,4,hard,cute,elephant,0.33
13,specific,multi_slider,expanded,4,hard,loyal,elephant,0.65
13,specific,multi_slider,core,4,hard,big,elephant,0.7
13,specific,multi_slider,expanded,4,hard,friendly,elephant,0.56
13,specific,multi_slider,expanded,4,hard,playful,elephant,0.36
13,specific,multi_slider,expanded,4,hard,slow,elephant,0.71
13,specific,multi_slider,expanded,4,hard,proud,elephant,0.41
13,specific,multi_slider,expanded,4,hard,fast,elephant,0.37
13,specific,multi_slider,expanded,4,hard,strong,elephant,0.6
13,specific,multi_slider,expanded,4,hard,majestic,elephant,0.58
13,specific,multi_slider,expanded,4,hard,striped,elephant,0.07
14,general,multi_slider,core,2,general,majestic,whale,0.31
14,general,multi_slider,expanded,2,general,loyal,whale,0.52
14,general,multi_slider,expanded,2,general,hard,whale,0.52
14,general,multi_slider,expanded,2,general,lazy,whale,0.52
14,general,multi_slider,expanded,2,general,playful,whale,0.41
14,general,multi_slider,expanded,2,general,cute,whale,0.24
14,general,multi_slider,core,2,general,big,whale,0.98
14,general,multi_slider,expanded,2,general,strong,whale,0.78
14,general,multi_slider,expanded,2,general,proud,whale,0.51
14,general,multi_slider,expanded,2,general,fierce,whale,0.52
14,general,multi_slider,expanded,2,general,fast,whale,0.31
14,general,multi_slider,expanded,2,general,friendly,whale,0.49
14,general,multi_slider,expanded,2,general,slow,whale,0.69
14,general,multi_slider,expanded,7,general,loyal,penguin,0.49
14,general,multi_slider,expanded,7,general,playful,penguin,0.58
14,general,multi_slider,expanded,7,general,loud,penguin,0.4
14,general,multi_slider,core,7,general,funny,penguin,0.77
14,general,multi_slider,core,7,general,cute,penguin,0.65
14,general,multi_slider,expanded,7,general,friendly,penguin,0.5
14,general,multi_slider,expanded,7,general,lazy,penguin,0.65
14,general,multi_slider,expanded,7,general,smart,penguin,0.48
14,general,multi_slider,expanded,5,general,loyal,panda,0.46
14,general,multi_slider,expanded,5,general,hard,panda,0.23
14,general,multi_slider,expanded,5,general,playful,panda,0.79
14,general,multi_slider,core,5,general,cute,panda,0.86
14,general,multi_slider,core,5,general,big,panda,0.56
14,general,multi_slider,expanded,5,general,lazy,panda,0.91
14,general,multi_slider,expanded,5,general,majestic,panda,0.43
14,general,multi_slider,expanded,5,general,friendly,panda,0.8
14,specific,multi_slider,expanded,11,fierce,majestic,lion,0.79
14,specific,multi_slider,expanded,11,fierce,proud,lion,0.61
14,specific,multi_slider,core,11,fierce,fierce,lion,0.87
14,specific,multi_slider,core,11,fierce,strong,lion,0.73
14,specific,multi_slider,expanded,11,fierce,hairy,lion,0.49
14,specific,multi_slider,expanded,11,fierce,hard,lion,0.22
14,specific,multi_slider,expanded,11,fierce,striped,lion,0
14,specific,multi_slider,expanded,11,fierce,big,lion,0.47
14,specific,multi_slider,expanded,11,fierce,fast,lion,0.57
14,specific,multi_slider,expanded,3,small,agile,bird,0.39
14,specific,multi_slider,core,3,small,fast,bird,0.52
14,specific,multi_slider,expanded,3,small,sleek,bird,0.59
14,specific,multi_slider,expanded,3,small,quiet,bird,0.4
14,specific,multi_slider,expanded,3,small,industrious,bird,0.42
14,specific,multi_slider,core,3,small,small,bird,0.86
14,specific,multi_slider,expanded,10,slow,hard,turtle,0.46
14,specific,multi_slider,core,10,slow,slow,turtle,0.89
14,specific,multi_slider,expanded,10,slow,fast,turtle,0.08
14,specific,multi_slider,expanded,10,slow,big,turtle,0.46
14,specific,multi_slider,expanded,10,slow,majestic,turtle,0.46
14,specific,multi_slider,core,10,slow,strong,turtle,0.46
14,specific,multi_slider,expanded,10,slow,lazy,turtle,0.46
14,specific,multi_slider,expanded,10,slow,hairy,turtle,0.45
15,specific,multi_slider,expanded,2,majestic,cute,whale,0.21
15,specific,multi_slider,expanded,2,majestic,lazy,whale,0.15
15,specific,multi_slider,expanded,2,majestic,friendly,whale,0.46
15,specific,multi_slider,expanded,2,majestic,proud,whale,0.33
15,specific,multi_slider,expanded,2,majestic,strong,whale,0.21
15,specific,multi_slider,expanded,2,majestic,playful,whale,0.63
15,specific,multi_slider,core,2,majestic,big,whale,0.33
15,specific,multi_slider,expanded,2,majestic,fast,whale,0.21
15,specific,multi_slider,expanded,2,majestic,loyal,whale,0.09
15,specific,multi_slider,expanded,2,majestic,hard,whale,0.18
15,specific,multi_slider,expanded,2,majestic,slow,whale,0.24
15,specific,multi_slider,expanded,2,majestic,fierce,whale,0.12
15,specific,multi_slider,core,2,majestic,majestic,whale,0.36
15,general,multi_slider,expanded,11,general,hard,lion,0.36
15,general,multi_slider,expanded,11,general,big,lion,0.45
15,general,multi_slider,expanded,11,general,hairy,lion,0.44
15,general,multi_slider,core,11,general,fierce,lion,0.67
15,general,multi_slider,expanded,11,general,striped,lion,0.09
15,general,multi_slider,expanded,11,general,proud,lion,0.77
15,general,multi_slider,expanded,11,general,fast,lion,0.51
15,general,multi_slider,core,11,general,strong,lion,0.8
15,general,multi_slider,expanded,11,general,majestic,lion,0.79
15,specific,multi_slider,expanded,9,fast,playful,cheetah,0.19
15,specific,multi_slider,expanded,9,fast,quiet,cheetah,0.16
15,specific,multi_slider,core,9,fast,agile,cheetah,0.92
15,specific,multi_slider,expanded,9,fast,dumb,cheetah,0.09
15,specific,multi_slider,expanded,9,fast,small,cheetah,0.09
15,specific,multi_slider,expanded,9,fast,funny,cheetah,0.19
15,specific,multi_slider,expanded,9,fast,smart,cheetah,0.38
15,specific,multi_slider,core,9,fast,fast,cheetah,1
15,specific,multi_slider,expanded,9,fast,sleek,cheetah,0.69
15,specific,multi_slider,expanded,9,fast,loyal,cheetah,0.57
15,specific,multi_slider,expanded,9,fast,cute,cheetah,0.41
15,specific,multi_slider,expanded,9,fast,industrious,cheetah,0.33
15,specific,multi_slider,expanded,9,fast,lazy,cheetah,0.2
15,specific,multi_slider,expanded,9,fast,friendly,cheetah,0.25
15,general,multi_slider,expanded,6,general,playful,monkey,0.88
15,general,multi_slider,expanded,6,general,happy,monkey,0.7
15,general,multi_slider,expanded,6,general,loyal,monkey,0.3
15,general,multi_slider,expanded,6,general,cute,monkey,0.39
15,general,multi_slider,expanded,6,general,sleek,monkey,0.18
15,general,multi_slider,expanded,6,general,industrious,monkey,0.36
15,general,multi_slider,core,6,general,smart,monkey,0.65
15,general,multi_slider,expanded,6,general,friendly,monkey,0.6
15,general,multi_slider,expanded,6,general,quiet,monkey,0.11
15,general,multi_slider,expanded,6,general,loud,monkey,0.8
15,general,multi_slider,expanded,6,general,dumb,monkey,0.31
15,general,multi_slider,expanded,6,general,agile,monkey,0.73
15,general,multi_slider,core,6,general,funny,monkey,0.85
15,general,multi_slider,expanded,6,general,lazy,monkey,0.38
15,general,multi_slider,expanded,6,general,busy,monkey,0.49
15,general,multi_slider,expanded,6,general,small,monkey,0.29
15,general,multi_slider,expanded,6,general,fast,monkey,0.8
15,specific,multi_slider,expanded,1,industrious,busy,ant,0.82
15,specific,multi_slider,expanded,1,industrious,funny,ant,0.1
15,specific,multi_slider,core,1,industrious,industrious,ant,0.84
15,specific,multi_slider,expanded,1,industrious,agile,ant,0.21
15,specific,multi_slider,core,1,industrious,small,ant,0.82
