"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.option1"	"Answer.option2"	"Answer.option1Types"	"Answer.option2Types"	"Answer.orders"	"Answer.discourseOrders"	"Answer.qualities"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3QXNC7EIPIWJN6L9JAKOG249TP6097"	25	"Submitted"	"Wed Feb 25 03:09:23 PST 2015"	"Tue Feb 24 10:27:55 PST 2015"	"Tue Feb 24 10:29:23 PST 2015"	""	""	""	""	""	"1"	"[0.54,0.51]"	"[0.55,1]"	"[""literal"",""literal""]"	"[""literal"",""figurative""]"	"[1,2]"	"[""lit-lit"",""lit-fig""]"	"[""sweet"",""tall""]"	"""M"""	"""45"""	"""8"""	"""English"""	"""Looking forward to the results"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"33C7UALJVLZJGQNHA1IAUBS8EBU81T"	26	"Submitted"	"Wed Feb 25 03:10:10 PST 2015"	"Tue Feb 24 10:28:58 PST 2015"	"Tue Feb 24 10:30:10 PST 2015"	""	""	""	""	""	"1"	"[0.63,0.61]"	"[0.63,0.82]"	"[""literal"",""literal""]"	"[""literal"",""figurative""]"	"[1,2]"	"[""lit-lit"",""lit-fig""]"	"[""sweet"",""tall""]"	"""M"""	"""25"""	"""6"""	"""english"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"32EYX73OY0A57STBBYYUWUSAF0FURQ"	27	"Submitted"	"Wed Feb 25 03:10:23 PST 2015"	"Tue Feb 24 10:28:10 PST 2015"	"Tue Feb 24 10:30:23 PST 2015"	""	""	""	""	""	"1"	"[0.59,0.81]"	"[0.91,0.53]"	"[""literal"",""literal""]"	"[""figurative"",""literal""]"	"[1,2]"	"[""lit-fig"",""lit-lit""]"	"[""sweet"",""tall""]"	"""M"""	"""55"""	"""4"""	"""English"""	"""none"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3FTYUGLFSUMUL3KRSWV2JTJQ1IW5DE"	28	"Submitted"	"Wed Feb 25 03:10:27 PST 2015"	"Tue Feb 24 10:29:28 PST 2015"	"Tue Feb 24 10:30:27 PST 2015"	""	""	""	""	""	"1"	"[0.63,0.71]"	"[1,0.71]"	"[""literal"",""literal""]"	"[""figurative"",""literal""]"	"[1,2]"	"[""lit-fig"",""lit-lit""]"	"[""tall"",""sweet""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3HUTX6F6VUOTQ3ST0M7KWGSDLMC2O7"	29	"Submitted"	"Wed Feb 25 03:10:29 PST 2015"	"Tue Feb 24 10:28:50 PST 2015"	"Tue Feb 24 10:30:29 PST 2015"	""	""	""	""	""	"1"	"[0.67,0.97]"	"[0.67,0.81]"	"[""literal"",""figurative""]"	"[""literal"",""literal""]"	"[1,2]"	"[""lit-lit"",""fig-lit""]"	"[""tall"",""sweet""]"	"""F"""	"""45"""	"""0"""	"""English"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3L0KT67Y8EHYPGDT0OVOPP3JXQASYB"	30	"Submitted"	"Wed Feb 25 03:10:46 PST 2015"	"Tue Feb 24 10:29:22 PST 2015"	"Tue Feb 24 10:30:46 PST 2015"	""	""	""	""	""	"1"	"[0.25,0.78]"	"[0.75,0.63]"	"[""literal"",""literal""]"	"[""figurative"",""literal""]"	"[1,2]"	"[""lit-fig"",""lit-lit""]"	"[""sweet"",""tall""]"	"""F"""	"""45"""	"""4"""	"""English"""	"""Fun!  Thank you!"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XXU1SWE8MWXSPVEBGYOCXFTZ7O0AM"	31	"Submitted"	"Wed Feb 25 03:11:11 PST 2015"	"Tue Feb 24 10:28:38 PST 2015"	"Tue Feb 24 10:31:11 PST 2015"	""	""	""	""	""	"1"	"[0.76,0.97]"	"[0.69,0.72]"	"[""literal"",""figurative""]"	"[""literal"",""literal""]"	"[1,2]"	"[""lit-lit"",""fig-lit""]"	"[""sweet"",""tall""]"	"""F"""	"""35"""	"""4"""	"""English"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3LOTDFNYA70LW6D7F3D1XTZOXSGFWG"	32	"Submitted"	"Wed Feb 25 03:11:17 PST 2015"	"Tue Feb 24 10:29:44 PST 2015"	"Tue Feb 24 10:31:17 PST 2015"	""	""	""	""	""	"1"	"[0.82,0.77]"	"[0.82,0.99]"	"[""literal"",""literal""]"	"[""literal"",""figurative""]"	"[1,2]"	"[""lit-lit"",""lit-fig""]"	"[""sweet"",""tall""]"	"""F"""	"""66"""	"""4"""	"""English"""	"""none"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3EQHHY4HQSTXXNUIUMWAPEMNEAC5GO"	33	"Submitted"	"Wed Feb 25 03:11:52 PST 2015"	"Tue Feb 24 10:30:22 PST 2015"	"Tue Feb 24 10:31:52 PST 2015"	""	""	""	""	""	"1"	"[0.88,0.65]"	"[0.59,0.66]"	"[""figurative"",""literal""]"	"[""literal"",""literal""]"	"[1,2]"	"[""fig-lit"",""lit-lit""]"	"[""sweet"",""tall""]"	"""F"""	"""55"""	"""4"""	"""English"""	"""No comments"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"36ZN444YTRZX1O6VPPSCJWZUAI9IOY"	34	"Submitted"	"Wed Feb 25 03:12:53 PST 2015"	"Tue Feb 24 10:26:54 PST 2015"	"Tue Feb 24 10:32:53 PST 2015"	""	""	""	""	""	"1"	"[0.55,0.63]"	"[0.84,0.67]"	"[""literal"",""literal""]"	"[""figurative"",""literal""]"	"[1,2]"	"[""lit-fig"",""lit-lit""]"	"[""sweet"",""tall""]"	"""F"""	"""45"""	"""4"""	"""English"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"340UGXU9DY2X0ZASKI34XRHD06SUVJ"	35	"Submitted"	"Wed Feb 25 03:13:09 PST 2015"	"Tue Feb 24 10:30:00 PST 2015"	"Tue Feb 24 10:33:09 PST 2015"	""	""	""	""	""	"1"	"[0.85,0.85]"	"[0.85,0.99]"	"[""literal"",""literal""]"	"[""literal"",""figurative""]"	"[1,2]"	"[""lit-lit"",""lit-fig""]"	"[""tall"",""sweet""]"	"""F"""	"""35"""	"""11"""	"""English"""	"""None - Thank you!"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"39OWYR0EPKSPLB87U4VPIQK480GFYF"	36	"Submitted"	"Wed Feb 25 03:14:50 PST 2015"	"Tue Feb 24 10:31:00 PST 2015"	"Tue Feb 24 10:34:50 PST 2015"	""	""	""	""	""	"1"	"[0.91,0.58]"	"[0.66,0.59]"	"[""figurative"",""literal""]"	"[""literal"",""literal""]"	"[1,2]"	"[""fig-lit"",""lit-lit""]"	"[""tall"",""sweet""]"	"""M"""	"""35"""	"""6"""	"""Chinese"""	"""Nope"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"36AHBNMV1RDSNRUB3Y0ZUQHJWN0DY2"	37	"Submitted"	"Wed Feb 25 03:29:25 PST 2015"	"Tue Feb 24 10:27:43 PST 2015"	"Tue Feb 24 10:49:25 PST 2015"	""	""	""	""	""	"1"	"[0.99,0.72]"	"[0.72,0.72]"	"[""figurative"",""literal""]"	"[""literal"",""literal""]"	"[1,2]"	"[""fig-lit"",""lit-lit""]"	"[""sweet"",""tall""]"	"""M"""	"""35"""	"""4"""	"""English"""	"""Thanks"""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3OF2M9AATGP06NAQR1O5CALBMQ1KZD"	38	"Submitted"	"Wed Feb 25 03:42:43 PST 2015"	"Tue Feb 24 10:28:51 PST 2015"	"Tue Feb 24 11:02:43 PST 2015"	""	""	""	""	""	"1"	"[0.73,1]"	"[0.73,0.69]"	"[""literal"",""figurative""]"	"[""literal"",""literal""]"	"[1,2]"	"[""lit-lit"",""fig-lit""]"	"[""sweet"",""tall""]"	"""M"""	"""35"""	"""6"""	"""english"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3A0EX8ZRN8PZ8UWRP29TZ0TJT2OYBG"	39	"Submitted"	"Wed Feb 25 03:43:11 PST 2015"	"Tue Feb 24 10:28:56 PST 2015"	"Tue Feb 24 11:03:11 PST 2015"	""	""	""	""	""	"1"	"[0.76,1]"	"[0.76,0.52]"	"[""literal"",""figurative""]"	"[""literal"",""literal""]"	"[1,2]"	"[""lit-lit"",""fig-lit""]"	"[""sweet"",""tall""]"	"""F"""	"""35"""	"""6"""	"""English"""	""""""
"3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3XL0AZPMI5CQC481FIO9TUT2MNSCQZ"	"Fun experiment about conversations!"	"Read different conversations and answer questions about them. This should take around 5 minutes."	"behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Mon Feb 23 14:29:05 PST 2015"	"40"	"0"	"0"	"20"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Tue Feb 24 12:25:36 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV45TNZ3724HEXVOVJFFBDF"	"3ZDAD0O1T1EA4B0YKSECGGSWX3TXTY"	40	"Submitted"	"Wed Feb 25 03:56:48 PST 2015"	"Tue Feb 24 10:27:44 PST 2015"	"Tue Feb 24 11:16:48 PST 2015"	""	""	""	""	""	"1"	"[0.63,0.61]"	"[0.67,0.64]"	"[""literal"",""figurative""]"	"[""literal"",""literal""]"	"[1,2]"	"[""lit-lit"",""fig-lit""]"	"[""sweet"",""tall""]"	"""F"""	"""35"""	"""6"""	"""english"""	""""""
