"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.adjectives"	"Answer.comments"	"Answer.gender"	"Answer.categoryIDs"	"Answer.nativeLanguage"	"Answer.orders"	"Answer.income"	"Answer.animals"	"Answer.age"
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"25GX7H57DZKP9RUJCI8DS25Q5AH1BE"	"AXVL79LAL2OPX"	"Approved"	"Tue Dec 17 02:14:26 PST 2013"	"Mon Dec 16 08:30:34 PST 2013"	"Mon Dec 16 09:34:26 PST 2013"	"Tue Dec 17 02:19:51 PST 2013"	""	""	""	""	"[""fierce"",""small"",""majestic"",""strong"",""simple"",""quick"",""loud"",""fast"",""smart"",""sly"",""strong"",""mean"",""big"",""blind"",""lovely"",""large"",""friendly"",""dumb"",""protective"",""quick"",""huge"",""strong"",""tasty"",""busy"",""hungry"",""playful"",""large"",""nimble"",""messy"",""speedy"",""floating"",""ugly""]"	""""""	"""M"""	"[20,24,5,3,27,31,22,30,10,14,18,32,28,2,16,29,9,8,4,26,6,23,13,1,17,7,12,21,25,19,11,15]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""LION"",""PENGUIN"",""BIRD"",""BEAR"",""SHEEP"",""ZEBRA"",""OWL"",""WOLF"",""DOLPHIN"",""FOX"",""HORSE"",""SHARK"",""TIGER"",""BAT"",""GOOSE"",""WHALE"",""DOG"",""COW"",""BEE"",""RABBIT"",""BUFFALO"",""OX"",""FISH"",""ANT"",""GOAT"",""CAT"",""ELEPHANT"",""MONKEY"",""PIG"",""KANGAROO"",""DUCK"",""FROG""]"	"""45"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"26TVP9746OQ1M0GV3VX7651VH4QL1G"	"A1BNQ6H4SJZ2X5"	"Approved"	"Tue Dec 17 02:26:50 PST 2013"	"Mon Dec 16 08:19:57 PST 2013"	"Mon Dec 16 09:46:50 PST 2013"	"Tue Dec 17 02:29:49 PST 2013"	""	""	""	""	"[""strong"",""slimy"",""fierce"",""noisy"",""elusive"",""timid"",""large"",""instinctive"",""bold"",""fat"",""brave"",""wild"",""wild"",""scary"",""angry"",""annoying"",""funny"",""strong"",""scary"",""large"",""quick"",""athletic"",""friendly"",""fast"",""shy"",""fast"",""hungry"",""funny"",""fat"",""unqiue"",""busy"",""funny""]"	"""that was cool. thanks"""	"""M"""	"[23,15,28,11,26,7,29,22,3,8,5,16,6,2,30,1,21,20,32,12,14,19,10,18,27,13,9,24,25,31,4,17]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""OX"",""FROG"",""TIGER"",""DUCK"",""RABBIT"",""CAT"",""WHALE"",""OWL"",""BEAR"",""COW"",""BIRD"",""GOOSE"",""BUFFALO"",""BAT"",""WOLF"",""ANT"",""MONKEY"",""LION"",""SHARK"",""ELEPHANT"",""FOX"",""KANGAROO"",""DOLPHIN"",""HORSE"",""SHEEP"",""FISH"",""DOG"",""PENGUIN"",""PIG"",""ZEBRA"",""BEE"",""GOAT""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2XDVWJ5OPB0YPTPDURNBDEPERWA4WD"	"A2359YG3YH3M31"	"Approved"	"Tue Dec 17 02:33:57 PST 2013"	"Mon Dec 16 09:52:12 PST 2013"	"Mon Dec 16 09:53:57 PST 2013"	"Tue Dec 17 02:34:53 PST 2013"	""	""	""	""	"[""fat"",""milk"",""white"",""smart"",""big"",""angry"",""cute"",""violent"",""calm"",""nice"",""dangerous"",""fast"",""fast"",""smart"",""fast"",""strong"",""cute"",""loyal"",""harmful"",""black"",""strong"",""fast"",""big"",""small"",""big"",""big"",""huge"",""scary"",""strong"",""useful"",""black"",""smart""]"	""""""	"""M"""	"[25,8,31,14,16,20,19,28,22,7,30,11,26,21,10,17,9,5,4,2,23,13,3,1,12,18,29,32,6,27,24,15]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""6"""	"[""PIG"",""COW"",""ZEBRA"",""FOX"",""GOOSE"",""LION"",""KANGAROO"",""TIGER"",""OWL"",""CAT"",""WOLF"",""DUCK"",""RABBIT"",""MONKEY"",""DOLPHIN"",""GOAT"",""DOG"",""BIRD"",""BEE"",""BAT"",""OX"",""FISH"",""BEAR"",""ANT"",""ELEPHANT"",""HORSE"",""WHALE"",""SHARK"",""BUFFALO"",""SHEEP"",""PENGUIN"",""FROG""]"	"""25"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"28U4E6AUBXHWMUXKHE0VHZWIOE5X1L"	"A34ZSF2JSRXIRP"	"Approved"	"Tue Dec 17 02:35:45 PST 2013"	"Mon Dec 16 09:51:43 PST 2013"	"Mon Dec 16 09:55:45 PST 2013"	"Tue Dec 17 02:39:52 PST 2013"	""	""	""	""	"[""lazy"",""smart"",""striped"",""fast"",""busy"",""sturdy"",""powerful"",""stubborn"",""graceful"",""social"",""free"",""steady"",""rapid"",""loyal"",""majestic"",""solitary"",""nimble"",""boring"",""deadly"",""nocturnal"",""noisy"",""sly"",""industrious"",""dumb"",""stubborn"",""fierce"",""misunderstood"",""wise"",""patterned"",""endangered"",""mean"",""deadly""]"	""""""	"""F"""	"[8,21,31,18,1,23,12,17,29,24,5,6,26,9,30,19,10,13,32,2,15,14,4,27,7,3,25,22,11,28,16,20]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""8"""	"[""COW"",""MONKEY"",""ZEBRA"",""HORSE"",""ANT"",""OX"",""ELEPHANT"",""GOAT"",""WHALE"",""PENGUIN"",""BIRD"",""BUFFALO"",""RABBIT"",""DOG"",""WOLF"",""KANGAROO"",""DOLPHIN"",""FISH"",""SHARK"",""BAT"",""FROG"",""FOX"",""BEE"",""SHEEP"",""CAT"",""BEAR"",""PIG"",""OWL"",""DUCK"",""TIGER"",""GOOSE"",""LION""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2TZ9KQW618N407NK8IV53CEYK61NLY"	"ACGICFVY692HL"	"Approved"	"Tue Dec 17 02:36:48 PST 2013"	"Mon Dec 16 09:52:20 PST 2013"	"Mon Dec 16 09:56:48 PST 2013"	"Tue Dec 17 02:39:53 PST 2013"	""	""	""	""	"[""small"",""large"",""scary"",""quiet"",""furious"",""tough"",""big"",""annoying"",""good"",""courageous"",""proud"",""afraid"",""funny"",""friendly"",""lively"",""lazy"",""scary"",""manic"",""repulsive"",""dangerous"",""happy"",""lazy"",""charming"",""tense"",""annoying"",""gentle"",""manic"",""scary"",""timid"",""friendly"",""friendly"",""gentle""]"	""""""	"""M"""	"[14,3,32,22,28,23,29,16,8,20,12,1,21,18,5,24,2,17,13,4,15,7,31,26,11,25,19,30,27,9,10,6]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""FOX"",""BEAR"",""SHARK"",""OWL"",""TIGER"",""OX"",""WHALE"",""GOOSE"",""COW"",""LION"",""ELEPHANT"",""ANT"",""MONKEY"",""HORSE"",""BIRD"",""PENGUIN"",""BAT"",""GOAT"",""FISH"",""BEE"",""FROG"",""CAT"",""ZEBRA"",""RABBIT"",""DUCK"",""PIG"",""KANGAROO"",""WOLF"",""SHEEP"",""DOG"",""DOLPHIN"",""BUFFALO""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"298KPEIB9BAWF5C2LVWV3UD8JLW0XG"	"AST33WVZ5QC05"	"Approved"	"Tue Dec 17 02:37:12 PST 2013"	"Mon Dec 16 08:28:38 PST 2013"	"Mon Dec 16 09:57:12 PST 2013"	"Tue Dec 17 02:39:53 PST 2013"	""	""	""	""	"[""beautiful"",""sly"",""strong"",""large"",""green"",""fierce"",""black"",""striped"",""gray"",""tan"",""wise"",""stubborn"",""white"",""striped"",""smelly"",""yellow"",""cold"",""brown"",""dirty"",""fun"",""brave"",""white"",""huge"",""silly"",""sharp"",""wild"",""fierce"",""soft"",""wooly"",""filthy"",""pretty"",""little""]"	""""""	"""F"""	"[5,14,23,29,15,28,2,4,30,19,22,17,16,31,13,11,24,8,9,10,20,26,12,21,32,6,3,7,27,25,18,1]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""BIRD"",""FOX"",""OX"",""WHALE"",""FROG"",""TIGER"",""BAT"",""BEE"",""WOLF"",""KANGAROO"",""OWL"",""GOAT"",""GOOSE"",""ZEBRA"",""FISH"",""DUCK"",""PENGUIN"",""COW"",""DOG"",""DOLPHIN"",""LION"",""RABBIT"",""ELEPHANT"",""MONKEY"",""SHARK"",""BUFFALO"",""BEAR"",""CAT"",""SHEEP"",""PIG"",""HORSE"",""ANT""]"	"""45"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"21DFQ0ONNVRHVX7T5J7RH76SS1QULR"	"A6HKCHY1RVBK7"	"Approved"	"Tue Dec 17 02:41:14 PST 2013"	"Mon Dec 16 08:25:47 PST 2013"	"Mon Dec 16 10:01:14 PST 2013"	"Tue Dec 17 02:44:54 PST 2013"	""	""	""	""	"[""dirty"",""funny"",""feisty"",""big"",""scary"",""sleepy"",""slimey"",""beautiful"",""furry"",""fuzzy"",""friendly"",""strong"",""stinky"",""noisy"",""sneaky"",""lonely"",""scary"",""slippery"",""creepy"",""playful"",""huge"",""dangerous"",""fat"",""noisy"",""stinky"",""friendly"",""scary"",""friendly"",""tiny"",""slippery"",""hairy"",""jumpy""]"	"""Thank you!"""	"""F"""	"[5,21,19,31,28,22,13,18,30,27,10,23,25,17,14,6,20,15,11,7,12,32,8,4,16,29,2,9,1,24,3,26]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""6"""	"[""BIRD"",""MONKEY"",""KANGAROO"",""ZEBRA"",""TIGER"",""OWL"",""FISH"",""HORSE"",""WOLF"",""SHEEP"",""DOLPHIN"",""OX"",""PIG"",""GOAT"",""FOX"",""BUFFALO"",""LION"",""FROG"",""DUCK"",""CAT"",""ELEPHANT"",""SHARK"",""COW"",""BEE"",""GOOSE"",""WHALE"",""BAT"",""DOG"",""ANT"",""PENGUIN"",""BEAR"",""RABBIT""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2MPKNQY2RCJK0GP0A88R6KUN7IR3SJ"	"A2LEY4X3LD8G26"	"Approved"	"Tue Dec 17 02:46:12 PST 2013"	"Mon Dec 16 08:52:32 PST 2013"	"Mon Dec 16 10:06:12 PST 2013"	"Tue Dec 17 02:49:52 PST 2013"	""	""	""	""	"[""intelligent"",""small"",""hungry"",""stupid"",""big"",""dangerous"",""striped"",""slow"",""dirty"",""feathery"",""smooth"",""slimy"",""busy"",""smart"",""clever"",""huge"",""tiny"",""strong"",""fast"",""sleepy"",""friendly"",""hungry"",""large"",""cold"",""blind"",""mighty"",""quick"",""jumpy"",""sturdy"",""clever"",""dumb"",""athletic""]"	""""""	"""M"""	"[10,11,30,21,3,28,31,27,25,5,24,15,4,22,7,12,1,23,18,13,9,32,29,16,2,20,26,19,8,14,17,6]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""10"""	"[""DOLPHIN"",""DUCK"",""WOLF"",""MONKEY"",""BEAR"",""TIGER"",""ZEBRA"",""SHEEP"",""PIG"",""BIRD"",""PENGUIN"",""FROG"",""BEE"",""OWL"",""CAT"",""ELEPHANT"",""ANT"",""OX"",""HORSE"",""FISH"",""DOG"",""SHARK"",""WHALE"",""GOOSE"",""BAT"",""LION"",""RABBIT"",""KANGAROO"",""COW"",""FOX"",""GOAT"",""BUFFALO""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2UWF0OHOVR14CAATYQ02NEC17ZC543"	"A170EDGL8ZWMSL"	"Approved"	"Tue Dec 17 02:49:21 PST 2013"	"Mon Dec 16 10:03:27 PST 2013"	"Mon Dec 16 10:09:21 PST 2013"	"Tue Dec 17 02:54:50 PST 2013"	""	""	""	""	"[""furry "",""King"",""strong"",""beautiful "",""fly"",""quack "",""sting "",""bark "",""jump "",""fly "",""wings "",""smart "",""cud "",""eyes "",""cotton "",""sly "",""pet "",""massive "",""funny "",""dedicated "",""mud "",""honey "",""pretty "",""grass "",""majestic "",""hop "",""jaws "",""stripes "",""trunk "",""grizzly "",""river "",""pack ""]"	""""""	"""M"""	"[26,20,23,28,16,11,1,9,15,5,2,10,8,22,27,14,7,6,21,24,25,4,18,17,29,19,32,31,12,3,13,30]"	"""English """	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""10"""	"[""RABBIT"",""LION"",""OX"",""TIGER"",""GOOSE"",""DUCK"",""ANT"",""DOG"",""FROG"",""BIRD"",""BAT"",""DOLPHIN"",""COW"",""OWL"",""SHEEP"",""FOX"",""CAT"",""BUFFALO"",""MONKEY"",""PENGUIN"",""PIG"",""BEE"",""HORSE"",""GOAT"",""WHALE"",""KANGAROO"",""SHARK"",""ZEBRA"",""ELEPHANT"",""BEAR"",""FISH"",""WOLF""]"	"""45"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2YUGMMEGOOGQMPCBEF12YEIZRM9BB8"	"A24U1CVP9MPV24"	"Approved"	"Tue Dec 17 02:57:08 PST 2013"	"Mon Dec 16 08:31:48 PST 2013"	"Mon Dec 16 10:17:08 PST 2013"	"Tue Dec 17 03:00:01 PST 2013"	""	""	""	""	"[""gray"",""stripped"",""angry"",""bouncy"",""fierce"",""strong"",""sly"",""strong"",""fat"",""mean"",""eerie"",""graceful"",""intelligent"",""sleek"",""loyal"",""slippery"",""wooly"",""large"",""giant"",""dominant"",""fast"",""fluffy"",""oily"",""dumb"",""graceful"",""unattractive"",""large"",""strong"",""massive"",""wise"",""stealthy"",""cold""]"	""""""	"""M"""	"[16,31,4,19,30,23,14,20,25,32,2,5,21,10,9,15,27,29,6,28,18,26,11,8,13,17,3,1,12,22,7,24]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""GOOSE"",""ZEBRA"",""BEE"",""KANGAROO"",""WOLF"",""OX"",""FOX"",""LION"",""PIG"",""SHARK"",""BAT"",""BIRD"",""MONKEY"",""DOLPHIN"",""DOG"",""FROG"",""SHEEP"",""WHALE"",""BUFFALO"",""TIGER"",""HORSE"",""RABBIT"",""DUCK"",""COW"",""FISH"",""GOAT"",""BEAR"",""ANT"",""ELEPHANT"",""OWL"",""CAT"",""PENGUIN""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2XIY2RCJK63ZPRTMN5BUOAQEGDB6VL"	"A70AS0KVKADBY"	"Approved"	"Tue Dec 17 02:59:11 PST 2013"	"Mon Dec 16 08:27:49 PST 2013"	"Mon Dec 16 10:19:11 PST 2013"	"Tue Dec 17 03:05:03 PST 2013"	""	""	""	""	"[""Slimy"",""Aggressive "",""Vicious "",""Cunning"",""Fierce"",""Large"",""Sharp"",""Big"",""Hungry"",""Loud"",""Cute"",""Finicky"",""Huge"",""Scaly"",""Smart"",""Large"",""Silly"",""Large"",""Ruthless"",""Quick"",""Fun"",""Fast"",""Creepy"",""Funny"",""Loyal"",""Fluffy"",""Strong"",""Soft"",""Striped"",""Intelligent"",""Dirty"",""Dominant""]"	"""This was pretty fun and interesting!"""	"""F"""	"[15,4,32,14,30,29,22,23,3,16,19,7,12,13,10,6,24,8,28,5,11,26,2,21,9,17,1,27,31,18,25,20]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""FROG"",""BEE"",""SHARK"",""FOX"",""WOLF"",""WHALE"",""OWL"",""OX"",""BEAR"",""GOOSE"",""KANGAROO"",""CAT"",""ELEPHANT"",""FISH"",""DOLPHIN"",""BUFFALO"",""PENGUIN"",""COW"",""TIGER"",""BIRD"",""DUCK"",""RABBIT"",""BAT"",""MONKEY"",""DOG"",""GOAT"",""ANT"",""SHEEP"",""ZEBRA"",""HORSE"",""PIG"",""LION""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"24PFCD45XCETHQISPP9N9TGU1TVZXP"	"A2IDNLHDBEMYC4"	"Approved"	"Tue Dec 17 03:07:36 PST 2013"	"Mon Dec 16 10:19:52 PST 2013"	"Mon Dec 16 10:27:36 PST 2013"	"Tue Dec 17 03:10:04 PST 2013"	""	""	""	""	"[""golden"",""furry"",""brown"",""African"",""golden"",""colorful"",""tiny"",""wild"",""dirty"",""brown"",""big"",""green"",""strong"",""brown"",""red"",""wooly"",""striped"",""black"",""brown"",""big"",""pink"",""white"",""black"",""yellow"",""striped"",""giant"",""gray"",""tufted"",""spotted"",""tuxodoed"",""gray"",""black""]"	"""No comments."""	"""F"""	"[13,30,21,20,16,5,32,19,11,14,18,15,23,3,1,27,28,2,6,12,25,26,8,4,31,29,10,22,7,24,17,9]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""FISH"",""WOLF"",""MONKEY"",""LION"",""GOOSE"",""BIRD"",""SHARK"",""KANGAROO"",""DUCK"",""FOX"",""HORSE"",""FROG"",""OX"",""BEAR"",""ANT"",""SHEEP"",""TIGER"",""BAT"",""BUFFALO"",""ELEPHANT"",""PIG"",""RABBIT"",""COW"",""BEE"",""ZEBRA"",""WHALE"",""DOLPHIN"",""OWL"",""CAT"",""PENGUIN"",""GOAT"",""DOG""]"	"""55"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"28ZQEOZFYQS165JRKKORJS4N9U3HKW"	"A10XYFXQYJKBXF"	"Approved"	"Tue Dec 17 03:18:10 PST 2013"	"Mon Dec 16 10:29:51 PST 2013"	"Mon Dec 16 10:38:10 PST 2013"	"Tue Dec 17 03:20:05 PST 2013"	""	""	""	""	"[""SMART"",""WHITE"",""BENGAL"",""MILK"",""BLOOD"",""RACE"",""MOUNTAIN"",""RED"",""BLUE"",""HONEY"",""WHITE"",""STRIPE"",""INTELIGENT"",""BLACK"",""FIRE"",""BIG"",""BLUE"",""WHITE"",""GREY"",""FUNNY"",""BROWN"",""BIG"",""AFRICAN"",""SPERM"",""JUNGLE"",""NIGHT"",""JUMPING"",""FRIED"",""BLIND"",""FAST"",""JUMPING"",""DING""]"	"""NONE"""	"""M"""	"[21,27,28,17,25,18,20,14,5,4,32,31,10,3,1,9,6,16,30,24,8,23,12,29,7,22,19,13,11,26,15,2]"	"""ENGLISH"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""MONKEY"",""SHEEP"",""TIGER"",""GOAT"",""PIG"",""HORSE"",""LION"",""FOX"",""BIRD"",""BEE"",""SHARK"",""ZEBRA"",""DOLPHIN"",""BEAR"",""ANT"",""DOG"",""BUFFALO"",""GOOSE"",""WOLF"",""PENGUIN"",""COW"",""OX"",""ELEPHANT"",""WHALE"",""CAT"",""OWL"",""KANGAROO"",""FISH"",""DUCK"",""RABBIT"",""FROG"",""BAT""]"	"""65"""
