workerid	Answer.gender	Answer.age	Answer.income	Answer.categoryIDs	Answer.orders	Answer.speakers	Answer.animals	Answer.f1s	Answer.f2s	Answer.f3s	Answer.conditions	Answer.f1probs	Answer.f2probs	Answer.f3probs
A2YKYAZYVWOXBO	M	45	6	30,9,20,26,23,11,8,28,16,22,25,29,24,7,12,1,14,13,5,32,27,6,18,4,21,15,2,19,10,3,17,31	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Eric,Henry,Charles,Bob,Victor,Albert,Barry,Winston,Zach,Ivan,Robert,Gary,Steve,Frank,Fred,Kenneth,Patrick,Jake,Alex,Jeff,Harry,Luke,Ethan,David,Tom,Matt,George,Quinn,Daniel,Owen,Calvin,Nathan	whale,dog,lion,rabbit,ox,duck,cow,sheep,goat,owl,pig,tiger,penguin,cat,elephant,ant,fox,fish,bird,zebra,shark,buffalo,horse,bee,monkey,frog,bat,kangaroo,dolphin,bear,goose,wolf	large,loyal,scary,fast,strong,loud,fat,wooly,funny,wise,dirty,striped,cold,independent,huge,small,sly,scaly,small,striped,scary,big,fast,busy,funny,slimy,scary,jumpy,smart,scary,loud,scary	graceful,friendly,strong,furry,big,cute,lazy,fluffy,hungry,quiet,fat,fierce,cute,lazy,smart,strong,smart,wet,graceful,exotic,mean,strong,strong,small,smart,noisy,blind,bouncy,friendly,big,mean,mean	majestic,happy,ferocious,cute,slow,quacking,dumb,dumb,loud,nocturnal,smelly,scary,funny,soft,heavy,busy,cunning,smelly,free,fast,dangerous,wild,beautiful,angry,playful,jumpy,nocturnal,cute,playful,fierce,annoying,angry	1,1,2,2,2,4,4,1,3,3,3,1,4,2,4,1,2,3,3,1,4,4,3,1,1,4,2,3,3,2,4,2	0.7,0.725,0.575,0.7,0.925,0.725,0.9,0.6,0.85,0.7,0.825,0.45,0.75,0.55,0.95,0.9,0.65,0.425,0.8,0.45,0.725,0.725,0.875,0.725,0.7,0.7,0.625,0.85,0.875,0.725,0.75,0.625	0.6,0.825,0.675,0.3,0.725,0.275,0.6,0.3,0.275,0.4,0.55,0.55,0.325,0.7,0.4,0.325,0.575,0.35,0.6,0.55,0.7,0.725,0.55,0.425,0.55,0.35,0.675,0.575,0.675,0.925,0.575,0.8	0.325,0.75,0.6,0.3,0.375,0.25,0.3,0.275,0.275,0.3,0.8,0.575,0.25,0.275,0.75,0.325,0.55,0.55,0.55,0.525,0.8,0.6,0.375,0.375,0.6,0.4,0.55,0.3,0.45,0.7,0.75,0.75
A2AHS2MN3M5CVX	F	65	4	5,11,10,21,17,16,3,2,20,8,18,13,6,19,28,9,32,22,29,26,7,27,25,15,1,31,23,12,24,4,30,14	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Winston,Ethan,Zach,Eric,Calvin,Nathan,Owen,Ivan,Kenneth,George,Tom,David,Frank,Harry,Patrick,Henry,Albert,Daniel,Bob,Quinn,Jeff,Charles,Steve,Fred,Jake,Barry,Victor,Gary,Luke,Robert,Matt,Alex	bird,duck,dolphin,monkey,goose,goat,bear,bat,lion,cow,horse,fish,buffalo,kangaroo,sheep,dog,zebra,owl,tiger,rabbit,cat,shark,pig,frog,ant,wolf,ox,elephant,penguin,bee,whale,fox	small,loud,smart,funny,loud,funny,scary,scary,scary,fat,fast,scaly,big,jumpy,wooly,loyal,striped,wise,striped,fast,independent,scary,dirty,slimy,small,scary,strong,huge,cold,busy,large,sly	graceful,cute,friendly,smart,mean,hungry,big,blind,strong,lazy,strong,wet,strong,bouncy,fluffy,friendly,exotic,quiet,fierce,furry,lazy,mean,fat,noisy,strong,mean,big,smart,cute,small,graceful,smart	free,quacking,playful,playful,annoying,loud,fierce,nocturnal,ferocious,dumb,beautiful,smelly,wild,cute,dumb,happy,fast,nocturnal,scary,cute,soft,dangerous,smelly,jumpy,busy,angry,slow,heavy,funny,angry,majestic,cunning	3,4,3,2,1,3,4,1,1,4,2,1,4,1,3,2,4,2,1,2,2,4,2,1,3,3,3,1,3,4,2,4	0.725,0.725,0.725,0.7,0.725,0.725,0.725,0.725,0.7,0.725,0.5,0.725,0.725,0.725,0.725,0.725,0.725,0.5,0.725,0.725,0.7,0.5,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725,0.725	0.5,0.725,0.5,0.5,0.5,0.5,0.725,0.3,0.5,0.5,0.7,0.7,0.725,0.5,0.5,0.725,0.5,0.5,0.5,0.5,0.5,0.725,0.725,0.5,0.5,0.725,0.5,0.5,0.5,0.725,0.5,0.725	0.5,0.925,0.5,0.7,0.5,0.5,0.725,0.3,0.5,0.5,0.5,0.5,0.725,0.5,0.5,0.725,0.725,0.7,0.5,0.5,0.5,0.725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.725
AF18OIZ0GWGP2	F	45	0	17,15,31,8,23,14,9,30,20,1,7,29,19,11,12,13,6,27,10,21,18,25,26,32,2,16,3,4,28,24,22,5	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Jeff,Daniel,Winston,Robert,Jake,Ivan,Owen,Charles,Tom,Nathan,Ethan,Alex,Harry,Calvin,Bob,Quinn,Matt,Kenneth,Frank,Henry,George,Victor,Barry,Zach,Luke,Steve,Patrick,Albert,Gary,David,Fred,Eric	goose,frog,wolf,cow,ox,fox,dog,whale,lion,ant,cat,tiger,kangaroo,duck,elephant,fish,buffalo,shark,dolphin,monkey,horse,pig,rabbit,zebra,bat,goat,bear,bee,sheep,penguin,owl,bird	loud,slimy,scary,fat,strong,sly,loyal,large,scary,small,independent,striped,jumpy,loud,huge,scaly,big,scary,smart,funny,fast,dirty,fast,striped,scary,funny,scary,busy,wooly,cold,wise,small	mean,noisy,mean,lazy,big,smart,friendly,graceful,strong,strong,lazy,fierce,bouncy,cute,smart,wet,strong,mean,friendly,smart,strong,fat,furry,exotic,blind,hungry,big,small,fluffy,cute,quiet,graceful	annoying,jumpy,angry,dumb,slow,cunning,happy,majestic,ferocious,busy,soft,scary,cute,quacking,heavy,smelly,wild,dangerous,playful,playful,beautiful,smelly,cute,fast,nocturnal,loud,fierce,angry,dumb,funny,nocturnal,free	1,3,3,2,3,1,2,4,2,1,3,3,4,4,3,4,4,2,2,4,3,2,1,4,1,1,3,1,1,2,2,4	0.7,0.725,0.725,0.6,0.725,0.7,0.575,0.7,0.575,0.725,0.7,0.725,0.725,0.7,0.725,0.7,0.725,0.7,0.725,0.725,0.725,0.725,0.725,0.725,0.7,0.725,0.725,0.725,0.725,0.5,0.55,0.7	0.5,0.4,0.6,0.5,0.65,0.625,0.6,0.4,0.625,0.425,0.4,0.5,0.725,0.5,0.5,0.7,0.625,0.55,0.6,0.5,0.55,0.6,0.4,0.5,0.4,0.5,0.6,0.5,0.675,0.7,0.625,0.6	0.6,0.5,0.6,0.6,0.5,0.7,0.55,0.525,0.625,0.5,0.3,0.5,0.625,0.5,0.65,0.5,0.575,0.65,0.6,0.625,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.525,0.5,0.575,0.7,0.5
A2WZE3UJI0EFX9	M	35	4	3,16,10,28,17,14,32,23,4,19,18,7,26,15,29,20,1,21,12,24,22,9,6,30,31,8,5,25,2,11,27,13	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Fred,Gary,Zach,Steve,Jake,Albert,Quinn,Daniel,Alex,Harry,Charles,Eric,Jeff,Robert,Kenneth,Bob,Owen,Matt,Henry,Ivan,Nathan,Barry,Luke,Patrick,George,Victor,Ethan,David,Calvin,Tom,Winston,Frank	bear,goat,dolphin,sheep,goose,fox,zebra,ox,bee,kangaroo,horse,cat,rabbit,frog,tiger,lion,ant,monkey,elephant,penguin,owl,dog,buffalo,whale,wolf,cow,bird,pig,bat,duck,shark,fish	scary,funny,smart,wooly,loud,sly,striped,strong,busy,jumpy,fast,independent,fast,slimy,striped,scary,small,funny,huge,cold,wise,loyal,big,large,scary,fat,small,dirty,scary,loud,scary,scaly	big,hungry,friendly,fluffy,mean,smart,exotic,big,small,bouncy,strong,lazy,furry,noisy,fierce,strong,strong,smart,smart,cute,quiet,friendly,strong,graceful,mean,lazy,graceful,fat,blind,cute,mean,wet	fierce,loud,playful,dumb,annoying,cunning,fast,slow,angry,cute,beautiful,soft,cute,jumpy,scary,ferocious,busy,playful,heavy,funny,nocturnal,happy,wild,majestic,angry,dumb,free,smelly,nocturnal,quacking,dangerous,smelly	2,1,4,4,4,1,2,1,2,3,4,1,3,1,4,2,4,3,3,3,1,3,2,2,4,2,3,1,3,4,1,2	0.775,0.15,0.875,0.05,0.3,0.825,0.725,0.875,0.775,0.85,0.8,0.9,0.85,0.825,0.625,0.675,0.875,0.9,0.85,0.9,0.85,0.85,0.55,0.8,0.775,0.725,0.85,0.85,0.85,0.7,0.875,0.55	0.775,0.5,0.85,0.225,0.475,0.525,0.725,0.725,0.75,0.625,0.65,0.5,0.6,0.675,0.6,0.8,0.55,0.6,0.625,0.625,0.65,0.725,0.525,0.5,0.6,0.7,0.65,0.625,0.65,0.6,0.675,0.6	0.775,0.45,0.875,0.175,0.4,0.525,0.725,0.7,0.725,0.6,0.525,0.5,0.55,0.625,0.575,0.75,0.525,0.525,0.675,0.6,0.65,0.725,0.55,0.5,0.625,0.675,0.575,0.8,0.625,0.525,0.6,0.525
A69KEZJP0BY6B	M	35	4	2,13,6,28,11,22,23,26,8,25,29,20,16,27,7,30,3,12,4,17,5,14,21,31,15,19,24,18,9,10,32,1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Bob,Patrick,Ethan,Zach,Ivan,Luke,Daniel,Calvin,Owen,Gary,Jake,Quinn,Frank,Kenneth,Matt,George,Steve,Tom,Robert,Henry,Winston,Barry,Fred,Nathan,Jeff,Harry,Victor,Alex,Albert,Charles,David,Eric	bat,fish,buffalo,sheep,duck,owl,ox,rabbit,cow,pig,tiger,lion,goat,shark,cat,whale,bear,elephant,bee,goose,bird,fox,monkey,wolf,frog,kangaroo,penguin,horse,dog,dolphin,zebra,ant	scary,scaly,big,wooly,loud,wise,strong,fast,fat,dirty,striped,scary,funny,scary,independent,large,scary,huge,busy,loud,small,sly,funny,scary,slimy,jumpy,cold,fast,loyal,smart,striped,small	blind,wet,strong,fluffy,cute,quiet,big,furry,lazy,fat,fierce,strong,hungry,mean,lazy,graceful,big,smart,small,mean,graceful,smart,smart,mean,noisy,bouncy,cute,strong,friendly,friendly,exotic,strong	nocturnal,smelly,wild,dumb,quacking,nocturnal,slow,cute,dumb,smelly,scary,ferocious,loud,dangerous,soft,majestic,fierce,heavy,angry,annoying,free,cunning,playful,angry,jumpy,cute,funny,beautiful,happy,playful,fast,busy	4,2,1,4,3,2,4,2,1,3,1,2,1,2,2,1,2,4,3,1,3,4,3,3,3,4,3,2,4,4,1,1	0.725,0.05,0.95,0.725,0.95,0.7,0.8,0.7,0.95,0.95,0.925,0.4,0.925,0.525,0.575,0.925,0.5,0.875,0.925,0.925,0.925,0.925,0.95,0.95,0.95,0.575,0.875,0.675,0.85,0.825,0.825,0.9	0.725,0.275,0.5,0.5,0.275,0.5,0.625,0.275,0.5,0.375,0.5,0.8,0.15,0.7,0.825,0.275,0.825,0.325,0.15,0.5,0.35,0.875,0.625,0.5,0.275,0.6,0.325,0.85,0.675,0.75,0.475,0.3	0.725,0.5,0.275,0.5,0.275,0.725,0.35,0.325,0.3,0.575,0.5,0.625,0.2,0.825,0.35,0.275,0.75,0.575,0.2,0.725,0.35,0.875,0.6,0.5,0.225,0.375,0.2,0.575,0.725,0.875,0.4,0.275
A3F0H0HIV4WZLL	M	45	8	20,1,13,17,12,31,15,27,2,19,18,23,5,6,25,4,29,26,22,21,16,7,30,3,8,28,24,32,14,9,11,10	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Luke,Ivan,Barry,Frank,Daniel,Eric,Fred,Zach,Victor,Kenneth,Calvin,George,Robert,Ethan,Henry,Nathan,Jake,Steve,Albert,Owen,Alex,Charles,Tom,Quinn,Jeff,Gary,Bob,Harry,Patrick,David,Matt,Winston	lion,ant,fish,goose,elephant,wolf,frog,shark,bat,kangaroo,horse,ox,bird,buffalo,pig,bee,tiger,rabbit,owl,monkey,goat,cat,whale,bear,cow,sheep,penguin,zebra,fox,dog,duck,dolphin	scary,small,scaly,loud,huge,scary,slimy,scary,scary,jumpy,fast,strong,small,big,dirty,busy,striped,fast,wise,funny,funny,independent,large,scary,fat,wooly,cold,striped,sly,loyal,loud,smart	strong,strong,wet,mean,smart,mean,noisy,mean,blind,bouncy,strong,big,graceful,strong,fat,small,fierce,furry,quiet,smart,hungry,lazy,graceful,big,lazy,fluffy,cute,exotic,smart,friendly,cute,friendly	ferocious,busy,smelly,annoying,heavy,angry,jumpy,dangerous,nocturnal,cute,beautiful,slow,free,wild,smelly,angry,scary,cute,nocturnal,playful,loud,soft,majestic,fierce,dumb,dumb,funny,fast,cunning,happy,quacking,playful	3,2,3,4,2,3,3,4,1,4,1,1,2,2,4,4,4,2,3,3,3,2,1,3,2,4,2,1,1,1,4,1	0.7,0.725,0.7,0.725,0.725,0.725,0.275,0.275,0.7,0.725,0.725,0.725,0.5,0.8,0.8,0.8,0.275,0.725,0.725,0.825,0.8,0.5,0.625,0.725,0.725,0.6,0.5,0.275,0.7,0.825,0.6,0.825	0.7,0.275,0.275,0.275,0.275,0.725,0.275,0.725,0.275,0.275,0.5,0.625,0.725,0.725,0.5,0.275,0.625,0.275,0.5,0.5,0.275,0.7,0.275,0.6,0.6,0.275,0.625,0.5,0.625,0.6,0.375,0.5	0.5,0.5,0.275,0.725,0.725,0.625,0.5,0.725,0.275,0.275,0.275,0.275,0.725,0.575,0.6,0.275,0.5,0.5,0.275,0.6,0.275,0.275,0.625,0.725,0.5,0.5,0.5,0.5,0.625,0.5,0.275,0.5
A370ATVPP1GHPR	M	35	4	21,1,23,28,7,22,4,5,17,25,29,2,12,30,26,8,16,31,20,24,32,3,18,27,13,14,15,9,19,6,10,11	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Jake,Tom,Robert,Frank,Zach,Ivan,Winston,Barry,George,Ethan,Fred,Quinn,Victor,Harry,Nathan,Owen,Jeff,Gary,Luke,Calvin,Henry,Steve,Kenneth,Charles,Eric,Daniel,Matt,Patrick,Bob,Albert,David,Alex	monkey,ant,ox,sheep,cat,owl,bee,bird,goose,pig,tiger,bat,elephant,whale,rabbit,cow,goat,wolf,lion,penguin,zebra,bear,horse,shark,fish,fox,frog,dog,kangaroo,buffalo,dolphin,duck	funny,small,strong,wooly,independent,wise,busy,small,loud,dirty,striped,scary,huge,large,fast,fat,funny,scary,scary,cold,striped,scary,fast,scary,scaly,sly,slimy,loyal,jumpy,big,smart,loud	smart,strong,big,fluffy,lazy,quiet,small,graceful,mean,fat,fierce,blind,smart,graceful,furry,lazy,hungry,mean,strong,cute,exotic,big,strong,mean,wet,smart,noisy,friendly,bouncy,strong,friendly,cute	playful,busy,slow,dumb,soft,nocturnal,angry,free,annoying,smelly,scary,nocturnal,heavy,majestic,cute,dumb,loud,angry,ferocious,funny,fast,fierce,beautiful,dangerous,smelly,cunning,jumpy,happy,cute,wild,playful,quacking	3,3,2,1,3,4,2,4,1,2,2,4,1,2,4,1,3,4,4,3,4,1,3,1,3,1,4,1,2,3,2,2	0.725,0.775,0.8,0.8,0.75,0.8,0.75,0.725,0.775,0.725,0.05,0.275,0.725,0.7,0.75,0.8,0.8,0.5,0.5,0.6,0.05,0.6,0.75,0.55,0.55,0.725,0.275,0.725,0.675,0.725,0.575,0.7	0.5,0.375,0.8,0.675,0.5,0.75,0.275,0.5,0.35,0.725,0.825,0.275,0.5,0.5,0.125,0.6,0.5,0.625,0.725,0.3,0.5,0.6,0.5,0.65,0.5,0.725,0.5,0.725,0.3,0.7,0.575,0.275	0.675,0.5,0.725,0.6,0.5,0.275,0.4,0.5,0.675,0.725,0.625,0.275,0.725,0.5,0.275,0.5,0.5,0.65,0.65,0.3,0.5,0.6,0.5,0.575,0.575,0.725,0.625,0.725,0.4,0.475,0.65,0.075
A1F4D2PZ7NNWTL	F	45	4	6,11,5,17,12,2,3,25,7,22,15,10,24,19,18,29,21,13,32,16,27,28,4,14,31,23,9,1,30,8,26,20	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Zach,Henry,Luke,Patrick,Kenneth,Matt,Jeff,Gary,Steve,Tom,Quinn,Harry,Jake,Frank,Nathan,Albert,Winston,Bob,Owen,Robert,Charles,Calvin,Fred,Ivan,Daniel,George,Ethan,David,Barry,Victor,Eric,Alex	buffalo,duck,bird,goose,elephant,bat,bear,pig,cat,owl,frog,dolphin,penguin,kangaroo,horse,tiger,monkey,fish,zebra,goat,shark,sheep,bee,fox,wolf,ox,dog,ant,whale,cow,rabbit,lion	big,loud,small,loud,huge,scary,scary,dirty,independent,wise,slimy,smart,cold,jumpy,fast,striped,funny,scaly,striped,funny,scary,wooly,busy,sly,scary,strong,loyal,small,large,fat,fast,scary	strong,cute,graceful,mean,smart,blind,big,fat,lazy,quiet,noisy,friendly,cute,bouncy,strong,fierce,smart,wet,exotic,hungry,mean,fluffy,small,smart,mean,big,friendly,strong,graceful,lazy,furry,strong	wild,quacking,free,annoying,heavy,nocturnal,fierce,smelly,soft,nocturnal,jumpy,playful,funny,cute,beautiful,scary,playful,smelly,fast,loud,dangerous,dumb,angry,cunning,angry,slow,happy,busy,majestic,dumb,cute,ferocious	4,3,3,2,4,4,1,1,2,3,3,1,2,4,3,1,3,2,1,3,1,3,2,1,1,4,2,4,2,4,4,2	0.85,0.875,0.875,0.65,0.875,0.575,0.9,0.925,0.6,0.75,0.925,0.9,0.525,0.9,0.9,0.9,0.925,0.4,0.9,0.85,0.875,0.9,0.875,0.9,0.875,0.9,0.875,0.875,0.875,0.5,0.875,0.6	0.975,0.5,0.65,0.55,0.575,0.775,0.575,0.55,0.75,0.55,0.15,0.625,0.85,0.925,0.775,0.5,0.625,0.625,0.5,0.5,0.775,0.625,0.5,0.675,0.775,0.875,0.775,0.475,0.6,0.775,0.625,0.725	0.4,0.15,0.55,0.85,0.825,0.55,0.725,0.625,0.7,0.125,0.175,0.375,0.75,0.8,0.5,0.5,0.775,0.725,0.5,0.5,0.8,0.5,0.6,0.6,0.625,0.7,0.725,0.75,0.7,0.7,0.55,0.875
A1CGT5C4TAI53B	M	35	6	5,10,21,17,27,28,24,9,22,12,6,7,18,8,26,14,20,16,25,15,23,31,1,11,30,32,19,4,3,2,29,13	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Daniel,Calvin,Nathan,Quinn,Matt,Ethan,Albert,Alex,George,Fred,Victor,Jeff,Patrick,Ivan,Charles,Bob,Frank,Barry,Robert,Zach,Steve,Eric,Luke,David,Harry,Jake,Owen,Kenneth,Tom,Henry,Winston,Gary	bird,dolphin,monkey,goose,shark,sheep,penguin,dog,owl,elephant,buffalo,cat,horse,cow,rabbit,fox,lion,goat,pig,frog,ox,wolf,ant,duck,whale,zebra,kangaroo,bee,bear,bat,tiger,fish	small,smart,funny,loud,scary,wooly,cold,loyal,wise,huge,big,independent,fast,fat,fast,sly,scary,funny,dirty,slimy,strong,scary,small,loud,large,striped,jumpy,busy,scary,scary,striped,scaly	graceful,friendly,smart,mean,mean,fluffy,cute,friendly,quiet,smart,strong,lazy,strong,lazy,furry,smart,strong,hungry,fat,noisy,big,mean,strong,cute,graceful,exotic,bouncy,small,big,blind,fierce,wet	free,playful,playful,annoying,dangerous,dumb,funny,happy,nocturnal,heavy,wild,soft,beautiful,dumb,cute,cunning,ferocious,loud,smelly,jumpy,slow,angry,busy,quacking,majestic,fast,cute,angry,fierce,nocturnal,scary,smelly	1,3,2,2,1,2,2,2,1,3,1,4,3,2,1,2,3,4,4,3,2,3,4,4,3,1,1,4,3,4,1,4	0.175,0.925,0.65,0.65,0.825,0.8,0.875,0.875,0.775,0.875,0.9,0.175,0.875,0.825,0.875,0.775,0.875,0.175,1,0.95,0.875,0.9,0.975,0.325,0.925,0.875,0.875,0.775,0.825,0.6,0.9,0.9	0.825,0.4,0.275,0.55,0.65,0.875,0.825,0.825,0.6,0.35,0.8,0.8,0.6,0.675,0.3,0.725,0.65,0.65,0.825,0.6,0.8,0.625,0.6,0.625,0.325,0.375,0.725,0.875,0.625,0.85,0.4,0.8	0.425,0.325,0.7,0.65,0.8,0.425,0.4,0.4,0.375,0.875,0.575,0.675,0.525,0.625,0.425,0.725,0.825,0.6,0.9,0.675,0.625,0.75,0.8,0.75,0.6,0.25,0.425,0.375,0.775,0.775,0.275,0.65
A3JAM040VWXHDO	F	45	6	27,29,2,20,13,1,30,9,18,31,5,19,32,28,3,8,11,17,21,23,22,24,7,16,26,15,4,25,6,12,14,10	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Harry,Fred,Matt,Steve,Nathan,George,Alex,Kenneth,Frank,Charles,Winston,Owen,Patrick,Tom,Daniel,Ethan,Eric,Jake,Albert,Robert,Jeff,Barry,Ivan,Zach,Luke,Gary,Victor,Henry,David,Calvin,Bob,Quinn	shark,tiger,bat,lion,fish,ant,whale,dog,horse,wolf,bird,kangaroo,zebra,sheep,bear,cow,duck,goose,monkey,ox,owl,penguin,cat,goat,rabbit,frog,bee,pig,buffalo,elephant,fox,dolphin	scary,striped,scary,scary,scaly,small,large,loyal,fast,scary,small,jumpy,striped,wooly,scary,fat,loud,loud,funny,strong,wise,cold,independent,funny,fast,slimy,busy,dirty,big,huge,sly,smart	mean,fierce,blind,strong,wet,strong,graceful,friendly,strong,mean,graceful,bouncy,exotic,fluffy,big,lazy,cute,mean,smart,big,quiet,cute,lazy,hungry,furry,noisy,small,fat,strong,smart,smart,friendly	dangerous,scary,nocturnal,ferocious,smelly,busy,majestic,happy,beautiful,angry,free,cute,fast,dumb,fierce,dumb,quacking,annoying,playful,slow,nocturnal,funny,soft,loud,cute,jumpy,angry,smelly,wild,heavy,cunning,playful	3,2,2,2,2,1,4,4,1,3,4,4,3,2,3,4,4,3,4,3,2,1,1,3,1,1,2,3,1,2,4,1	0.6,0.075,0.325,0.55,0.1,0.725,0.8,0.6,0.7,0.625,0.6,0.65,0.175,0.075,0.625,0.725,0.625,0.725,0.6,0.7,0.6,0.65,0.7,0.725,0.65,0.275,0.625,0.675,0.725,0.725,0.675,0.675	0.7,0.6,0.3,0.7,0.125,0.4,0.275,0.6,0.5,0.725,0.725,0.7,0.6,0.15,0.725,0.675,0.5,0.5,0.475,0.65,0.55,0.5,0.5,0.375,0.075,0.5,0.55,0.5,0.55,0.5,0.625,0.5	0.6,0.6,0.725,0.7,0.625,0.5,0.275,0.6,0.5,0.525,0.725,0.5,0.5,0.725,0.625,0.675,0.1,0.675,0.725,0.5,0.675,0.275,0.5,0.45,0.5,0.525,0.45,0.625,0.5,0.725,0.65,0.5
AGSX8ERFUM1NB	F	25	8	22,18,31,8,13,28,24,12,27,21,6,16,25,5,2,30,15,26,23,19,20,4,29,17,32,11,10,14,1,7,9,3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	Victor,Ethan,Frank,Jeff,Albert,Barry,Luke,Jake,Steve,Eric,Gary,Tom,Quinn,Alex,Charles,Daniel,Ivan,Matt,Bob,Kenneth,Harry,Owen,George,Robert,Winston,David,Henry,Zach,Calvin,Fred,Nathan,Patrick	owl,horse,wolf,cow,fish,sheep,penguin,elephant,shark,monkey,buffalo,goat,pig,bird,bat,whale,frog,rabbit,ox,kangaroo,lion,bee,tiger,goose,zebra,duck,dolphin,fox,ant,cat,dog,bear	wise,fast,scary,fat,scaly,wooly,cold,huge,scary,funny,big,funny,dirty,small,scary,large,slimy,fast,strong,jumpy,scary,busy,striped,loud,striped,loud,smart,sly,small,independent,loyal,scary	quiet,strong,mean,lazy,wet,fluffy,cute,smart,mean,smart,strong,hungry,fat,graceful,blind,graceful,noisy,furry,big,bouncy,strong,small,fierce,mean,exotic,cute,friendly,smart,strong,lazy,friendly,big	nocturnal,beautiful,angry,dumb,smelly,dumb,funny,heavy,dangerous,playful,wild,loud,smelly,free,nocturnal,majestic,jumpy,cute,slow,cute,ferocious,angry,scary,annoying,fast,quacking,playful,cunning,busy,soft,happy,fierce	1,3,4,2,4,1,3,2,1,4,2,3,3,2,2,1,4,2,3,1,1,1,3,1,2,4,4,4,2,3,4,3	0.8,0.875,0.6,0.625,0.75,0.725,0.725,0.725,0.725,0.725,0.725,0.7,0.7,0.7,0.65,0.7,0.675,0.65,0.725,0.7,0.675,0.825,0.85,0.825,0.65,0.65,0.65,0.675,0.525,0.675,0.675,0.675	0.55,0.6,0.65,0.7,0.625,0.65,0.25,0.275,0.675,0.425,0.7,0.15,0.175,0.675,0.5,0.3,0.425,0.425,0.35,0.425,0.325,0.225,0.2,0.25,0.6,0.425,0.425,0.65,0.55,0.3,0.425,0.35	0.325,0.475,0.625,0.675,0.525,0.3,0.175,0.65,0.6,0.6,0.7,0.375,0.6,0.275,0.55,0.4,0.575,0.55,0.375,0.35,0.45,0.225,0.2,0.55,0.275,0.6,0.6,0.65,0.65,0.275,0.35,0.6
