workerid,utteranceType,animalType,alterantive,animal,categoryID,QUD,setNum,featureSet,response
0,fig,orig,monkey,monkey,6,f1,1,funny; smart,0.15
4,fig,orig,ant,ant,1,gen,3,big; industrious,0.03
4,fig,orig,ant,ant,1,gen,1,small; industrious,1
4,fig,orig,ant,ant,1,gen,2,small; lazy,0.01
4,fig,alt,horse,giraffe,8,f1,2,tall; short,0
4,fig,alt,horse,giraffe,8,f1,1,tall; long,1
4,fig,alt,horse,giraffe,8,f1,3,petite; long,0.01
4,fig,alt,horse,giraffe,8,f1,4,petite; short,0.01
4,lit,orig,panda,panda,5,f1,1,cute; big,1
4,lit,orig,panda,panda,5,f1,4,ugly; small,0.02
4,lit,orig,panda,panda,5,f1,3,ugly; big,0.01
4,lit,orig,panda,panda,5,f1,2,cute; small,0
4,fig,orig,monkey,monkey,6,f1,4,serious; stupid,0.03
4,fig,orig,monkey,monkey,6,f1,3,serious; smart,0
4,fig,orig,monkey,monkey,6,f1,1,funny; smart,1
4,fig,orig,monkey,monkey,6,f1,2,funny; stupid,0
4,fig,orig,lion,lion,11,f1,1,fierce; strong,1
4,fig,orig,lion,lion,11,f1,4,gentle; weak,0
4,fig,orig,lion,lion,11,f1,3,gentle; strong,0
4,fig,orig,lion,lion,11,f1,2,fierce; weak,0.02
4,lit,alt,monkey,penguin,7,gen,3,serious; cute,0
4,lit,alt,monkey,penguin,7,gen,2,funny; ugly,0.01
4,lit,alt,monkey,penguin,7,gen,4,serious; ugly,0.02
4,lit,alt,monkey,penguin,7,gen,1,funny; cute,1
4,lit,orig,giraffe,giraffe,8,f2,2,tall; short,0
4,lit,orig,giraffe,giraffe,8,f2,1,tall; long,0.01
4,lit,orig,giraffe,giraffe,8,f2,4,petite; short,0.01
4,lit,orig,giraffe,giraffe,8,f2,3,petite; long,1
4,fig,orig,penguin,penguin,7,gen,4,serious; ugly,0.02
4,fig,orig,penguin,penguin,7,gen,1,funny; cute,1
4,fig,orig,penguin,penguin,7,gen,2,funny; ugly,0.02
4,fig,orig,penguin,penguin,7,gen,3,serious; cute,0.01
4,lit,alt,turtle,elephant,4,gen,1,big; hard,0.97
4,lit,alt,turtle,elephant,4,gen,4,small; soft,0
4,lit,alt,turtle,elephant,4,gen,2,big; soft,0.01
4,lit,alt,turtle,elephant,4,gen,3,small; hard,0.01
4,fig,orig,rabbit,rabbit,12,f1,3,slow; cute,0.01
4,fig,orig,rabbit,rabbit,12,f1,2,fast; ugly,0
4,fig,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.02
4,fig,orig,rabbit,rabbit,12,f1,1,fast; cute,1
4,fig,alt,turtle,turtle,10,f2,1,slow; strong,1
4,fig,alt,turtle,turtle,10,f2,4,fast; weak,0.02
4,fig,alt,turtle,turtle,10,f2,2,slow; weak,0.01
4,fig,alt,turtle,turtle,10,f2,3,fast; strong,0.01
4,fig,alt,hippo,whale,2,f2,3,small; majestic,0.01
4,fig,alt,hippo,whale,2,f2,1,big; majestic,1
4,fig,alt,hippo,whale,2,f2,2,big; shabby,0.01
4,fig,alt,hippo,whale,2,f2,4,small; shabby,0
4,lit,alt,jaguar,bird,3,f2,2,fast; big,0.02
4,lit,alt,jaguar,bird,3,f2,4,slow; big,0.02
4,lit,alt,jaguar,bird,3,f2,3,slow; small,0.02
4,lit,alt,jaguar,bird,3,f2,1,fast; small,1
5,lit,alt,hippo,whale,2,f2,3,small; majestic,0.6
5,lit,alt,hippo,whale,2,f2,4,small; shabby,0
5,lit,alt,hippo,whale,2,f2,1,big; majestic,0.76
5,lit,alt,hippo,whale,2,f2,2,big; shabby,0
5,lit,alt,jaguar,bird,3,gen,2,fast; big,0.63
5,lit,alt,jaguar,bird,3,gen,4,slow; big,0
5,lit,alt,jaguar,bird,3,gen,3,slow; small,0
5,lit,alt,jaguar,bird,3,gen,1,fast; small,0.64
5,lit,alt,monkey,penguin,7,f1,2,funny; ugly,0.66
5,lit,alt,monkey,penguin,7,f1,4,serious; ugly,0
5,lit,alt,monkey,penguin,7,f1,1,funny; cute,0.66
5,lit,alt,monkey,penguin,7,f1,3,serious; cute,0
5,lit,orig,bird,bird,3,gen,1,fast; small,0.62
5,lit,orig,bird,bird,3,gen,3,slow; small,0
5,lit,orig,bird,bird,3,gen,4,slow; big,0
5,lit,orig,bird,bird,3,gen,2,fast; big,0.61
5,lit,alt,horse,lion,11,gen,1,fierce; strong,0.69
5,lit,alt,horse,lion,11,gen,3,gentle; strong,0
5,lit,alt,horse,lion,11,gen,4,gentle; weak,0
5,lit,alt,horse,lion,11,gen,2,fierce; weak,0.69
5,fig,orig,rabbit,rabbit,12,f1,3,slow; cute,0.71
5,fig,orig,rabbit,rabbit,12,f1,1,fast; cute,0.72
5,fig,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.56
5,fig,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.37
5,fig,orig,lion,lion,11,gen,1,fierce; strong,0.8
5,fig,orig,lion,lion,11,gen,3,gentle; strong,0.17
5,fig,orig,lion,lion,11,gen,2,fierce; weak,0.51
5,fig,orig,lion,lion,11,gen,4,gentle; weak,0.03
5,lit,orig,giraffe,giraffe,8,gen,3,petite; long,0.29
5,lit,orig,giraffe,giraffe,8,gen,1,tall; long,0.8
5,lit,orig,giraffe,giraffe,8,gen,2,tall; short,0.8
5,lit,orig,giraffe,giraffe,8,gen,4,petite; short,0.14
5,lit,orig,cheetah,cheetah,9,gen,4,slow; clumsy,0.17
5,lit,orig,cheetah,cheetah,9,gen,1,fast; agile,0.85
5,lit,orig,cheetah,cheetah,9,gen,3,slow; agile,0.26
5,lit,orig,cheetah,cheetah,9,gen,2,fast; clumsy,0.75
5,lit,alt,turtle,elephant,4,f2,4,small; soft,0
5,lit,alt,turtle,elephant,4,f2,3,small; hard,0.84
5,lit,alt,turtle,elephant,4,f2,2,big; soft,0
5,lit,alt,turtle,elephant,4,f2,1,big; hard,0.85
5,fig,orig,panda,panda,5,f2,2,cute; small,0.35
5,fig,orig,panda,panda,5,f2,3,ugly; big,0.24
5,fig,orig,panda,panda,5,f2,1,cute; big,0.77
5,fig,orig,panda,panda,5,f2,4,ugly; small,0.17
5,fig,orig,whale,whale,2,f1,4,small; shabby,0.24
5,fig,orig,whale,whale,2,f1,1,big; majestic,0.57
5,fig,orig,whale,whale,2,f1,3,small; majestic,0.24
5,fig,orig,whale,whale,2,f1,2,big; shabby,0.63
5,lit,alt,horse,giraffe,8,f2,1,tall; long,0.77
5,lit,alt,horse,giraffe,8,f2,3,petite; long,0.76
5,lit,alt,horse,giraffe,8,f2,4,petite; short,0
5,lit,alt,horse,giraffe,8,f2,2,tall; short,0.07
5,lit,alt,dog,panda,5,f2,4,ugly; small,0.06
5,lit,alt,dog,panda,5,f2,2,cute; small,0.05
5,lit,alt,dog,panda,5,f2,3,ugly; big,0.76
5,lit,alt,dog,panda,5,f2,1,cute; big,0.76
5,fig,alt,jaguar,cheetah,9,f2,1,fast; agile,0.85
5,fig,alt,jaguar,cheetah,9,f2,4,slow; clumsy,0.32
5,fig,alt,jaguar,cheetah,9,f2,3,slow; agile,0.36
5,fig,alt,jaguar,cheetah,9,f2,2,fast; clumsy,0.64
5,fig,orig,elephant,elephant,4,f2,1,big; hard,0.79
5,fig,orig,elephant,elephant,4,f2,4,small; soft,0.19
5,fig,orig,elephant,elephant,4,f2,3,small; hard,0.2
5,fig,orig,elephant,elephant,4,f2,2,big; soft,0.79
5,lit,orig,penguin,penguin,7,f1,3,serious; cute,0
5,lit,orig,penguin,penguin,7,f1,2,funny; ugly,0.87
5,lit,orig,penguin,penguin,7,f1,1,funny; cute,0.88
5,lit,orig,penguin,penguin,7,f1,4,serious; ugly,0
5,fig,orig,ant,ant,1,f1,1,small; industrious,0.78
5,fig,orig,ant,ant,1,f1,4,big; lazy,0.46
5,fig,orig,ant,ant,1,f1,2,small; lazy,0.73
5,fig,orig,ant,ant,1,f1,3,big; industrious,0.5
5,fig,alt,monkey,monkey,6,f2,2,funny; stupid,0.37
5,fig,alt,monkey,monkey,6,f2,4,serious; stupid,0.37
5,fig,alt,monkey,monkey,6,f2,1,funny; smart,0.82
5,fig,alt,monkey,monkey,6,f2,3,serious; smart,0.82
5,lit,alt,turtle,turtle,10,gen,3,fast; strong,0.13
5,lit,alt,turtle,turtle,10,gen,2,slow; weak,0.81
5,lit,alt,turtle,turtle,10,gen,4,fast; weak,0.14
5,lit,alt,turtle,turtle,10,gen,1,slow; strong,0.81
5,fig,orig,turtle,turtle,10,f1,2,slow; weak,0.86
5,fig,orig,turtle,turtle,10,f1,4,fast; weak,0.31
5,fig,orig,turtle,turtle,10,f1,1,slow; strong,0.73
5,fig,orig,turtle,turtle,10,f1,3,fast; strong,0.24
5,fig,alt,jaguar,rabbit,12,f1,1,fast; cute,0.76
5,fig,alt,jaguar,rabbit,12,f1,4,slow; ugly,0.01
5,fig,alt,jaguar,rabbit,12,f1,2,fast; ugly,0.77
5,fig,alt,jaguar,rabbit,12,f1,3,slow; cute,0
5,fig,orig,monkey,monkey,6,f1,4,serious; stupid,0.28
5,fig,orig,monkey,monkey,6,f1,1,funny; smart,0.77
5,fig,orig,monkey,monkey,6,f1,2,funny; stupid,0.22
5,fig,orig,monkey,monkey,6,f1,3,serious; smart,0.76
5,fig,alt,monkey,ant,1,gen,1,small; industrious,0.81
5,fig,alt,monkey,ant,1,gen,2,small; lazy,0.39
5,fig,alt,monkey,ant,1,gen,3,big; industrious,0.77
5,fig,alt,monkey,ant,1,gen,4,big; lazy,0.37
6,fig,orig,bird,bird,3,gen,4,slow; big,0.09
6,fig,orig,bird,bird,3,gen,1,fast; small,0.82
6,fig,orig,bird,bird,3,gen,3,slow; small,0.1
6,fig,orig,bird,bird,3,gen,2,fast; big,0.53
6,lit,alt,turtle,elephant,4,gen,1,big; hard,0.25
6,lit,alt,turtle,elephant,4,gen,3,small; hard,0.2
6,lit,alt,turtle,elephant,4,gen,2,big; soft,0.38
6,lit,alt,turtle,elephant,4,gen,4,small; soft,0.02
6,lit,alt,monkey,ant,1,gen,2,small; lazy,0.43
6,lit,alt,monkey,ant,1,gen,1,small; industrious,0.5
6,lit,alt,monkey,ant,1,gen,3,big; industrious,0.08
6,lit,alt,monkey,ant,1,gen,4,big; lazy,0.03
6,lit,orig,monkey,monkey,6,f1,3,serious; smart,0.31
6,lit,orig,monkey,monkey,6,f1,1,funny; smart,0.47
6,lit,orig,monkey,monkey,6,f1,4,serious; stupid,0.17
6,lit,orig,monkey,monkey,6,f1,2,funny; stupid,0.58
6,fig,orig,ant,ant,1,f2,3,big; industrious,0.17
6,fig,orig,ant,ant,1,f2,2,small; lazy,0.36
6,fig,orig,ant,ant,1,f2,4,big; lazy,0.05
6,fig,orig,ant,ant,1,f2,1,small; industrious,0.53
6,lit,alt,horse,lion,11,gen,2,fierce; weak,0.08
6,lit,alt,horse,lion,11,gen,4,gentle; weak,0.03
6,lit,alt,horse,lion,11,gen,1,fierce; strong,0.54
6,lit,alt,horse,lion,11,gen,3,gentle; strong,0.1
6,fig,orig,whale,whale,2,f1,3,small; majestic,0.04
6,fig,orig,whale,whale,2,f1,4,small; shabby,0.05
6,fig,orig,whale,whale,2,f1,1,big; majestic,0.61
6,fig,orig,whale,whale,2,f1,2,big; shabby,0.24
6,fig,orig,cheetah,cheetah,9,f2,2,fast; clumsy,0.19
6,fig,orig,cheetah,cheetah,9,f2,3,slow; agile,0.14
6,fig,orig,cheetah,cheetah,9,f2,4,slow; clumsy,0.06
6,fig,orig,cheetah,cheetah,9,f2,1,fast; agile,0.83
6,fig,orig,penguin,penguin,7,gen,4,serious; ugly,0.12
6,fig,orig,penguin,penguin,7,gen,1,funny; cute,0.24
6,fig,orig,penguin,penguin,7,gen,2,funny; ugly,0.02
6,fig,orig,penguin,penguin,7,gen,3,serious; cute,0.14
6,fig,alt,monkey,monkey,6,gen,3,serious; smart,0.16
6,fig,alt,monkey,monkey,6,gen,4,serious; stupid,0.09
6,fig,alt,monkey,monkey,6,gen,2,funny; stupid,0.58
6,fig,alt,monkey,monkey,6,gen,1,funny; smart,0.17
6,fig,orig,elephant,elephant,4,f1,1,big; hard,0.13
6,fig,orig,elephant,elephant,4,f1,2,big; soft,0.2
6,fig,orig,elephant,elephant,4,f1,4,small; soft,0.01
6,fig,orig,elephant,elephant,4,f1,3,small; hard,0.1
6,fig,orig,turtle,turtle,10,f2,4,fast; weak,0.05
6,fig,orig,turtle,turtle,10,f2,1,slow; strong,0.57
6,fig,orig,turtle,turtle,10,f2,2,slow; weak,0.06
6,fig,orig,turtle,turtle,10,f2,3,fast; strong,0
6,lit,orig,lion,lion,11,f1,3,gentle; strong,0.07
6,lit,orig,lion,lion,11,f1,4,gentle; weak,0.05
6,lit,orig,lion,lion,11,f1,1,fierce; strong,0.67
6,lit,orig,lion,lion,11,f1,2,fierce; weak,0.06
6,fig,alt,jaguar,cheetah,9,f1,2,fast; clumsy,0.27
6,fig,alt,jaguar,cheetah,9,f1,1,fast; agile,0.87
6,fig,alt,jaguar,cheetah,9,f1,4,slow; clumsy,0.01
6,fig,alt,jaguar,cheetah,9,f1,3,slow; agile,0.08
6,lit,alt,horse,giraffe,8,f2,2,tall; short,0.28
6,lit,alt,horse,giraffe,8,f2,4,petite; short,0.18
6,lit,alt,horse,giraffe,8,f2,1,tall; long,0.57
6,lit,alt,horse,giraffe,8,f2,3,petite; long,0.26
6,fig,orig,rabbit,rabbit,12,f2,3,slow; cute,0.5
6,fig,orig,rabbit,rabbit,12,f2,4,slow; ugly,0.1
6,fig,orig,rabbit,rabbit,12,f2,2,fast; ugly,0.07
6,fig,orig,rabbit,rabbit,12,f2,1,fast; cute,0.38
6,lit,orig,giraffe,giraffe,8,gen,1,tall; long,0.26
6,lit,orig,giraffe,giraffe,8,gen,3,petite; long,0.13
6,lit,orig,giraffe,giraffe,8,gen,4,petite; short,0.13
6,lit,orig,giraffe,giraffe,8,gen,2,tall; short,0.35
6,fig,alt,jaguar,rabbit,12,gen,1,fast; cute,0.37
6,fig,alt,jaguar,rabbit,12,gen,4,slow; ugly,0.18
6,fig,alt,jaguar,rabbit,12,gen,2,fast; ugly,0.33
6,fig,alt,jaguar,rabbit,12,gen,3,slow; cute,0.11
6,lit,alt,hippo,whale,2,f1,1,big; majestic,0.53
6,lit,alt,hippo,whale,2,f1,3,small; majestic,0.13
6,lit,alt,hippo,whale,2,f1,2,big; shabby,0.3
6,lit,alt,hippo,whale,2,f1,4,small; shabby,0.1
6,lit,alt,turtle,turtle,10,f1,4,fast; weak,0.09
6,lit,alt,turtle,turtle,10,f1,3,fast; strong,0.1
6,lit,alt,turtle,turtle,10,f1,1,slow; strong,0.32
6,lit,alt,turtle,turtle,10,f1,2,slow; weak,0.19
6,lit,orig,panda,panda,5,f2,1,cute; big,0.26
6,lit,orig,panda,panda,5,f2,3,ugly; big,0.49
6,lit,orig,panda,panda,5,f2,4,ugly; small,0.08
6,lit,orig,panda,panda,5,f2,2,cute; small,0.09
6,lit,alt,monkey,penguin,7,f2,4,serious; ugly,0.22
6,lit,alt,monkey,penguin,7,f2,2,funny; ugly,0.16
6,lit,alt,monkey,penguin,7,f2,1,funny; cute,0.38
6,lit,alt,monkey,penguin,7,f2,3,serious; cute,0.4
6,lit,alt,jaguar,bird,3,f1,1,fast; small,0.46
6,lit,alt,jaguar,bird,3,f1,3,slow; small,0.11
6,lit,alt,jaguar,bird,3,f1,4,slow; big,0.15
6,lit,alt,jaguar,bird,3,f1,2,fast; big,0.35
6,fig,alt,dog,panda,5,f2,3,ugly; big,0.18
6,fig,alt,dog,panda,5,f2,2,cute; small,0.07
6,fig,alt,dog,panda,5,f2,1,cute; big,0.14
6,fig,alt,dog,panda,5,f2,4,ugly; small,0.09
7,fig,orig,ant,ant,1,f1,2,small; lazy,0.04
7,fig,orig,ant,ant,1,f1,3,big; industrious,0.62
7,fig,orig,ant,ant,1,f1,1,small; industrious,0.78
7,fig,orig,ant,ant,1,f1,4,big; lazy,0.09
7,fig,orig,elephant,elephant,4,f1,3,small; hard,0.02
7,fig,orig,elephant,elephant,4,f1,4,small; soft,0.02
7,fig,orig,elephant,elephant,4,f1,1,big; hard,0.87
7,fig,orig,elephant,elephant,4,f1,2,big; soft,0.87
7,fig,orig,whale,whale,2,f2,4,small; shabby,0.03
7,fig,orig,whale,whale,2,f2,1,big; majestic,0.75
7,fig,orig,whale,whale,2,f2,3,small; majestic,0.05
7,fig,orig,whale,whale,2,f2,2,big; shabby,0.16
7,lit,orig,monkey,monkey,6,f1,2,funny; stupid,0.19
7,lit,orig,monkey,monkey,6,f1,4,serious; stupid,0.03
7,lit,orig,monkey,monkey,6,f1,1,funny; smart,0.55
7,lit,orig,monkey,monkey,6,f1,3,serious; smart,0.01
7,lit,orig,giraffe,giraffe,8,f2,2,tall; short,0.03
7,lit,orig,giraffe,giraffe,8,f2,4,petite; short,0.01
7,lit,orig,giraffe,giraffe,8,f2,3,petite; long,0.13
7,lit,orig,giraffe,giraffe,8,f2,1,tall; long,0.89
7,lit,alt,turtle,turtle,10,f1,2,slow; weak,0.54
7,lit,alt,turtle,turtle,10,f1,4,fast; weak,0.05
7,lit,alt,turtle,turtle,10,f1,1,slow; strong,0.35
7,lit,alt,turtle,turtle,10,f1,3,fast; strong,0.12
7,lit,orig,penguin,penguin,7,f1,1,funny; cute,0.37
7,lit,orig,penguin,penguin,7,f1,2,funny; ugly,0.02
7,lit,orig,penguin,penguin,7,f1,4,serious; ugly,0.02
7,lit,orig,penguin,penguin,7,f1,3,serious; cute,0.03
7,fig,alt,jaguar,rabbit,12,f2,1,fast; cute,0.34
7,fig,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.02
7,fig,alt,jaguar,rabbit,12,f2,4,slow; ugly,0.09
7,fig,alt,jaguar,rabbit,12,f2,3,slow; cute,0.21
7,fig,alt,monkey,penguin,7,f2,2,funny; ugly,0.06
7,fig,alt,monkey,penguin,7,f2,3,serious; cute,0.08
7,fig,alt,monkey,penguin,7,f2,1,funny; cute,0.61
7,fig,alt,monkey,penguin,7,f2,4,serious; ugly,0.03
7,fig,alt,horse,giraffe,8,f1,2,tall; short,0.02
7,fig,alt,horse,giraffe,8,f1,1,tall; long,0.37
7,fig,alt,horse,giraffe,8,f1,4,petite; short,0.03
7,fig,alt,horse,giraffe,8,f1,3,petite; long,0.21
7,fig,alt,monkey,monkey,6,gen,3,serious; smart,0.04
7,fig,alt,monkey,monkey,6,gen,1,funny; smart,0.42
7,fig,alt,monkey,monkey,6,gen,2,funny; stupid,0.54
7,fig,alt,monkey,monkey,6,gen,4,serious; stupid,0.01
7,fig,alt,hippo,whale,2,f2,4,small; shabby,0.01
7,fig,alt,hippo,whale,2,f2,3,small; majestic,0.02
7,fig,alt,hippo,whale,2,f2,1,big; majestic,0.79
7,fig,alt,hippo,whale,2,f2,2,big; shabby,0.53
7,lit,orig,rabbit,rabbit,12,gen,4,slow; ugly,0.01
7,lit,orig,rabbit,rabbit,12,gen,1,fast; cute,0.6
7,lit,orig,rabbit,rabbit,12,gen,2,fast; ugly,0.44
7,lit,orig,rabbit,rabbit,12,gen,3,slow; cute,0.02
7,lit,alt,horse,lion,11,f2,2,fierce; weak,0.03
7,lit,alt,horse,lion,11,f2,3,gentle; strong,0.63
7,lit,alt,horse,lion,11,f2,1,fierce; strong,0.32
7,lit,alt,horse,lion,11,f2,4,gentle; weak,0.02
7,fig,orig,bird,bird,3,gen,3,slow; small,0.1
7,fig,orig,bird,bird,3,gen,2,fast; big,0.02
7,fig,orig,bird,bird,3,gen,1,fast; small,0.64
7,fig,orig,bird,bird,3,gen,4,slow; big,0.01
7,lit,alt,dog,panda,5,f2,3,ugly; big,0.58
7,lit,alt,dog,panda,5,f2,4,ugly; small,0.03
7,lit,alt,dog,panda,5,f2,1,cute; big,0.33
7,lit,alt,dog,panda,5,f2,2,cute; small,0.01
7,lit,alt,turtle,elephant,4,gen,1,big; hard,0.59
7,lit,alt,turtle,elephant,4,gen,2,big; soft,0.33
7,lit,alt,turtle,elephant,4,gen,4,small; soft,0.02
7,lit,alt,turtle,elephant,4,gen,3,small; hard,0.03
7,fig,alt,jaguar,bird,3,gen,4,slow; big,0.03
7,fig,alt,jaguar,bird,3,gen,2,fast; big,0.45
7,fig,alt,jaguar,bird,3,gen,3,slow; small,0.02
7,fig,alt,jaguar,bird,3,gen,1,fast; small,0.21
7,lit,orig,cheetah,cheetah,9,gen,1,fast; agile,0.76
7,lit,orig,cheetah,cheetah,9,gen,4,slow; clumsy,0.03
7,lit,orig,cheetah,cheetah,9,gen,2,fast; clumsy,0.42
7,lit,orig,cheetah,cheetah,9,gen,3,slow; agile,0.16
7,lit,alt,monkey,ant,1,gen,2,small; lazy,0.25
7,lit,alt,monkey,ant,1,gen,1,small; industrious,0.43
7,lit,alt,monkey,ant,1,gen,4,big; lazy,0
7,lit,alt,monkey,ant,1,gen,3,big; industrious,0
7,lit,orig,panda,panda,5,f2,4,ugly; small,0.01
7,lit,orig,panda,panda,5,f2,2,cute; small,0.01
7,lit,orig,panda,panda,5,f2,3,ugly; big,0.47
7,lit,orig,panda,panda,5,f2,1,cute; big,0.61
7,fig,orig,lion,lion,11,gen,4,gentle; weak,0.01
7,fig,orig,lion,lion,11,gen,3,gentle; strong,0.19
7,fig,orig,lion,lion,11,gen,1,fierce; strong,0.9
7,fig,orig,lion,lion,11,gen,2,fierce; weak,0.03
7,lit,alt,jaguar,cheetah,9,f1,2,fast; clumsy,0.17
7,lit,alt,jaguar,cheetah,9,f1,1,fast; agile,0.68
7,lit,alt,jaguar,cheetah,9,f1,4,slow; clumsy,0
7,lit,alt,jaguar,cheetah,9,f1,3,slow; agile,0.01
7,fig,orig,turtle,turtle,10,f1,1,slow; strong,0.28
7,fig,orig,turtle,turtle,10,f1,2,slow; weak,0.54
7,fig,orig,turtle,turtle,10,f1,4,fast; weak,0.02
7,fig,orig,turtle,turtle,10,f1,3,fast; strong,0.02
8,lit,orig,lion,lion,11,f1,3,gentle; strong,0.9
8,lit,orig,lion,lion,11,f1,4,gentle; weak,0
8,lit,orig,lion,lion,11,f1,2,fierce; weak,1
8,lit,orig,lion,lion,11,f1,1,fierce; strong,0.81
8,lit,alt,dog,panda,5,gen,1,cute; big,0.1
8,lit,alt,dog,panda,5,gen,4,ugly; small,0.91
8,lit,alt,dog,panda,5,gen,3,ugly; big,0.83
8,lit,alt,dog,panda,5,gen,2,cute; small,0.88
8,lit,alt,monkey,monkey,6,f2,1,funny; smart,0.8
8,lit,alt,monkey,monkey,6,f2,3,serious; smart,0.98
8,lit,alt,monkey,monkey,6,f2,4,serious; stupid,0
8,lit,alt,monkey,monkey,6,f2,2,funny; stupid,0
8,fig,orig,rabbit,rabbit,12,f1,1,fast; cute,0.86
8,fig,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.19
8,fig,orig,rabbit,rabbit,12,f1,3,slow; cute,0
8,fig,orig,rabbit,rabbit,12,f1,4,slow; ugly,0
8,lit,alt,monkey,ant,1,f1,1,small; industrious,0.58
8,lit,alt,monkey,ant,1,f1,2,small; lazy,0.73
8,lit,alt,monkey,ant,1,f1,3,big; industrious,0
8,lit,alt,monkey,ant,1,f1,4,big; lazy,0.01
8,lit,alt,turtle,elephant,4,f2,2,big; soft,0
8,lit,alt,turtle,elephant,4,f2,4,small; soft,0
8,lit,alt,turtle,elephant,4,f2,3,small; hard,1
8,lit,alt,turtle,elephant,4,f2,1,big; hard,1
8,lit,orig,penguin,penguin,7,f2,2,funny; ugly,0
8,lit,orig,penguin,penguin,7,f2,4,serious; ugly,0
8,lit,orig,penguin,penguin,7,f2,1,funny; cute,1
8,lit,orig,penguin,penguin,7,f2,3,serious; cute,1
8,lit,alt,horse,giraffe,8,f1,2,tall; short,0.45
8,lit,alt,horse,giraffe,8,f1,3,petite; long,0.84
8,lit,alt,horse,giraffe,8,f1,4,petite; short,0
8,lit,alt,horse,giraffe,8,f1,1,tall; long,1
8,lit,orig,bird,bird,3,gen,1,fast; small,0.44
8,lit,orig,bird,bird,3,gen,3,slow; small,0
8,lit,orig,bird,bird,3,gen,4,slow; big,0
8,lit,orig,bird,bird,3,gen,2,fast; big,0.45
8,lit,alt,monkey,penguin,7,f1,3,serious; cute,0
8,lit,alt,monkey,penguin,7,f1,4,serious; ugly,0
8,lit,alt,monkey,penguin,7,f1,1,funny; cute,0.77
8,lit,alt,monkey,penguin,7,f1,2,funny; ugly,0.77
8,lit,orig,monkey,monkey,6,f2,3,serious; smart,0.99
8,lit,orig,monkey,monkey,6,f2,1,funny; smart,1
8,lit,orig,monkey,monkey,6,f2,2,funny; stupid,0
8,lit,orig,monkey,monkey,6,f2,4,serious; stupid,0
8,fig,alt,hippo,whale,2,gen,1,big; majestic,0.82
8,fig,alt,hippo,whale,2,gen,4,small; shabby,0
8,fig,alt,hippo,whale,2,gen,3,small; majestic,0
8,fig,alt,hippo,whale,2,gen,2,big; shabby,0.85
8,lit,orig,ant,ant,1,gen,4,big; lazy,0
8,lit,orig,ant,ant,1,gen,3,big; industrious,0
8,lit,orig,ant,ant,1,gen,2,small; lazy,0.56
8,lit,orig,ant,ant,1,gen,1,small; industrious,0.58
8,fig,orig,turtle,turtle,10,f1,3,fast; strong,0
8,fig,orig,turtle,turtle,10,f1,4,fast; weak,0
8,fig,orig,turtle,turtle,10,f1,2,slow; weak,0.53
8,fig,orig,turtle,turtle,10,f1,1,slow; strong,0.53
8,fig,orig,cheetah,cheetah,9,f2,2,fast; clumsy,0
8,fig,orig,cheetah,cheetah,9,f2,3,slow; agile,0
8,fig,orig,cheetah,cheetah,9,f2,1,fast; agile,1
8,fig,orig,cheetah,cheetah,9,f2,4,slow; clumsy,0
8,fig,orig,panda,panda,5,gen,1,cute; big,1
8,fig,orig,panda,panda,5,gen,4,ugly; small,0
8,fig,orig,panda,panda,5,gen,3,ugly; big,0
8,fig,orig,panda,panda,5,gen,2,cute; small,0.41
8,fig,alt,jaguar,bird,3,f2,3,slow; small,0
8,fig,alt,jaguar,bird,3,f2,4,slow; big,0
8,fig,alt,jaguar,bird,3,f2,2,fast; big,1
8,fig,alt,jaguar,bird,3,f2,1,fast; small,0.28
8,fig,alt,jaguar,cheetah,9,f2,4,slow; clumsy,0
8,fig,alt,jaguar,cheetah,9,f2,2,fast; clumsy,0
8,fig,alt,jaguar,cheetah,9,f2,3,slow; agile,0
8,fig,alt,jaguar,cheetah,9,f2,1,fast; agile,1
8,fig,alt,turtle,turtle,10,f1,3,fast; strong,0
8,fig,alt,turtle,turtle,10,f1,1,slow; strong,0
8,fig,alt,turtle,turtle,10,f1,4,fast; weak,0
8,fig,alt,turtle,turtle,10,f1,2,slow; weak,1
8,lit,alt,horse,lion,11,gen,1,fierce; strong,0.65
8,lit,alt,horse,lion,11,gen,4,gentle; weak,0
8,lit,alt,horse,lion,11,gen,2,fierce; weak,0
8,lit,alt,horse,lion,11,gen,3,gentle; strong,0
8,fig,orig,elephant,elephant,4,gen,2,big; soft,0
8,fig,orig,elephant,elephant,4,gen,1,big; hard,1
8,fig,orig,elephant,elephant,4,gen,3,small; hard,0.31
8,fig,orig,elephant,elephant,4,gen,4,small; soft,0
8,fig,alt,jaguar,rabbit,12,gen,1,fast; cute,1
8,fig,alt,jaguar,rabbit,12,gen,3,slow; cute,0
8,fig,alt,jaguar,rabbit,12,gen,2,fast; ugly,0
8,fig,alt,jaguar,rabbit,12,gen,4,slow; ugly,0
8,fig,orig,giraffe,giraffe,8,f2,3,petite; long,0.79
8,fig,orig,giraffe,giraffe,8,f2,1,tall; long,1
8,fig,orig,giraffe,giraffe,8,f2,2,tall; short,0
8,fig,orig,giraffe,giraffe,8,f2,4,petite; short,0
