workerid,gender,age,income,categoryID,order,animal,name,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
A3U0HJ1P3EJNU1,F,35,6,32,5,zebra,Steve,0.9,0.125,0.7,0.125,0.15,0.15,0.15,0.15,0.175,0.175,0.2,0.175,0.725,0.725,0.725,0.725
A3U0HJ1P3EJNU1,F,35,6,16,6,goat,Henry,0.15,0.5,0.625,0.625,0.475,0.5,0.5,0.5,0.65,0.65,0.675,0.675,0.675,0.675,0.675,0.65
A3U0HJ1P3EJNU1,F,35,6,20,7,lion,Ethan,0.9,0.2,0.5,0.5,0.15,0.125,0.55,0.15,0.275,0.3,0.275,0.275,0.475,0.725,0.65,0.65
A3U0HJ1P3EJNU1,F,35,6,29,8,tiger,Gary,0.875,0.375,0.5,0.5,0.2,0.275,0.275,0.275,0.275,0.25,0.25,0.25,0.525,0.5,0.5,0.5
A3U0HJ1P3EJNU1,F,35,6,22,9,owl,Matt,0.9,0.325,0.85,0.375,0.275,0.275,0.275,0.275,0.75,0.825,0.8,0.775,0.8,0.8,0.75,0.8
A3U0HJ1P3EJNU1,F,35,6,23,10,ox,Jeff,0.875,0.2,0.525,0.3,0.25,0.3,0.3,0.275,0.825,0.825,0.25,0.275,0.275,0.275,0.275,0.275
A3U0HJ1P3EJNU1,F,35,6,12,11,elephant,Ivan,0.875,0.225,0.225,0.225,0.5,0.375,0.3,0.3,0.75,0.325,0.75,0.275,0.7,0.65,0.7,0.7
A3U0HJ1P3EJNU1,F,35,6,13,12,fish,Albert,0.875,0.3,0.65,0.3,0.9,0.275,0.5,0.275,0.225,0.2,0.2,0.2,0.825,0.6,0.825,0.65
A3U0HJ1P3EJNU1,F,35,6,6,13,buffalo,David,0.825,0.5,0.2,0.35,0.5,0.35,0.325,0.3,0.275,0.7,0.675,0.675,0.5,0.6,0.425,0.45
A3U0HJ1P3EJNU1,F,35,6,19,14,kangaroo,Victor,0.75,0.275,0.625,0.35,0.7,0.5,0.7,0.65,0.275,0.3,0.275,0.3,0.65,0.5,0.5,0.5
A3U0HJ1P3EJNU1,F,35,6,24,15,penguin,Alex,0.7,0.3,0.3,0.3,0.175,0.275,0.275,0.275,0.5,0.7,0.625,0.65,0.625,0.6,0.325,0.375
A3U0HJ1P3EJNU1,F,35,6,10,16,dolphin,Calvin,0.65,0.625,0.25,0.275,0.725,0.275,0.275,0.275,0.75,0.275,0.3,0.275,0.7,0.35,0.275,0.275
A1GPEX48JUYT86,M,25,4,15,1,frog,Ethan,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,20,2,lion,David,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1GPEX48JUYT86,M,25,4,27,3,shark,Tom,1,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1GPEX48JUYT86,M,25,4,2,4,bat,Barry,1,1,0.025,0,1,1,0,0,0,0,0.5,0.5,0,0,0.475,0.5
A1GPEX48JUYT86,M,25,4,16,5,goat,Eric,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1GPEX48JUYT86,M,25,4,19,6,kangaroo,Matt,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,14,7,fox,Fred,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,28,8,sheep,Bob,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,32,9,zebra,Albert,1,0.75,1,0.725,0,0,0,0,0,0,0,0,0.275,0.275,0.275,0.275
A1GPEX48JUYT86,M,25,4,26,10,rabbit,Charles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,3,11,bear,Jeff,1,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,11,12,duck,Frank,1,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0
A1GPEX48JUYT86,M,25,4,5,13,bird,Nathan,1,1,1,1,0,0,0,0,0,0.025,0.025,0.025,0,0,0,0.025
A1GPEX48JUYT86,M,25,4,8,14,cow,Steve,0.975,0.975,0,0.025,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0,0.025,0.025
A1GPEX48JUYT86,M,25,4,9,15,dog,Winston,0.975,1,0.975,0.975,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1GPEX48JUYT86,M,25,4,30,16,whale,Daniel,1,1,1,1,0,0,0,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0
A1BNR1ZAF1QGWG,M,35,6,31,1,wolf,Gary,0.725,0.55,0.6,0.35,0.35,0.525,0.475,0.375,0.275,0.3,0.4,0.425,0.475,0.375,0.45,0.775
A1BNR1ZAF1QGWG,M,35,6,4,2,bee,Calvin,0.65,0.8,0.425,0.375,0.45,0.4,0.25,0.3,0.25,0.4,0.575,0.825,0.425,0.375,0.55,0.675
A1BNR1ZAF1QGWG,M,35,6,28,3,sheep,Charles,0.65,0.675,0.425,0.375,0.4,0.35,0.45,0.4,0.425,0.375,0.3,0.375,0.55,0.575,0.675,0.75
A1BNR1ZAF1QGWG,M,35,6,3,4,bear,Albert,0.825,0.625,0.55,0.55,0.275,0.3,0.4,0.425,0.575,0.625,0.55,0.55,0.675,0.575,0.525,0.525
A1BNR1ZAF1QGWG,M,35,6,11,5,duck,Matt,0.725,0.65,0.575,0.55,0.475,0.575,0.55,0.625,0.4,0.65,0.425,0.6,0.35,0.725,0.425,0.625
A1BNR1ZAF1QGWG,M,35,6,1,6,ant,Tom,0.625,0.625,0.775,0.675,0.425,0.35,0.275,0.275,0.45,0.4,0.4,0.325,0.775,0.675,0.6,0.625
A1BNR1ZAF1QGWG,M,35,6,16,7,goat,Jeff,0.675,0.625,0.65,0.625,0.75,0.8,0.65,0.625,0.7,0.775,0.675,0.825,0.65,0.625,0.6,0.65
A1BNR1ZAF1QGWG,M,35,6,30,8,whale,Quinn,0.825,0.65,0.675,0.575,0.425,0.35,0.375,0.275,0.625,0.675,0.575,0.6,0.425,0.35,0.425,0.35
A1BNR1ZAF1QGWG,M,35,6,20,9,lion,Robert,0.875,0.625,0.75,0.575,0.6,0.475,0.425,0.3,0.375,0.325,0.4,0.45,0.55,0.55,0.65,0.575
A1BNR1ZAF1QGWG,M,35,6,2,10,bat,Henry,0.875,0.65,0.425,0.375,0.675,0.6,0.425,0.325,0.225,0.325,0.525,0.625,0.675,0.725,0.8,0.85
A1BNR1ZAF1QGWG,M,35,6,13,11,fish,Alex,0.875,0.7,0.425,0.375,0.6,0.65,0.4,0.325,0.35,0.4,0.575,0.7,0.45,0.375,0.725,0.85
A1BNR1ZAF1QGWG,M,35,6,18,12,horse,David,0.825,0.675,0.7,0.675,0.575,0.55,0.45,0.425,0.75,0.7,0.675,0.6,0.675,0.725,0.675,0.6
A1BNR1ZAF1QGWG,M,35,6,12,13,elephant,Harry,0.775,0.475,0.75,0.4,0.325,0.375,0.3,0.25,0.425,0.4,0.35,0.275,0.65,0.8,0.7,0.85
A1BNR1ZAF1QGWG,M,35,6,26,14,rabbit,Ethan,0.775,0.7,0.725,0.65,0.55,0.45,0.325,0.175,0.425,0.325,0.725,0.675,0.45,0.35,0.725,0.675
A1BNR1ZAF1QGWG,M,35,6,21,15,monkey,Patrick,0.7,0.65,0.625,0.6,0.525,0.45,0.35,0.25,0.825,0.775,0.7,0.65,0.65,0.7,0.575,0.425
A1BNR1ZAF1QGWG,M,35,6,23,16,ox,Frank,0.85,0.775,0.425,0.35,0.65,0.6,0.25,0.175,0.775,0.75,0.675,0.65,0.65,0.7,0.45,0.375
A1QD0XE25CXJ2A,M,25,8,2,1,bat,Owen,0.825,0.275,0.3,0.775,0.325,0.675,0.5,0.675,0.1,0.325,0.65,0.35,0.725,0.2,0.275,0.8
A1QD0XE25CXJ2A,M,25,8,22,2,owl,Frank,0.975,0.975,0.975,0.975,0.025,0.05,0.05,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,9,3,dog,Steve,0.975,0.8,0.7,0.6,0.45,0.275,0.15,0.1,0.925,0.825,0.75,0.625,0.575,0.4,0.25,0.05
A1QD0XE25CXJ2A,M,25,8,15,4,frog,Fred,0.95,0.9,0.775,0.7,0.625,0.5,0.4,0.3,0.075,0.075,0.075,0.075,0.55,0.725,0.8,0.875
A1QD0XE25CXJ2A,M,25,8,11,5,duck,Nathan,0.95,0.925,0.9,0.8,0.625,0.575,0.425,0.325,0.025,0.075,0.175,0.25,0.025,0.275,0.025,0.25
A1QD0XE25CXJ2A,M,25,8,16,6,goat,Jake,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,20,7,lion,George,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,29,8,tiger,Gary,0.525,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,26,9,rabbit,Calvin,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,19,10,kangaroo,Quinn,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,5,11,bird,Victor,0.925,0.925,0.8,0.7,0.625,0.5,0.375,0.325,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,18,12,horse,Henry,0.925,0.85,0.775,0.725,0.6,0.5,0.45,0.325,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,10,13,dolphin,Patrick,0.95,0.85,0.775,0.725,0.675,0.6,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,30,14,whale,Ethan,1,0.9,0.775,0.75,0.65,0.575,0.475,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,27,15,shark,Matt,0.95,0.875,0.775,0.7,0.6,0.5,0.4,0.3,0.5,0.5,0.5,0.5,0.475,0.5,0.5,0.5
A1QD0XE25CXJ2A,M,25,8,13,16,fish,Winston,0.95,0.875,0.775,0.7,0.55,0.425,0.25,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,22,1,owl,Matt,0.95,0.275,0.525,0.05,0.4,0.175,0.45,0.2,0.275,0.5,0.25,0.5,0.25,0.5,0.25,0.5
A2Y0ZGI29KQBTB,M,25,4,9,2,dog,Kenneth,0.7,0.475,0.3,0.475,0.3,0.275,0.25,0.275,0.475,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,3,3,bear,Eric,0.775,0.25,0.25,0.275,0.65,0.275,0.525,0.275,0.5,0.525,0.475,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,24,4,penguin,Alex,0.625,0.5,0.375,0.4,0.075,0.05,0.05,0.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,25,5,pig,Bob,0.75,0.35,0.5,0.4,0.725,0.25,0.45,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.525
A2Y0ZGI29KQBTB,M,25,4,11,6,duck,Tom,0.925,0.6,0.75,0.675,0.7,0.65,0.625,0.575,0.4,0.4,0.4,0.425,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,31,7,wolf,Jeff,0.675,0.675,0.275,0.4,0.575,0.625,0.3,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,23,8,ox,Quinn,0.675,0.7,0.275,0.3,0.5,0.5,0.275,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,27,9,shark,Henry,0.9,0.2,0.3,0.025,0.725,0.075,0.025,0.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,16,10,goat,Calvin,0.675,0.325,0.725,0.275,0.725,0.275,0.75,0.275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,32,11,zebra,Owen,0.825,0.175,0.875,0.15,0.05,0.05,0.05,0.05,0.025,0.025,0.025,0.025,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,5,12,bird,Patrick,0.725,0.7,0.275,0.275,0.7,0.75,0.275,0.275,0.5,0.5,0.525,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,1,13,ant,Gary,0.875,0.875,0.025,0.025,0.025,0.025,0.025,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,18,14,horse,Ivan,0.825,0.65,0.475,0.475,0.475,0.475,0.375,0.35,0.5,0.5,0.475,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,10,15,dolphin,Zach,0.975,0.7,0.7,0.7,0.25,0.275,0.25,0.275,0.525,0.5,0.5,0.5,0.5,0.5,0.5,0.5
A2Y0ZGI29KQBTB,M,25,4,21,16,monkey,Jake,0.825,0.725,0.55,0.375,0.725,0.725,0.525,0.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ANN3GTA7Z34CD,M,35,4,15,1,frog,Victor,0.975,0.5,0.5,0.325,0.5,0.225,0.35,0.175,0.275,0.275,0.275,0.275,0.725,0.725,0.725,0.725
ANN3GTA7Z34CD,M,35,4,3,2,bear,Barry,0.9,0.9,0.875,0.825,0.55,0.6,0.4,0.575,0.625,0.725,0.575,0.6,0.675,0.55,0.575,0.75
ANN3GTA7Z34CD,M,35,4,28,3,sheep,Bob,0.95,0.625,0.5,0.4,0.275,0.25,0.2,0.15,0.125,0.125,0.125,0.15,0.125,0.125,0.5,0.5
ANN3GTA7Z34CD,M,35,4,13,4,fish,Quinn,0.95,0.3,0.9,0.225,0.95,0.3,0.725,0.25,0.175,0.175,0.175,0.175,0.625,0.6,0.625,0.675
ANN3GTA7Z34CD,M,35,4,31,5,wolf,Robert,0.9,0.775,0.5,0.725,0.75,0.5,0.525,0.675,0.7,0.7,0.575,0.675,0.725,0.7,0.575,0.875
ANN3GTA7Z34CD,M,35,4,30,6,whale,Eric,0.95,0.8,0.825,0.75,0.375,0.325,0.35,0.225,0.275,0.275,0.275,0.575,0.275,0.5,0.5,0.5
ANN3GTA7Z34CD,M,35,4,9,7,dog,Luke,0.975,0.825,0.85,0.875,0.4,0.4,0.35,0.25,0.725,0.625,0.45,0.5,0.7,0.55,0.4,0.5
ANN3GTA7Z34CD,M,35,4,25,8,pig,Jeff,0.925,0.425,0.35,0.325,0.4,0.725,0.525,0.275,0.625,0.325,0.625,0.375,0.5,0.625,0.425,0.625
ANN3GTA7Z34CD,M,35,4,24,9,penguin,Nathan,0.85,0.85,0.5,0.5,0.15,0.15,0.175,0.175,0.625,0.625,0.65,0.6,0.65,0.6,0.625,0.55
ANN3GTA7Z34CD,M,35,4,27,10,shark,Zach,0.9,0.9,0.5,0.5,0.65,0.65,0.4,0.375,0.575,0.425,0.625,0.625,0.5,0.5,0.55,0.6
ANN3GTA7Z34CD,M,35,4,4,11,bee,Owen,0.925,0.925,0.375,0.375,0.825,0.825,0.4,0.4,0.55,0.6,0.55,0.6,0.55,0.625,0.525,0.575
ANN3GTA7Z34CD,M,35,4,6,12,buffalo,Jake,0.95,0.65,0.3,0.225,0.5,0.5,0.35,0.3,0.725,0.7,0.425,0.425,0.575,0.6,0.55,0.625
ANN3GTA7Z34CD,M,35,4,22,13,owl,Patrick,0.95,0.5,0.85,0.5,0.725,0.5,0.725,0.5,0.55,0.7,0.55,0.725,0.55,0.725,0.55,0.75
ANN3GTA7Z34CD,M,35,4,1,14,ant,Daniel,0.975,0.4,0.425,0.35,0.275,0.25,0.225,0.2,0.625,0.55,0.6,0.625,0.65,0.6,0.625,0.625
ANN3GTA7Z34CD,M,35,4,32,15,zebra,David,0.95,0.625,0.4,0.325,0.275,0.225,0.225,0.2,0.05,0.05,0.05,0.05,0.55,0.55,0.725,0.7
ANN3GTA7Z34CD,M,35,4,12,16,elephant,Kenneth,0.875,0.05,0.875,0.05,0.05,0.25,0.05,0.25,0.6,0.175,0.65,0.175,0.325,0.625,0.325,0.625
A1ZFLC209CRCWR,M,25,0,1,1,ant,Harry,0.7,0.375,0.625,0.325,0.3,0.2,0.3,0.175,0.4,0.3,0.25,0.325,0.6,0.675,0.625,0.575
A1ZFLC209CRCWR,M,25,0,13,2,fish,Eric,0.575,0.575,0.55,0.675,0.4,0.3,0.4,0.425,0.225,0.225,0.125,0.2,0.625,0.7,0.575,0.6
A1ZFLC209CRCWR,M,25,0,12,3,elephant,Nathan,0.575,0.425,0.775,0.55,0.375,0.25,0.35,0.175,0.225,0.275,0.35,0.35,0.6,0.65,0.55,0.575
A1ZFLC209CRCWR,M,25,0,20,4,lion,Winston,0.625,0.7,0.6,0.6,0.225,0.325,0.325,0.375,0.225,0.35,0.275,0.35,0.45,0.4,0.55,0.675
A1ZFLC209CRCWR,M,25,0,3,5,bear,David,0.575,0.725,0.6,0.55,0.45,0.375,0.425,0.425,0.275,0.225,0.275,0.3,0.55,0.625,0.775,0.875
A1ZFLC209CRCWR,M,25,0,6,6,buffalo,Alex,0.65,0.575,0.6,0.65,0.35,0.375,0.3,0.2,0.225,0.325,0.375,0.225,0.575,0.85,0.525,0.925
A1ZFLC209CRCWR,M,25,0,27,7,shark,Henry,0.8,0.525,0.575,0.525,0.35,0.175,0.2,0.075,0.3,0.375,0.325,0.35,0.575,0.625,0.775,0.85
A1ZFLC209CRCWR,M,25,0,17,8,goose,Owen,0.575,0.65,0.55,0.675,0.4,0.45,0.525,0.575,0.575,0.7,0.775,0.575,0.6,0.6,0.575,0.65
A1ZFLC209CRCWR,M,25,0,15,9,frog,Fred,0.825,0.625,0.775,0.575,0.35,0.325,0.2,0.325,0.275,0.4,0.3,0.375,0.575,0.75,0.55,0.75
A1ZFLC209CRCWR,M,25,0,19,10,kangaroo,Jeff,0.6,0.65,0.55,0.6,0.325,0.35,0.175,0.375,0.175,0.25,0.35,0.45,0.55,0.65,0.575,0.825
A1ZFLC209CRCWR,M,25,0,16,11,goat,Barry,0.55,0.625,0.55,0.575,0.4,0.225,0.325,0.35,0.525,0.525,0.475,0.525,0.625,0.525,0.6,0.775
A1ZFLC209CRCWR,M,25,0,32,12,zebra,Albert,0.725,0.55,0.65,0.6,0.35,0.175,0.175,0.225,0.35,0.4,0.15,0.325,0.575,0.65,0.8,0.75
A1ZFLC209CRCWR,M,25,0,18,13,horse,Kenneth,0.6,0.625,0.575,0.75,0.4,0.35,0.4,0.375,0.55,0.6,0.625,0.675,0.75,0.8,0.85,0.925
A1ZFLC209CRCWR,M,25,0,28,14,sheep,Victor,0.6,0.55,0.525,0.525,0.425,0.425,0.375,0.425,0.2,0.3,0.2,0.25,0.575,0.65,0.575,0.6
A1ZFLC209CRCWR,M,25,0,2,15,bat,Robert,0.75,0.7,0.575,0.55,0.3,0.275,0.35,0.2,0.35,0.4,0.575,0.65,0.425,0.575,0.425,0.775
A1ZFLC209CRCWR,M,25,0,9,16,dog,Luke,0.65,0.6,0.575,0.575,0.425,0.45,0.525,0.45,0.35,0.4,0.3,0.35,0.6,0.7,0.625,0.65
AVMIXXCHPD291,F,45,10,18,1,horse,Calvin,0.975,0.275,0.075,0.125,0.6,0.4,0.85,0.85,0.925,0.925,0.325,0.375,0.875,0.9,0.875,0.875
AVMIXXCHPD291,F,45,10,6,2,buffalo,Albert,1,0.5,1,0.5,0.05,0.025,0.05,0.025,0.825,0.975,0.825,0.975,0.5,0.6,0.35,0.975
AVMIXXCHPD291,F,45,10,25,3,pig,David,0.975,0.025,0.75,0.05,0.075,0.675,0.775,0.7,0.975,0.175,0.975,0.1,0.125,0.95,0.05,0.975
AVMIXXCHPD291,F,45,10,31,4,wolf,Eric,0.95,0.925,0.525,0.85,0.1,0.2,0.2,0.75,0.9,0.5,0.225,0.725,0.175,0.35,0.35,0.9
AVMIXXCHPD291,F,45,10,10,5,dolphin,Luke,0.975,0.3,0.9,0.325,0.175,0.15,0.15,0.15,0.925,0.925,0.3,0.9,0.9,0.825,0.3,0.925
AVMIXXCHPD291,F,45,10,12,6,elephant,Nathan,0.975,0.025,0.4,0.025,0.05,0.05,0.025,0.025,0.9,0.075,0.9,0.075,0.1,0.9,0.1,0.925
AVMIXXCHPD291,F,45,10,20,7,lion,Winston,0.95,0.625,0.25,0.5,0.4,0.425,0.4,0.625,0.1,0.1,0.1,0.1,0.8,0.375,0.825,0.825
AVMIXXCHPD291,F,45,10,32,8,zebra,Victor,0.95,0.125,0.95,0.125,0.075,0.075,0.075,0.075,0.05,0.05,0.05,0.05,0.7,0.725,0.95,0.95
AVMIXXCHPD291,F,45,10,29,9,tiger,Matt,0.95,0.725,0.725,0.85,0.5,0.4,0.625,0.475,0.025,0.025,0,0,0.75,0.725,0.275,0.825
AVMIXXCHPD291,F,45,10,3,10,bear,Tom,0.925,0.125,0.55,0.1,0.25,0.5,0.275,0.5,0.85,0.825,0.35,0.375,0.725,0.875,0.6,0.875
AVMIXXCHPD291,F,45,10,19,11,kangaroo,Alex,0.95,0.15,0.125,0.1,0.5,0.5,0.75,0.325,0.9,0.9,0.4,0.375,0.65,0.65,0.875,0.875
AVMIXXCHPD291,F,45,10,11,12,duck,Fred,0.9,0.05,0.6,0.05,0.075,0.925,0.05,0.6,0.275,0.9,0.25,0.9,0.05,0.9,0.05,0.9
AVMIXXCHPD291,F,45,10,1,13,ant,Charles,0.9,0.25,0.75,0.7,0.075,0.075,0.075,0.075,0.8,0.8,0.8,0.8,0.8,0.825,0.8,0.8
AVMIXXCHPD291,F,45,10,24,14,penguin,Bob,0.875,0.575,0.575,0.6,0.1,0.075,0.075,0.075,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
AVMIXXCHPD291,F,45,10,4,15,bee,Barry,0.9,0.875,0.5,0.5,0.6,0.6,0.5,0.5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
AVMIXXCHPD291,F,45,10,30,16,whale,Zach,0.9,0.15,0.4,0.175,0.05,0.05,0.05,0.05,0.025,0.05,0.025,0.05,0.025,0.05,0.025,0.05
A3UHHP4M8SI6OO,M,35,6,18,1,horse,Fred,0.675,0.225,0.45,0.1,0.4,0.075,0.15,0.175,0.375,0.3,0.275,0.325,0.45,0.35,0.25,0.225
A3UHHP4M8SI6OO,M,35,6,3,2,bear,George,0.7,0.425,0.575,0.3,0.2,0.075,0.05,0.2,0.35,0.35,0.15,0.325,0.425,0.575,0.6,0.775
A3UHHP4M8SI6OO,M,35,6,13,3,fish,Matt,0.6,0.225,0.2,0.3,0.575,0.325,0.225,0.275,0.125,0,0.35,0.575,0.375,0.35,0.6,0.6
A3UHHP4M8SI6OO,M,35,6,1,4,ant,Ivan,0.65,0.35,0.35,0.575,0.375,0.2,0.2,0.2,0.4,0.25,0.525,0.425,0.575,0.625,0.425,0.525
A3UHHP4M8SI6OO,M,35,6,15,5,frog,Luke,0.35,0.55,0.625,0.575,0.35,0.35,0.375,0.3,0.375,0.275,0.35,0.375,0.55,0.425,0.45,0.575
A3UHHP4M8SI6OO,M,35,6,17,6,goose,Gary,0.55,0.25,0.475,0.55,0.625,0.575,0.45,0.325,0.375,0.4,0.4,0.35,0.35,0.325,0.35,0.6
A3UHHP4M8SI6OO,M,35,6,23,7,ox,Bob,0.625,0.325,0.45,0.325,0.45,0.375,0.225,0.2,0.375,0.325,0.575,0.625,0.55,0.425,0.525,0.4
A3UHHP4M8SI6OO,M,35,6,22,8,owl,Robert,0.65,0.175,0.625,0.3,0.3,0.325,0.6,0.325,0.325,0.55,0.35,0.6,0.35,0.575,0.3,0.675
A3UHHP4M8SI6OO,M,35,6,27,9,shark,Barry,0.625,0.25,0.225,0.175,0.625,0.275,0.325,0.25,0.3,0.375,0.525,0.55,0.375,0.525,0.45,0.425
A3UHHP4M8SI6OO,M,35,6,28,10,sheep,Owen,0.575,0.6,0.4,0.4,0.35,0.5,0.45,0.4,0.375,0.5,0.425,0.5,0.425,0.4,0.375,0.5
A3UHHP4M8SI6OO,M,35,6,20,11,lion,Harry,0.4,0.425,0.55,0.4,0.4,0.5,0.425,0.425,0.3,0.35,0.35,0.5,0.425,0.425,0.575,0.525
A3UHHP4M8SI6OO,M,35,6,11,12,duck,Nathan,0.4,0.525,0.525,0.4,0.4,0.425,0.55,0.55,0.45,0.55,0.425,0.625,0.575,0.5,0.425,0.525
A3UHHP4M8SI6OO,M,35,6,25,13,pig,Calvin,0.6,0.525,0.55,0.475,0.375,0.6,0.4,0.45,0.35,0.325,0.4,0.375,0.4,0.575,0.55,0.625
A3UHHP4M8SI6OO,M,35,6,26,14,rabbit,Patrick,0.475,0.525,0.525,0.55,0.4,0.4,0.4,0.4,0.4,0.45,0.525,0.45,0.525,0.45,0.475,0.475
A3UHHP4M8SI6OO,M,35,6,2,15,bat,Ethan,0.6,0.225,0.625,0.325,0.55,0.375,0.575,0.375,0.225,0.275,0.6,0.525,0.175,0.25,0.475,0.925
A3UHHP4M8SI6OO,M,35,6,7,16,cat,Steve,0.55,0.3,0.725,0.35,0.65,0.375,0.6,0.25,0.275,0.325,0.35,0.375,0.525,0.375,0.625,0.575
A3EBA6G9AG7CO9,M,25,4,1,1,ant,Winston,0.35,0.65,0.675,0.325,0.425,0.35,0.55,0.675,0.3,0.325,0.7,0.5,0.55,0.775,0.525,0.675
A3EBA6G9AG7CO9,M,25,4,11,2,duck,Quinn,0.325,0.625,0.675,0.3,0.675,0.275,0.4,0.65,0.325,0.3,0.675,0.475,0.675,0.6,0.3,0.675
A3EBA6G9AG7CO9,M,25,4,24,3,penguin,Gary,0.325,0.35,0.525,0.65,0.35,0.275,0.75,0.675,0.35,0.2,0.6,0.7,0.65,0.425,0.6,0.525
A3EBA6G9AG7CO9,M,25,4,30,4,whale,Matt,0.325,0.55,0.325,0.55,0.325,0.65,0.725,0.675,0.25,0.325,0.525,0.7,0.725,0.75,0.125,0.375
A3EBA6G9AG7CO9,M,25,4,3,5,bear,Ethan,0.25,0.275,0.35,0.675,0.65,0.525,0.175,0.2,0.825,0.75,0.675,0.525,0.5,0.55,0.725,0.7
A3EBA6G9AG7CO9,M,25,4,25,6,pig,Barry,0.325,0.4,0.6,0.425,0.425,0.375,0.35,0.7,0.35,0.35,0.375,0.65,0.225,0.25,0.4,0.275
A3EBA6G9AG7CO9,M,25,4,22,7,owl,Albert,0.325,0.625,0.45,0.25,0.55,0.65,0.35,0.425,0.45,0.325,0.65,0.3,0.3,0.45,0.55,0.4
A3EBA6G9AG7CO9,M,25,4,21,8,monkey,Henry,0.55,0.75,0.75,0.525,0.75,0.6,0.4,0.65,0.475,0.3,0.75,0.75,0.375,0.725,0.65,0.7
