workerid,trial_type,animalID,feature,alternative,utterance,response
7,multi_slider,6,loud,average man,monkey,0.41
7,multi_slider,6,loud,hyena,monkey,0.04
7,multi_slider,6,loud,cat,monkey,0.3
7,multi_slider,6,cute,dolphin,monkey,0.92
7,multi_slider,6,cute,dog,monkey,0.92
7,multi_slider,6,cute,man,monkey,0.49
7,multi_slider,6,cute,monkey,monkey,0.49
7,multi_slider,6,cute,average man,monkey,0.38
7,multi_slider,6,cute,hyena,monkey,0.06
7,multi_slider,6,cute,cat,monkey,0.76
8,multi_slider,12,cute,cheetah,rabbit,0.87
8,multi_slider,12,cute,average man,rabbit,0.51
8,multi_slider,12,cute,rabbit,rabbit,0.87
8,multi_slider,12,cute,dog,rabbit,0.07
8,multi_slider,12,cute,jaguar,rabbit,0.66
8,multi_slider,12,cute,cat,rabbit,0.84
8,multi_slider,12,cute,kitten,rabbit,0.98
8,multi_slider,12,cute,man,rabbit,0.88
8,multi_slider,12,loyal,cheetah,rabbit,0.47
8,multi_slider,12,loyal,average man,rabbit,0.81
8,multi_slider,12,loyal,rabbit,rabbit,0.5
8,multi_slider,12,loyal,dog,rabbit,0.95
8,multi_slider,12,loyal,jaguar,rabbit,0.49
8,multi_slider,12,loyal,cat,rabbit,0.11
8,multi_slider,12,loyal,kitten,rabbit,0.1
8,multi_slider,12,loyal,man,rabbit,0.64
8,multi_slider,12,playful,cheetah,rabbit,0.69
8,multi_slider,12,playful,average man,rabbit,0.52
8,multi_slider,12,playful,rabbit,rabbit,0.52
8,multi_slider,12,playful,dog,rabbit,0.91
8,multi_slider,12,playful,jaguar,rabbit,0.71
8,multi_slider,12,playful,cat,rabbit,0.45
8,multi_slider,12,playful,kitten,rabbit,0.69
8,multi_slider,12,playful,man,rabbit,0.65
8,multi_slider,12,fast,cheetah,rabbit,0.98
8,multi_slider,12,fast,average man,rabbit,0.47
8,multi_slider,12,fast,rabbit,rabbit,0.64
8,multi_slider,12,fast,dog,rabbit,0.76
8,multi_slider,12,fast,jaguar,rabbit,0.92
8,multi_slider,12,fast,cat,rabbit,0.85
8,multi_slider,12,fast,kitten,rabbit,0.65
8,multi_slider,12,fast,man,rabbit,0.6
8,multi_slider,12,friendly,cheetah,rabbit,0.11
8,multi_slider,12,friendly,average man,rabbit,0.73
8,multi_slider,12,friendly,rabbit,rabbit,0.6
8,multi_slider,12,friendly,dog,rabbit,0.9
8,multi_slider,12,friendly,jaguar,rabbit,0.11
8,multi_slider,12,friendly,cat,rabbit,0.34
8,multi_slider,12,friendly,kitten,rabbit,0.42
8,multi_slider,12,friendly,man,rabbit,0.61
8,multi_slider,12,lazy,cheetah,rabbit,0.49
8,multi_slider,12,lazy,average man,rabbit,0.49
8,multi_slider,12,lazy,rabbit,rabbit,0.51
8,multi_slider,12,lazy,dog,rabbit,0.51
8,multi_slider,12,lazy,jaguar,rabbit,0.51
8,multi_slider,12,lazy,cat,rabbit,0.51
8,multi_slider,12,lazy,kitten,rabbit,0.65
8,multi_slider,12,lazy,man,rabbit,0.52
8,multi_slider,12,agile,cheetah,rabbit,0.95
8,multi_slider,12,agile,average man,rabbit,0.38
8,multi_slider,12,agile,rabbit,rabbit,0.68
8,multi_slider,12,agile,dog,rabbit,0.78
8,multi_slider,12,agile,jaguar,rabbit,0.92
8,multi_slider,12,agile,cat,rabbit,0.96
8,multi_slider,12,agile,kitten,rabbit,0.81
8,multi_slider,12,agile,man,rabbit,0.59
8,multi_slider,12,sleek,cheetah,rabbit,0.94
8,multi_slider,12,sleek,average man,rabbit,0.52
8,multi_slider,12,sleek,rabbit,rabbit,0.59
8,multi_slider,12,sleek,dog,rabbit,0.65
8,multi_slider,12,sleek,jaguar,rabbit,0.95
8,multi_slider,12,sleek,cat,rabbit,0.86
8,multi_slider,12,sleek,kitten,rabbit,0.61
8,multi_slider,12,sleek,man,rabbit,0.55
8,multi_slider,6,lazy,average man,monkey,0.65
8,multi_slider,6,lazy,cat,monkey,0.93
8,multi_slider,6,lazy,dolphin,monkey,0.13
8,multi_slider,6,lazy,hyena,monkey,0.51
8,multi_slider,6,lazy,monkey,monkey,0.28
8,multi_slider,6,lazy,dog,monkey,0.36
8,multi_slider,6,lazy,man,monkey,0.58
8,multi_slider,6,loud,average man,monkey,0.61
8,multi_slider,6,loud,cat,monkey,0.05
8,multi_slider,6,loud,dolphin,monkey,0.14
8,multi_slider,6,loud,hyena,monkey,0.79
8,multi_slider,6,loud,monkey,monkey,0.79
8,multi_slider,6,loud,dog,monkey,0.61
8,multi_slider,6,loud,man,monkey,0.57
8,multi_slider,6,smart,average man,monkey,0.82
8,multi_slider,6,smart,cat,monkey,0.36
8,multi_slider,6,smart,dolphin,monkey,0.57
8,multi_slider,6,smart,hyena,monkey,0.49
8,multi_slider,6,smart,monkey,monkey,0.75
8,multi_slider,6,smart,dog,monkey,0.28
8,multi_slider,6,smart,man,monkey,0.66
8,multi_slider,6,friendly,average man,monkey,0.74
8,multi_slider,6,friendly,cat,monkey,0.26
8,multi_slider,6,friendly,dolphin,monkey,0.42
8,multi_slider,6,friendly,hyena,monkey,0.05
8,multi_slider,6,friendly,monkey,monkey,0.52
8,multi_slider,6,friendly,dog,monkey,0.9
8,multi_slider,6,friendly,man,monkey,0.63
8,multi_slider,6,loyal,average man,monkey,0.82
8,multi_slider,6,loyal,cat,monkey,0.38
8,multi_slider,6,loyal,dolphin,monkey,0.36
8,multi_slider,6,loyal,hyena,monkey,0.05
8,multi_slider,6,loyal,monkey,monkey,0.53
8,multi_slider,6,loyal,dog,monkey,0.92
8,multi_slider,6,loyal,man,monkey,0.72
8,multi_slider,6,happy,average man,monkey,0.74
8,multi_slider,6,happy,cat,monkey,0.52
8,multi_slider,6,happy,dolphin,monkey,0.7
8,multi_slider,6,happy,hyena,monkey,0.09
8,multi_slider,6,happy,monkey,monkey,0.67
8,multi_slider,6,happy,dog,monkey,0.93
8,multi_slider,6,happy,man,monkey,0.71
8,multi_slider,6,cute,average man,monkey,0.7
8,multi_slider,6,cute,cat,monkey,0.89
8,multi_slider,6,cute,dolphin,monkey,0.6
8,multi_slider,6,cute,hyena,monkey,0.06
8,multi_slider,6,cute,monkey,monkey,0.65
8,multi_slider,6,cute,dog,monkey,0.74
8,multi_slider,6,cute,man,monkey,0.67
8,multi_slider,6,funny,average man,monkey,0.83
8,multi_slider,6,funny,cat,monkey,0.19
8,multi_slider,6,funny,dolphin,monkey,0.22
8,multi_slider,6,funny,hyena,monkey,0.21
8,multi_slider,6,funny,monkey,monkey,0.61
8,multi_slider,6,funny,dog,monkey,0.52
8,multi_slider,6,funny,man,monkey,0.61
8,multi_slider,10,slow,sloth,turtle,0.94
8,multi_slider,10,slow,turtle,turtle,0.94
8,multi_slider,10,slow,average man,turtle,0.24
8,multi_slider,10,slow,horse,turtle,0.14
8,multi_slider,10,slow,man,turtle,0.26
8,multi_slider,10,slow,gorilla,turtle,0.18
8,multi_slider,10,slow,elephant,turtle,0.41
8,multi_slider,10,slow,bear,turtle,0.26
8,multi_slider,10,hard,sloth,turtle,0.09
8,multi_slider,10,hard,turtle,turtle,0.2
8,multi_slider,10,hard,average man,turtle,0.22
8,multi_slider,10,hard,horse,turtle,0.29
8,multi_slider,10,hard,man,turtle,0.25
8,multi_slider,10,hard,gorilla,turtle,0.42
8,multi_slider,10,hard,elephant,turtle,0.32
8,multi_slider,10,hard,bear,turtle,0.33
8,multi_slider,10,big,sloth,turtle,0.12
8,multi_slider,10,big,turtle,turtle,0.07
8,multi_slider,10,big,average man,turtle,0.34
8,multi_slider,10,big,horse,turtle,0.51
8,multi_slider,10,big,man,turtle,0.44
8,multi_slider,10,big,gorilla,turtle,0.68
8,multi_slider,10,big,elephant,turtle,0.94
8,multi_slider,10,big,bear,turtle,0.82
8,multi_slider,10,strong,sloth,turtle,0.08
8,multi_slider,10,strong,turtle,turtle,0.02
8,multi_slider,10,strong,average man,turtle,0.16
8,multi_slider,10,strong,horse,turtle,0.42
8,multi_slider,10,strong,man,turtle,0.34
8,multi_slider,10,strong,gorilla,turtle,0.8
8,multi_slider,10,strong,elephant,turtle,0.9
8,multi_slider,10,strong,bear,turtle,0.74
8,multi_slider,10,fast,sloth,turtle,0.04
8,multi_slider,10,fast,turtle,turtle,0.05
8,multi_slider,10,fast,average man,turtle,0.24
8,multi_slider,10,fast,horse,turtle,0.76
8,multi_slider,10,fast,man,turtle,0.15
8,multi_slider,10,fast,gorilla,turtle,0.6
8,multi_slider,10,fast,elephant,turtle,0.49
8,multi_slider,10,fast,bear,turtle,0.63
8,multi_slider,10,lazy,sloth,turtle,0.91
8,multi_slider,10,lazy,turtle,turtle,0.9
8,multi_slider,10,lazy,average man,turtle,0.62
8,multi_slider,10,lazy,horse,turtle,0.43
8,multi_slider,10,lazy,man,turtle,0.72
8,multi_slider,10,lazy,gorilla,turtle,0.29
8,multi_slider,10,lazy,elephant,turtle,0.21
8,multi_slider,10,lazy,bear,turtle,0.31
8,multi_slider,10,hairy,sloth,turtle,0.32
8,multi_slider,10,hairy,turtle,turtle,0.03
8,multi_slider,10,hairy,average man,turtle,0.57
8,multi_slider,10,hairy,horse,turtle,0.72
8,multi_slider,10,hairy,man,turtle,0.39
8,multi_slider,10,hairy,gorilla,turtle,0.72
8,multi_slider,10,hairy,elephant,turtle,0.3
8,multi_slider,10,hairy,bear,turtle,0.81
9,multi_slider,5,lazy,dog,panda,0.36
9,multi_slider,5,lazy,whale,panda,0.61
9,multi_slider,5,lazy,elephant,panda,0.74
9,multi_slider,5,lazy,kitten,panda,0.19
9,multi_slider,5,lazy,panda,panda,1
9,multi_slider,5,lazy,cat,panda,0.33
9,multi_slider,5,lazy,man,panda,1
9,multi_slider,5,lazy,average man,panda,0.49
9,multi_slider,5,friendly,dog,panda,0.87
9,multi_slider,5,friendly,whale,panda,0.1
9,multi_slider,5,friendly,elephant,panda,0.2
9,multi_slider,5,friendly,kitten,panda,0.45
9,multi_slider,5,friendly,panda,panda,0.11
9,multi_slider,5,friendly,cat,panda,0.32
9,multi_slider,5,friendly,man,panda,0.12
9,multi_slider,5,friendly,average man,panda,0.66
9,multi_slider,5,cute,dog,panda,0.72
9,multi_slider,5,cute,whale,panda,0.33
9,multi_slider,5,cute,elephant,panda,0.2
9,multi_slider,5,cute,kitten,panda,0.89
9,multi_slider,5,cute,panda,panda,0.61
9,multi_slider,5,cute,cat,panda,0.76
9,multi_slider,5,cute,man,panda,0.61
9,multi_slider,5,cute,average man,panda,0.34
9,multi_slider,5,playful,dog,panda,0.87
9,multi_slider,5,playful,whale,panda,0.15
9,multi_slider,5,playful,elephant,panda,0.37
9,multi_slider,5,playful,kitten,panda,0.86
9,multi_slider,5,playful,panda,panda,0.03
9,multi_slider,5,playful,cat,panda,0.54
9,multi_slider,5,playful,man,panda,0.03
9,multi_slider,5,playful,average man,panda,0.28
9,multi_slider,5,hard,dog,panda,0.16
9,multi_slider,5,hard,whale,panda,0.63
9,multi_slider,5,hard,elephant,panda,0.45
9,multi_slider,5,hard,kitten,panda,0.09
9,multi_slider,5,hard,panda,panda,0.32
9,multi_slider,5,hard,cat,panda,0.16
9,multi_slider,5,hard,man,panda,0.3
9,multi_slider,5,hard,average man,panda,0.37
9,multi_slider,5,loyal,dog,panda,1
9,multi_slider,5,loyal,whale,panda,0
9,multi_slider,5,loyal,elephant,panda,0
9,multi_slider,5,loyal,kitten,panda,0.14
9,multi_slider,5,loyal,panda,panda,0
9,multi_slider,5,loyal,cat,panda,0.32
9,multi_slider,5,loyal,man,panda,0
9,multi_slider,5,loyal,average man,panda,0.58
9,multi_slider,5,big,dog,panda,0.29
9,multi_slider,5,big,whale,panda,1
9,multi_slider,5,big,elephant,panda,0.83
9,multi_slider,5,big,kitten,panda,0.09
9,multi_slider,5,big,panda,panda,0.61
9,multi_slider,5,big,cat,panda,0.18
9,multi_slider,5,big,man,panda,0.61
9,multi_slider,5,big,average man,panda,0.46
9,multi_slider,5,majestic,dog,panda,0.15
9,multi_slider,5,majestic,whale,panda,0.75
9,multi_slider,5,majestic,elephant,panda,0.75
9,multi_slider,5,majestic,kitten,panda,0.04
9,multi_slider,5,majestic,panda,panda,0.58
9,multi_slider,5,majestic,cat,panda,0.33
9,multi_slider,5,majestic,man,panda,0.56
9,multi_slider,5,majestic,average man,panda,0.09
9,multi_slider,12,sleek,cheetah,rabbit,0.89
9,multi_slider,12,sleek,man,rabbit,0.33
9,multi_slider,12,sleek,cat,rabbit,0.53
9,multi_slider,12,sleek,rabbit,rabbit,0.31
9,multi_slider,12,sleek,average man,rabbit,0.14
9,multi_slider,12,sleek,dog,rabbit,0.13
9,multi_slider,12,sleek,jaguar,rabbit,0.83
9,multi_slider,12,sleek,kitten,rabbit,0.03
9,multi_slider,12,cute,cheetah,rabbit,0.34
9,multi_slider,12,cute,man,rabbit,0.77
9,multi_slider,12,cute,cat,rabbit,0.58
9,multi_slider,12,cute,rabbit,rabbit,0.75
9,multi_slider,12,cute,average man,rabbit,0.22
9,multi_slider,12,cute,dog,rabbit,0.46
9,multi_slider,12,cute,jaguar,rabbit,0.31
9,multi_slider,12,cute,kitten,rabbit,0.96
9,multi_slider,12,fast,cheetah,rabbit,0.93
9,multi_slider,12,fast,man,rabbit,0.62
9,multi_slider,12,fast,cat,rabbit,0.39
9,multi_slider,12,fast,rabbit,rabbit,0.63
9,multi_slider,12,fast,average man,rabbit,0.52
9,multi_slider,12,fast,dog,rabbit,0.38
9,multi_slider,12,fast,jaguar,rabbit,0.87
9,multi_slider,12,fast,kitten,rabbit,0.22
9,multi_slider,12,loyal,cheetah,rabbit,0.16
9,multi_slider,12,loyal,man,rabbit,0.2
9,multi_slider,12,loyal,cat,rabbit,0.36
9,multi_slider,12,loyal,rabbit,rabbit,0.2
9,multi_slider,12,loyal,average man,rabbit,0.56
9,multi_slider,12,loyal,dog,rabbit,0.87
9,multi_slider,12,loyal,jaguar,rabbit,0.14
9,multi_slider,12,loyal,kitten,rabbit,0.27
9,multi_slider,12,playful,cheetah,rabbit,0.09
9,multi_slider,12,playful,man,rabbit,0.2
9,multi_slider,12,playful,cat,rabbit,0.6
9,multi_slider,12,playful,rabbit,rabbit,0.19
9,multi_slider,12,playful,average man,rabbit,0.28
9,multi_slider,12,playful,dog,rabbit,0.7
9,multi_slider,12,playful,jaguar,rabbit,0.15
9,multi_slider,12,playful,kitten,rabbit,0.76
9,multi_slider,12,agile,cheetah,rabbit,0.8
9,multi_slider,12,agile,man,rabbit,0.49
9,multi_slider,12,agile,cat,rabbit,0.74
9,multi_slider,12,agile,rabbit,rabbit,0.51
9,multi_slider,12,agile,average man,rabbit,0.34
9,multi_slider,12,agile,dog,rabbit,0.65
9,multi_slider,12,agile,jaguar,rabbit,0.82
9,multi_slider,12,agile,kitten,rabbit,0.15
9,multi_slider,12,friendly,cheetah,rabbit,0.17
9,multi_slider,12,friendly,man,rabbit,0.18
9,multi_slider,12,friendly,cat,rabbit,0.32
9,multi_slider,12,friendly,rabbit,rabbit,0.23
9,multi_slider,12,friendly,average man,rabbit,0.51
9,multi_slider,12,friendly,dog,rabbit,0.6
9,multi_slider,12,friendly,jaguar,rabbit,0.19
9,multi_slider,12,friendly,kitten,rabbit,0.61
9,multi_slider,12,lazy,cheetah,rabbit,0.18
9,multi_slider,12,lazy,man,rabbit,0.62
9,multi_slider,12,lazy,cat,rabbit,0.31
9,multi_slider,12,lazy,rabbit,rabbit,0.62
9,multi_slider,12,lazy,average man,rabbit,0.5
9,multi_slider,12,lazy,dog,rabbit,0.31
9,multi_slider,12,lazy,jaguar,rabbit,0.16
9,multi_slider,12,lazy,kitten,rabbit,0.73
9,multi_slider,7,cute,man,penguin,0.57
9,multi_slider,7,cute,kitten,penguin,0.81
9,multi_slider,7,cute,cat,penguin,0.74
9,multi_slider,7,cute,average man,penguin,0.22
9,multi_slider,7,cute,hyena,penguin,0.06
9,multi_slider,7,cute,monkey,penguin,0.39
9,multi_slider,7,cute,dog,penguin,0.51
9,multi_slider,7,cute,penguin,penguin,0.58
9,multi_slider,7,playful,man,penguin,0.36
9,multi_slider,7,playful,kitten,penguin,0.9
9,multi_slider,7,playful,cat,penguin,0.7
9,multi_slider,7,playful,average man,penguin,0.26
9,multi_slider,7,playful,hyena,penguin,0.07
9,multi_slider,7,playful,monkey,penguin,0.68
9,multi_slider,7,playful,dog,penguin,0.76
9,multi_slider,7,playful,penguin,penguin,0.35
9,multi_slider,7,friendly,man,penguin,0.32
9,multi_slider,7,friendly,kitten,penguin,0.82
9,multi_slider,7,friendly,cat,penguin,0.65
9,multi_slider,7,friendly,average man,penguin,0.43
9,multi_slider,7,friendly,hyena,penguin,0.08
9,multi_slider,7,friendly,monkey,penguin,0.57
9,multi_slider,7,friendly,dog,penguin,0.85
9,multi_slider,7,friendly,penguin,penguin,0.34
9,multi_slider,7,smart,man,penguin,0.33
9,multi_slider,7,smart,kitten,penguin,0.47
9,multi_slider,7,smart,cat,penguin,0.74
9,multi_slider,7,smart,average man,penguin,0.97
9,multi_slider,7,smart,hyena,penguin,0.14
9,multi_slider,7,smart,monkey,penguin,0.87
9,multi_slider,7,smart,dog,penguin,0.67
9,multi_slider,7,smart,penguin,penguin,0.32
9,multi_slider,7,loyal,man,penguin,0.16
9,multi_slider,7,loyal,kitten,penguin,0.21
9,multi_slider,7,loyal,cat,penguin,0.43
9,multi_slider,7,loyal,average man,penguin,0.73
9,multi_slider,7,loyal,hyena,penguin,0.12
9,multi_slider,7,loyal,monkey,penguin,0.51
9,multi_slider,7,loyal,dog,penguin,0.85
9,multi_slider,7,loyal,penguin,penguin,0.17
9,multi_slider,7,loud,man,penguin,0.51
9,multi_slider,7,loud,kitten,penguin,0.3
9,multi_slider,7,loud,cat,penguin,0.41
9,multi_slider,7,loud,average man,penguin,0.68
9,multi_slider,7,loud,hyena,penguin,0.76
9,multi_slider,7,loud,monkey,penguin,0.77
9,multi_slider,7,loud,dog,penguin,0.61
9,multi_slider,7,loud,penguin,penguin,0.5
9,multi_slider,7,lazy,man,penguin,0.46
9,multi_slider,7,lazy,kitten,penguin,0.74
9,multi_slider,7,lazy,cat,penguin,0.24
9,multi_slider,7,lazy,average man,penguin,0.62
9,multi_slider,7,lazy,hyena,penguin,0.19
9,multi_slider,7,lazy,monkey,penguin,0.34
9,multi_slider,7,lazy,dog,penguin,0.51
9,multi_slider,7,lazy,penguin,penguin,0.51
9,multi_slider,7,funny,man,penguin,0.4
9,multi_slider,7,funny,kitten,penguin,0.7
9,multi_slider,7,funny,cat,penguin,0.56
9,multi_slider,7,funny,average man,penguin,0.84
9,multi_slider,7,funny,hyena,penguin,0.11
9,multi_slider,7,funny,monkey,penguin,0.6
9,multi_slider,7,funny,dog,penguin,0.56
9,multi_slider,7,funny,penguin,penguin,0.43
10,multi_slider,12,fast,average man,rabbit,0.61
10,multi_slider,12,fast,cheetah,rabbit,1
10,multi_slider,12,fast,jaguar,rabbit,0.91
10,multi_slider,12,fast,dog,rabbit,0.78
10,multi_slider,12,fast,cat,rabbit,0.71
10,multi_slider,12,fast,kitten,rabbit,0.14
10,multi_slider,12,fast,rabbit,rabbit,0.78
10,multi_slider,12,fast,man,rabbit,0.64
10,multi_slider,12,loyal,average man,rabbit,0.82
10,multi_slider,12,loyal,cheetah,rabbit,0.39
10,multi_slider,12,loyal,jaguar,rabbit,0.39
10,multi_slider,12,loyal,dog,rabbit,1
10,multi_slider,12,loyal,cat,rabbit,0.78
10,multi_slider,12,loyal,kitten,rabbit,0.48
10,multi_slider,12,loyal,rabbit,rabbit,0.39
10,multi_slider,12,loyal,man,rabbit,0.84
10,multi_slider,12,friendly,average man,rabbit,0.49
10,multi_slider,12,friendly,cheetah,rabbit,0.33
10,multi_slider,12,friendly,jaguar,rabbit,0.12
10,multi_slider,12,friendly,dog,rabbit,1
10,multi_slider,12,friendly,cat,rabbit,0.69
10,multi_slider,12,friendly,kitten,rabbit,0.97
10,multi_slider,12,friendly,rabbit,rabbit,0.58
10,multi_slider,12,friendly,man,rabbit,0.51
10,multi_slider,12,playful,average man,rabbit,0.48
10,multi_slider,12,playful,cheetah,rabbit,0.48
10,multi_slider,12,playful,jaguar,rabbit,0.2
10,multi_slider,12,playful,dog,rabbit,1
10,multi_slider,12,playful,cat,rabbit,0.66
10,multi_slider,12,playful,kitten,rabbit,0.86
10,multi_slider,12,playful,rabbit,rabbit,0.34
10,multi_slider,12,playful,man,rabbit,0.49
10,multi_slider,12,cute,average man,rabbit,0.48
10,multi_slider,12,cute,cheetah,rabbit,0.15
10,multi_slider,12,cute,jaguar,rabbit,0.13
10,multi_slider,12,cute,dog,rabbit,0.83
10,multi_slider,12,cute,cat,rabbit,0.77
10,multi_slider,12,cute,kitten,rabbit,0.99
10,multi_slider,12,cute,rabbit,rabbit,1
10,multi_slider,12,cute,man,rabbit,0.51
10,multi_slider,12,agile,average man,rabbit,0.47
10,multi_slider,12,agile,cheetah,rabbit,1
10,multi_slider,12,agile,jaguar,rabbit,1
10,multi_slider,12,agile,dog,rabbit,0.68
10,multi_slider,12,agile,cat,rabbit,1
10,multi_slider,12,agile,kitten,rabbit,0.22
10,multi_slider,12,agile,rabbit,rabbit,0.83
10,multi_slider,12,agile,man,rabbit,0.48
10,multi_slider,12,sleek,average man,rabbit,0.49
10,multi_slider,12,sleek,cheetah,rabbit,1
10,multi_slider,12,sleek,jaguar,rabbit,1
10,multi_slider,12,sleek,dog,rabbit,0.71
10,multi_slider,12,sleek,cat,rabbit,1
10,multi_slider,12,sleek,kitten,rabbit,0.4
10,multi_slider,12,sleek,rabbit,rabbit,0.59
10,multi_slider,12,sleek,man,rabbit,0.49
10,multi_slider,12,lazy,average man,rabbit,0.48
10,multi_slider,12,lazy,cheetah,rabbit,0.21
10,multi_slider,12,lazy,jaguar,rabbit,0.2
10,multi_slider,12,lazy,dog,rabbit,0.66
10,multi_slider,12,lazy,cat,rabbit,1
10,multi_slider,12,lazy,kitten,rabbit,1
10,multi_slider,12,lazy,rabbit,rabbit,0.74
10,multi_slider,12,lazy,man,rabbit,0.49
10,multi_slider,7,playful,cat,penguin,0.59
10,multi_slider,7,playful,kitten,penguin,0.78
10,multi_slider,7,playful,man,penguin,0.49
10,multi_slider,7,playful,average man,penguin,0.48
10,multi_slider,7,playful,monkey,penguin,0.89
10,multi_slider,7,playful,hyena,penguin,0.18
10,multi_slider,7,playful,dog,penguin,0.96
10,multi_slider,7,playful,penguin,penguin,0.7
10,multi_slider,7,cute,cat,penguin,0.73
10,multi_slider,7,cute,kitten,penguin,1
10,multi_slider,7,cute,man,penguin,0.5
10,multi_slider,7,cute,average man,penguin,0.5
10,multi_slider,7,cute,monkey,penguin,0.64
10,multi_slider,7,cute,hyena,penguin,0
10,multi_slider,7,cute,dog,penguin,0.75
10,multi_slider,7,cute,penguin,penguin,1
10,multi_slider,7,smart,cat,penguin,0.47
10,multi_slider,7,smart,kitten,penguin,0.24
10,multi_slider,7,smart,man,penguin,0.79
10,multi_slider,7,smart,average man,penguin,0.79
10,multi_slider,7,smart,monkey,penguin,0.56
10,multi_slider,7,smart,hyena,penguin,0.3
10,multi_slider,7,smart,dog,penguin,0.46
10,multi_slider,7,smart,penguin,penguin,0.43
10,multi_slider,7,loud,cat,penguin,0
10,multi_slider,7,loud,kitten,penguin,0.18
10,multi_slider,7,loud,man,penguin,0.48
10,multi_slider,7,loud,average man,penguin,0.48
10,multi_slider,7,loud,monkey,penguin,0.65
10,multi_slider,7,loud,hyena,penguin,0.78
10,multi_slider,7,loud,dog,penguin,0.74
10,multi_slider,7,loud,penguin,penguin,0
10,multi_slider,7,lazy,cat,penguin,0.71
10,multi_slider,7,lazy,kitten,penguin,0.95
10,multi_slider,7,lazy,man,penguin,0.49
10,multi_slider,7,lazy,average man,penguin,0.49
10,multi_slider,7,lazy,monkey,penguin,0.63
10,multi_slider,7,lazy,hyena,penguin,0.21
10,multi_slider,7,lazy,dog,penguin,0.62
10,multi_slider,7,lazy,penguin,penguin,0.43
10,multi_slider,7,funny,cat,penguin,0.55
10,multi_slider,7,funny,kitten,penguin,1
10,multi_slider,7,funny,man,penguin,0.68
10,multi_slider,7,funny,average man,penguin,0.68
10,multi_slider,7,funny,monkey,penguin,0.32
10,multi_slider,7,funny,hyena,penguin,0.49
10,multi_slider,7,funny,dog,penguin,0.75
10,multi_slider,7,funny,penguin,penguin,0.51
10,multi_slider,7,friendly,cat,penguin,0.67
10,multi_slider,7,friendly,kitten,penguin,0.86
10,multi_slider,7,friendly,man,penguin,0.5
10,multi_slider,7,friendly,average man,penguin,0.49
10,multi_slider,7,friendly,monkey,penguin,0.32
10,multi_slider,7,friendly,hyena,penguin,0.19
10,multi_slider,7,friendly,dog,penguin,0.92
10,multi_slider,7,friendly,penguin,penguin,0.52
10,multi_slider,7,loyal,cat,penguin,0.65
10,multi_slider,7,loyal,kitten,penguin,0.34
10,multi_slider,7,loyal,man,penguin,0.48
10,multi_slider,7,loyal,average man,penguin,0.48
10,multi_slider,7,loyal,monkey,penguin,0.25
10,multi_slider,7,loyal,hyena,penguin,0.25
10,multi_slider,7,loyal,dog,penguin,1
10,multi_slider,7,loyal,penguin,penguin,0.9
10,multi_slider,2,proud,horse,whale,0.64
10,multi_slider,2,proud,man,whale,0.5
10,multi_slider,2,proud,lion,whale,0.73
10,multi_slider,2,proud,eagle,whale,0.75
10,multi_slider,2,proud,average man,whale,0.49
10,multi_slider,2,proud,elephant,whale,0.27
10,multi_slider,2,proud,whale,whale,0.24
10,multi_slider,2,majestic,horse,whale,0.57
10,multi_slider,2,majestic,man,whale,0.48
10,multi_slider,2,majestic,lion,whale,0.6
10,multi_slider,2,majestic,eagle,whale,0.89
10,multi_slider,2,majestic,average man,whale,0.49
10,multi_slider,2,majestic,elephant,whale,0.58
10,multi_slider,2,majestic,whale,whale,0.74
10,multi_slider,2,strong,horse,whale,0.76
10,multi_slider,2,strong,man,whale,0.49
10,multi_slider,2,strong,lion,whale,0.67
10,multi_slider,2,strong,eagle,whale,0.72
10,multi_slider,2,strong,average man,whale,0.48
10,multi_slider,2,strong,elephant,whale,0.92
10,multi_slider,2,strong,whale,whale,0.97
10,multi_slider,2,hard,horse,whale,0.71
10,multi_slider,2,hard,man,whale,0.5
10,multi_slider,2,hard,lion,whale,0.66
10,multi_slider,2,hard,eagle,whale,0.24
10,multi_slider,2,hard,average man,whale,0.5
10,multi_slider,2,hard,elephant,whale,0.78
10,multi_slider,2,hard,whale,whale,0.72
10,multi_slider,2,fierce,horse,whale,0.21
10,multi_slider,2,fierce,man,whale,0.48
10,multi_slider,2,fierce,lion,whale,1
10,multi_slider,2,fierce,eagle,whale,1
10,multi_slider,2,fierce,average man,whale,0.49
10,multi_slider,2,fierce,elephant,whale,0.69
10,multi_slider,2,fierce,whale,whale,0.06
10,multi_slider,2,big,horse,whale,0.69
10,multi_slider,2,big,man,whale,0.5
10,multi_slider,2,big,lion,whale,0.71
10,multi_slider,2,big,eagle,whale,0.13
10,multi_slider,2,big,average man,whale,0.49
10,multi_slider,2,big,elephant,whale,0.92
10,multi_slider,2,big,whale,whale,1
10,multi_slider,2,fast,horse,whale,0.83
10,multi_slider,2,fast,man,whale,0.5
10,multi_slider,2,fast,lion,whale,0.77
10,multi_slider,2,fast,eagle,whale,1
10,multi_slider,2,fast,average man,whale,0.5
10,multi_slider,2,fast,elephant,whale,0.76
10,multi_slider,2,fast,whale,whale,0.81
11,multi_slider,7,lazy,man,penguin,0.5
11,multi_slider,7,lazy,monkey,penguin,0.71
11,multi_slider,7,lazy,penguin,penguin,0.79
11,multi_slider,7,lazy,average man,penguin,0.38
11,multi_slider,7,lazy,cat,penguin,0.78
11,multi_slider,7,lazy,hyena,penguin,0.8
